,0,Tracts
0,-0.0162678611116616,36061000201
1,0.013392869245863435,36061000202
2,-0.004739263966318919,36061000600
3,-0.0009528899973482163,36061000700
4,-0.012722424047146814,36061000800
5,-0.011629467983188256,36061000900
6,-0.011444563604846863,36061001001
7,-0.0044076699989347035,36061001002
8,-0.014579965147610544,36061001200
9,-0.003055360735652211,36061001300
10,-0.015478154150311915,36061001401
11,0.005123506129677244,36061001402
12,-0.018653319971280256,36061001501
13,-0.022293341708061645,36061001502
14,-0.009983134148450864,36061001600
15,0.004287789023964768,36061001800
16,-0.0012794583680632275,36061002000
17,-0.0004151357647847274,36061002100
18,0.0045105250023995715,36061002201
19,-0.026342370363698697,36061002202
20,-0.009150269123780388,36061002400
21,-0.008343993880670447,36061002500
22,0.0038422328864038814,36061002601
23,-0.005065886909779887,36061002602
24,0.025155867729442734,36061002700
25,0.003870283647897705,36061002800
26,-0.02206442690566674,36061002900
27,-0.022663602548408983,36061003001
28,-0.00010022319015345259,36061003002
29,-0.024066662037412576,36061003100
30,0.00670048151790594,36061003200
31,-0.011902338091620853,36061003300
32,-0.005720303722681404,36061003400
33,-0.004253243808108117,36061003601
34,-0.007461134973469624,36061003602
35,0.003064583463350767,36061003700
36,-0.007335549731494395,36061003800
37,0.003871206179613216,36061003900
38,0.009631418180840403,36061004000
39,-0.005797478568981939,36061004100
40,-0.01702184209404711,36061004200
41,-0.0128882834397591,36061004300
42,-0.002739438393856619,36061004400
43,-0.008144733306756967,36061004500
44,0.01299688447148674,36061004700
45,0.01385236094849537,36061004800
46,-0.007514973495019861,36061004900
47,-0.006604704484428926,36061005000
48,-0.004302919084086633,36061005200
49,-0.009143074545576599,36061005400
50,-0.0337631977718099,36061005501
51,-0.012709762765664398,36061005502
52,0.011331038612659399,36061005600
53,-0.008435757040650319,36061005700
54,0.0070950144275741395,36061005800
55,-0.008173425245740709,36061005900
56,-0.047085511880655795,36061006000
57,0.014425480122075979,36061006100
58,0.014934555229473836,36061006200
59,-0.02593710377249635,36061006300
60,0.007268686039180761,36061006400
61,-0.003672940068000408,36061006500
62,-0.01631157359629983,36061006600
63,0.013550637755428464,36061006700
64,0.0176885250751545,36061006800
65,0.031938496326774854,36061006900
66,-0.0015983575447909974,36061007000
67,-0.015120859767546938,36061007100
68,-0.02299126681751329,36061007200
69,0.00440703457176799,36061007300
70,0.010178740287314539,36061007400
71,0.004489163624172075,36061007500
72,-0.03076651248492026,36061007600
73,0.006320390173854662,36061007700
74,-0.01420909973233154,36061007800
75,0.01234958686594006,36061007900
76,-0.008098528317078272,36061008000
77,0.008778063181717116,36061008100
78,0.019715087671817146,36061008200
79,0.0016156152246440657,36061008300
80,0.018870890174703638,36061008400
81,0.009467811135023343,36061008601
82,-0.002824902638644928,36061008603
83,0.009845873038772797,36061008700
84,-0.0016549594550539423,36061008800
85,0.019868783072646373,36061008900
86,-0.01238783439684752,36061009000
87,0.004088238187515831,36061009100
88,-0.01667465635452498,36061009200
89,-0.0080669474494606,36061009300
90,0.09593399082120886,36061009400
91,-0.022797153759721175,36061009500
92,-0.03638593017952929,36061009600
93,-0.0021491527802203997,36061009700
94,0.0028262055376894733,36061009800
95,-0.010674854347945394,36061009900
96,-0.021199963419932362,36061010000
97,0.022271469899325935,36061010100
98,-0.028877210813551338,36061010200
99,-0.014177636606997557,36061010300
100,0.023921654942931782,36061010400
101,0.0031992904992416173,36061010601
102,-0.011189435036097262,36061010602
103,-0.00937195163993542,36061010800
104,-0.11867348007294647,36061010900
105,-0.01971779713386749,36061011000
106,-0.011415778014096923,36061011100
107,-0.016630340308672564,36061011201
108,0.010646879863610122,36061011202
109,-0.03980469714578644,36061011203
110,-0.07281798962855594,36061011300
111,-0.005792140630459021,36061011401
112,0.016701011043800847,36061011402
113,0.006672456284292497,36061011500
114,-0.015305513529637363,36061011600
115,0.009874783950557362,36061011700
116,-0.012070117868629519,36061011800
117,-0.0027785767021780484,36061011900
118,-0.006674742245841138,36061012000
119,-0.008809825908004283,36061012100
120,-0.01285784704528607,36061012200
121,-0.01435449009944001,36061012400
122,0.009435015108517585,36061012500
123,-0.01511234515245143,36061012600
124,-0.0005164235186478683,36061012700
125,0.01610466513398168,36061012800
126,0.010212937273358905,36061012900
127,-0.013299439478512148,36061013000
128,-0.008413872231283362,36061013100
129,-0.02071842629251318,36061013200
130,0.022041117216475038,36061013300
131,-0.006585463706467667,36061013400
132,0.010166014311105432,36061013500
133,-0.011596044031892329,36061013600
134,0.02400178739602796,36061013700
135,0.0050336654439807615,36061013800
136,0.023095300636860924,36061013900
137,0.0019410321651718236,36061014000
138,0.02396223343744253,36061014200
139,0.00763602373031074,36061014401
140,0.010334534296156266,36061014402
141,-0.013300484374071402,36061014500
142,-0.004916125100617709,36061014601
143,-0.013980072795733748,36061014602
144,0.029455487620313733,36061014700
145,0.012466561305245,36061014801
146,-0.02251732020576603,36061014802
147,-0.012906369818280012,36061014900
148,-0.015269107975451286,36061015001
149,-0.008975197138348054,36061015002
150,-0.027514886955288434,36061015100
151,0.0047148517704369754,36061015200
152,0.016055158673664544,36061015300
153,-0.0025193768788208926,36061015400
154,0.000176108989107715,36061015500
155,-0.012216153807385008,36061015601
156,-0.006400112243858518,36061015602
157,9.792704626045028e-05,36061015700
158,0.0020528080436578674,36061015801
159,-0.004929734827055543,36061015802
160,-0.015002127817022298,36061015900
161,0.01092759911019582,36061016001
162,-0.01692248010848239,36061016002
163,0.0034943512830721926,36061016100
164,-0.01763105944619469,36061016200
165,-0.005512419113089373,36061016300
166,-0.024326386016999876,36061016400
167,-0.02915233996066541,36061016500
168,-0.007093039150190892,36061016600
169,-0.0019647143287259837,36061016700
170,-0.014274020381462547,36061016800
171,0.01217923081538153,36061016900
172,-0.009256365470910822,36061017000
173,0.011998389120866253,36061017100
174,-0.0039813940586970725,36061017200
175,0.004796541580791921,36061017300
176,-0.030154988222685437,36061017401
177,-0.005536664652172901,36061017402
178,-0.009342837401941957,36061017500
179,0.014312059843525125,36061017700
180,-0.01829244064314916,36061017800
181,-0.009367059105535388,36061017900
182,-0.01302255240845319,36061018000
183,0.003916846260725888,36061018100
184,-0.0025809245534640876,36061018200
185,0.007088444506553977,36061018300
186,-0.023416752759026688,36061018400
187,0.024292282956933677,36061018500
188,0.004759416907531027,36061018600
189,0.012961365429084652,36061018700
190,-0.0035835696623058855,36061018800
191,0.0035772781927369307,36061018900
192,-0.0007889939779194722,36061019000
193,0.0011865058338866926,36061019100
194,0.0007776405483027952,36061019200
195,0.011127808168757147,36061019300
196,-7.470591983016155e-05,36061019400
197,-0.0010020156785934438,36061019500
198,0.010277571609925545,36061019600
199,0.038272356520979184,36061019701
200,0.0017997846915622372,36061019702
201,0.012176848390398337,36061019800
202,0.005558565337405818,36061019900
203,0.004446478291649249,36061020000
204,0.042389660206019794,36061020101
205,0.005138606515038163,36061020102
206,0.012682336509057032,36061020300
207,0.0196270516466081,36061020500
208,-0.013144110863427467,36061020600
209,0.01306930504078185,36061020701
210,-0.03173551673676815,36061020800
211,0.0032994063255369385,36061020901
212,-0.007935124751118166,36061021000
213,0.0005692003350048333,36061021100
214,0.006701906796475056,36061021200
215,0.011609197244311574,36061021303
216,0.005784738471418291,36061021400
217,0.0007373714421952623,36061021500
218,0.0008361266344824576,36061021600
219,0.0,36061021703
220,-0.0068330660101864945,36061021800
221,1.3310962259973002e-05,36061021900
222,-0.010502191837898824,36061022000
223,-0.0037162077001546517,36061022102
224,0.012518920845418524,36061022200
225,0.010558488072095026,36061022301
226,-0.006652334881477435,36061022302
227,-0.002155784311935099,36061022400
228,0.00495653477096424,36061022500
229,-0.0036439380383949975,36061022600
230,0.007811221638941253,36061022700
231,-0.001658352541896197,36061022800
232,0.0031666304635867455,36061022900
233,0.004491431690947554,36061023000
234,0.0034525536180011925,36061023100
235,-0.0007186952048121935,36061023200
236,0.012750974140066222,36061023300
237,-0.012292885826637102,36061023400
238,0.011168238286614587,36061023501
239,-0.012164643622947599,36061023502
240,-0.0012028261757710355,36061023600
241,0.007855302941643494,36061023700
242,-0.0008360162944169128,36061023801
243,0.014229901856118051,36061023802
244,0.008869892699727168,36061023900
245,0.0035019191609439843,36061024100
246,-0.004329167385806798,36061024200
247,-0.007095895357553318,36061024301
248,-0.0033963124706638315,36061024302
249,0.002189683879538478,36061024500
250,-0.012633785241326132,36061024700
251,0.017954564311683983,36061024900
252,0.00050767695294511,36061025100
253,-0.015283581212173773,36061025300
254,-0.004115982501278587,36061025500
255,-0.01877680599497163,36061025700
256,-0.001427409741963486,36061025900
257,0.00373986463436141,36061026100
258,0.01325979386307519,36061026300
259,-0.0002881733718335904,36061026500
260,-0.0032635761443868053,36061026700
261,-0.003008748414687463,36061026900
262,0.009639612061583874,36061027100
263,-0.013414809463913156,36061027300
264,-0.013867709435724983,36061027500
