,0
0,0.0
1,0.0
2,0.0
3,0.1277872767164576
4,0.0030772686433063793
5,0.03778481722359273
6,0.0
7,0.0
8,0.07076767096012408
9,0.0
10,0.0
11,0.017508280529953915
12,0.038141755904913796
13,-0.005652620760534429
14,0.016173469387755105
15,0.43316091954022984
16,0.02579787234042553
17,0.0
18,0.02531746031746032
19,0.03691355449771801
20,-0.020238095238095232
21,0.032823129251700674
22,0.014703153988868274
23,0.00034722222222222126
24,0.0
25,0.02378932342167636
26,0.013772796352583586
27,0.027765683616747437
28,-0.017628571428571427
29,0.02
30,-0.014839354598931166
31,0.0
32,0.039389400921658976
33,0.02144302216089725
34,0.09667281089074642
35,0.01923963133640553
36,0.003225280675388967
37,0.0049051124320966775
38,0.010993190619194404
39,0.0
40,-0.017324928556995644
41,-0.005163597596433416
42,-0.002203647416413374
43,0.0257433477310297
44,-0.017857142857142856
45,0.047619047619047616
46,0.018
47,0.013783832721890694
48,-0.012125039160401
49,0.02171612789259848
50,0.008257345491388039
51,-0.020382653061224484
52,0.05281825584007187
53,-0.007331947505509918
54,0.04904181184668989
55,0.027644048429446653
56,0.016140331890331892
57,0.03395418791956421
58,-0.002313154991726419
59,-0.006942658897032317
60,0.1036149825783972
61,-0.017079274727936467
62,0.03976190476190476
63,0.0463633164733647
64,0.02064935064935065
65,0.012413236481033091
66,-0.0036692759295499032
67,0.016430668568073147
68,0.01280529856001554
69,0.021460831713150153
70,0.015156830579492454
71,0.0016462053571428565
72,0.01969268355406969
73,0.03751874062968515
74,0.020848517978620022
75,-0.024391928616722527
76,0.031385000463520905
77,0.02329007797757797
78,-0.024973371781882414
79,-0.0057579754973313925
80,0.00712299087051562
81,-0.011062717770034845
82,0.024776619508562917
83,0.0
84,0.006517857142857143
85,0.0
86,0.004565537555228277
87,0.012736612502143713
88,-0.015037593984962407
89,0.009883146807109939
90,-0.017142857142857144
91,0.006452693647815598
92,0.008074610453418181
93,0.006606330096272834
94,-0.010142637700241385
95,0.01785714285714286
96,0.02549764086329183
97,0.023319906474986683
98,0.04548251667816884
99,-0.014857142857142855
100,0.06758916048887997
101,0.051923907794749286
102,0.0459726443768997
103,0.008669683257918552
104,0.019613583138173303
105,0.015617519189712754
106,0.0006907911093431444
107,-0.004395604395604396
108,0.0005952380952380932
109,0.006315628815628815
110,0.0373015873015873
111,0.014262247225790862
112,0.010041749338624338
113,0.005728614536468676
114,-0.0019979447795547365
115,-0.006619461515489682
116,0.018962905038854404
117,0.02245714285714286
118,0.006349673890174625
119,0.016147640520988365
120,-0.006387608806963644
121,-0.0020596150257002617
122,0.029775286300829814
123,0.04758928571428571
124,0.07918565174662734
125,0.002695852534562211
126,0.07489517819706498
127,0.034236002093144945
128,0.05008744019327637
129,0.03168290043290043
130,0.0182460862720709
131,0.017209690893901418
132,0.030299539170506914
133,0.05064935064935065
134,0.03581261822818143
135,0.04004024144869215
136,0.02089573576915349
137,0.004925658831908831
138,0.00901360544217687
139,0.13015873015873014
140,0.043986105080330004
141,0.05101350759281814
142,0.15496515679442507
143,0.04904234107436077
144,0.0187570303712036
145,0.018454514422256357
146,-0.0011557181720881868
147,0.0
148,-0.010192781485997166
149,0.0
150,-0.0068148890564839444
151,0.0
152,0.011126571840857555
153,0.0
154,0.02954688483322844
155,0.0
156,0.016840882694541228
157,0.005644499178981938
158,0.08982479784366576
159,0.0016140109890109885
160,0.007903147009730082
161,0.006198504729935917
162,0.0
163,0.0025061124694376537
164,0.0
165,0.0
166,0.07363095238095237
167,0.0019091997033173515
168,0.0
169,-0.015408246392288945
170,0.0
171,0.027490596817165085
172,0.0096780162842339
173,0.0
174,-0.0030888030888030892
175,0.07599789915966386
176,0.0
177,0.0
178,0.0
179,0.012719372805357988
180,-0.0008503401360544216
181,0.19352813852813852
182,0.0
183,-0.00622217605147795
184,0.040247252747252736
185,0.0
186,0.0
187,-0.02607142857142857
188,0.007406377123713806
189,0.0
190,0.0010361552028218682
191,0.0
192,0.0
193,-0.000311791383219954
194,0.013842975206611567
195,-0.0017034276634382566
196,-0.002494331065759637
197,0.0005681818181818172
198,0.06071428571428571
199,0.021107142857142856
200,0.0
201,-0.0007308970099667773
202,0.0
203,0.007543533245780436
204,0.0
205,0.024715549936788872
206,0.011259079903147699
207,0.0
208,0.03273809523809524
209,0.008688186813186812
210,1.3629970168389196e-19
211,0.0
212,0.0
213,-0.004285714285714286
214,0.0
215,0.0
216,0.0
217,0.027245898359343733
218,0.019848268819787806
219,0.01908533765032377
220,0.0
221,0.0
222,0.0
223,0.026224489795918363
224,0.0
225,0.011602870813397129
226,0.007639419404125286
227,0.0
228,0.0
229,0.0284313725490196
230,0.007551498127340824
231,-0.004857142857142857
232,0.0
233,-0.012265122265122266
234,-0.0068322981366459624
235,0.0
236,-0.006349206349206348
237,0.0
238,0.0
239,0.008496240601503757
240,0.0
241,0.0
242,-0.005418719211822659
243,0.0
244,0.0
245,-0.008428571428571428
246,0.0
247,0.0
248,-0.007708426790642036
249,0.04475176035326411
