,0,1,2,3,4,Tracts
0,0.016267861111661612,0.0588715231347286,0.803758720870408,0.05398727086064914,0.006020868847510959,36061000201
1,-0.013392869245863429,0.16729408482163335,-0.8587429497971409,0.0285210412420811,0.0039957212397088325,36061000202
2,0.004739263966318923,0.06390103665262298,0.8634768960811353,0.026685539966673402,0.0013841885879332316,36061000600
3,0.0009528899973482123,0.26270248152342024,0.14034290792327794,0.7908677443212153,0.0033612642752931057,36061000700
4,0.012722424047146822,0.08680840179136062,0.9445643970485661,0.004524479367794262,0.002211127836167872,36061000800
5,0.011629467983188264,0.3002180589344257,0.7979864841525753,0.05709215957124635,0.004391549082998505,36061000900
6,0.011444563604846858,0.308918089214267,0.9351382348750831,0.006174134564405563,0.0021679227645053315,36061001001
7,0.0044076699989347035,0.01550013147111036,0.6558980534680706,0.15723733113002347,0.0025363144520967654,36061001002
8,0.014579965147610533,0.19966566824916884,0.7519443608960744,0.08466576994402349,0.006391098196888652,36061001200
9,0.003055360735652225,0.2533478182083975,0.2843534041182361,0.5849658552936001,0.005150692717220192,36061001300
10,0.015478154150311934,0.3852324578473903,0.7564329635424045,0.0817625566804564,0.006691812615637478,36061001401
11,-0.005123506129677239,0.17006302650757998,-0.5739985045113805,0.23356111614344197,0.0036545526508944388,36061001402
12,0.018653319971280252,0.22243137990158784,0.9796317115603824,0.0006180756938075209,0.0019117573935432167,36061001501
13,0.022293341708061652,0.26725224681137827,0.9679975838288946,0.001519844249663902,0.0028898451274459807,36061001502
14,0.009983134148450864,0.13482357488534127,0.8887552766539919,0.017874734375042958,0.002574437036077729,36061001600
15,-0.004287789023964749,0.1808348256685136,-0.26047021558302075,0.6181304427676209,0.0079467485608104,36061001800
16,0.0012794583680632284,0.01983164873936006,0.6808246144047425,0.1365517248130748,0.000688235087811954,36061002000
17,0.00041513576478472585,0.48891905126852975,0.05312245200262147,0.9203912776405611,0.0039018303920106997,36061002100
18,-0.004510525002399581,0.1404521953332243,-0.6226082984971357,0.18676183303573696,0.0028345571225437756,36061002201
19,0.026342370363698697,0.09063983769557238,0.8672247243143942,0.025273544903400315,0.007562233890330254,36061002202
20,0.009150269123780388,0.022380264174934494,0.877294340344391,0.02166124850824695,0.002502977968604456,36061002400
21,0.00834399388067045,0.06520130967125082,0.7249332293900868,0.1030865788103844,0.003964160068892868,36061002500
22,-0.0038422328864038853,0.09918976853107227,-0.6823775958947756,0.13530447941216642,0.0020580040837549617,36061002601
23,0.005065886909779894,0.1672472971077336,0.5904659989792729,0.2172340151309329,0.003462085403819219,36061002602
24,-0.025155867729442727,0.36238783733491864,-0.8946542070372336,0.016062054237923822,0.006280983837835132,36061002700
25,-0.003870283647897716,0.11145355323380066,-0.5439703936344038,0.2645258598795218,0.0029850632633972164,36061002800
26,0.022064426905666727,0.12753980864289904,0.9828557417062297,0.00043836882052726735,0.0020695588814519626,36061002900
27,0.022663602548408966,0.12055982153358713,0.8761207013583038,0.022068590095144842,0.006235406397912923,36061003001
28,0.00010022319015344862,0.1403570775626899,0.031181384358837844,0.9532430819601436,0.0016063182877623142,36061003002
29,0.024066662037412555,0.3025191589952291,0.7985416689089738,0.056790049313901456,0.009070707205550832,36061003100
30,-0.006700481517905937,0.20518388331005655,-0.5834488850096046,0.2241333488561458,0.004663472054607095,36061003200
31,0.011902338091620853,0.4421777027353271,0.700569753366672,0.12106447961681595,0.006061721272846374,36061003300
32,0.005720303722681414,0.18860266321428185,0.5727767006107257,0.23479127693749194,0.004093216797213774,36061003400
33,0.0042532438081081215,0.16056239645210155,0.5029053004529754,0.30923787982993167,0.00365501735997365,36061003601
34,0.007461134973469614,0.25992928462033627,0.5609911278670809,0.2467883603957998,0.005504980360342128,36061003602
35,-0.003064583463350767,0.39204402439587577,-0.20069350021107896,0.703001504145576,0.00747964357127702,36061003700
36,0.007335549731494398,0.17944890570257704,0.6820106231997387,0.13559876097357332,0.00393307477883385,36061003800
37,-0.0038712061796132304,0.40565567647379824,-0.6198836017657736,0.18927149472884647,0.0024502272536206906,36061003900
38,-0.0096314181808404,0.30669765452082537,-0.5409539958500845,0.2677190216313665,0.0074872589421982475,36061004000
39,0.005797478568981939,0.18401146410450578,0.43038273677208083,0.39428564139804495,0.006079558122246125,36061004100
40,0.017021842094047106,0.40451753242442545,0.946481095292124,0.004219763360512129,0.0029023068125172942,36061004200
41,0.01288828343975908,0.19365182228180383,0.8937594179924424,0.016331019918966395,0.00323408980321319,36061004300
42,0.0027394383938566334,0.27861269582101,0.3540666987040581,0.4910934239285269,0.0036179313944172667,36061004400
43,0.008144733306756977,0.363210895668527,0.6939123286823362,0.12619586848342382,0.004225816670667566,36061004500
44,-0.012996884471486716,0.4806631348578537,-0.9818807996434112,0.0004894838164875896,0.0012541768323034608,36061004700
45,-0.013852360948495377,0.4446617802385519,-0.9247460534329879,0.00828164727352192,0.00285051070560469,36061004800
46,0.007514973495019862,0.2824744180608534,0.42033459750013924,0.4066307087990148,0.008111223020181127,36061004900
47,0.006604704484428926,0.39460824340588624,0.774609971871554,0.07047601553778765,0.0026962435496478464,36061005000
48,0.004302919084086631,0.4470657875945646,0.4661427602712527,0.35142972371473785,0.00408333431636177,36061005200
49,0.009143074545576616,0.4409942937744167,0.7208346211230464,0.1060218223112191,0.0043956891618082885,36061005400
50,0.0337631977718099,0.3896984037119581,0.9368424630147979,0.005857347973367778,0.006302411433440782,36061005501
51,0.012709762765664396,0.2757649721469089,0.8725688465256097,0.023323390249386292,0.003557660070130437,36061005502
52,-0.01133103861265939,0.3702284811871496,-0.9172826111834202,0.009980266549199082,0.0024596767614127944,36061005600
53,0.008435757040650334,0.44859194638988564,0.5210452363312684,0.2891609460948407,0.006909346158536113,36061005700
54,-0.007095014427574123,0.3606568721220455,-0.6489599390396935,0.1632145069279656,0.004158998771613139,36061005800
55,0.008173425245740693,0.4957402236259689,0.4901746857641107,0.323625406863054,0.007266955633627269,36061005900
56,0.0470855118806558,0.2978816436349856,0.9778241503093826,0.0007321997741942315,0.005042321275106085,36061006000
57,-0.014425480122075987,0.468285950132967,-0.7755156747753424,0.06993357528101155,0.005871714988395752,36061006100
58,-0.014934555229473819,0.307787790969356,-0.893799176320157,0.016319023326572035,0.003746737367537381,36061006200
59,0.025937103772496365,0.39354945925183393,0.9489396257801029,0.0038441813942388815,0.004311159505234477,36061006300
60,-0.007268686039180755,0.29831277362295017,-0.4951049427899769,0.3180248519034281,0.006377714161218753,36061006400
61,0.0036729400680004,0.27712523162153546,0.3361421052167895,0.5147774450198045,0.0051454672430995,36061006500
62,0.016311573596299832,0.17579819603505234,0.8414357656287386,0.035720564771114384,0.005237521283430127,36061006600
