GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",1577,102,751,128,592,123,159,71,22,20,137,71,826,142,721,138,105,59
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",1340,72,488,92,306,86,182,76,27,33,155,65,852,106,623,122,229,85
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",3221,172,1074,230,749,172,325,158,149,100,176,121,2147,248,1911,255,236,153
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",2845,213,1027,190,902,186,125,78,25,39,100,66,1818,240,1064,228,754,172
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",3011,197,1882,224,1403,216,479,174,139,93,340,138,1129,221,919,206,210,123
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",3034,152,1301,204,965,213,336,145,106,80,230,118,1733,198,1181,229,552,166
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",1855,59,1093,130,308,91,785,143,65,53,720,147,762,133,752,133,10,15
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",2684,171,1408,227,1324,224,84,53,0,17,84,53,1276,205,857,175,419,147
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",2818,127,1664,191,809,131,855,179,138,100,717,164,1154,194,1025,198,129,66
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",995,73,273,82,201,74,72,53,6,10,66,53,722,84,463,101,259,70
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",2086,79,1569,145,672,133,897,149,118,82,779,148,517,126,463,119,54,56
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",1835,77,1173,164,601,143,572,141,127,72,445,121,662,170,655,170,7,11
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",1508,68,731,121,465,101,266,86,58,34,208,78,777,116,565,121,212,76
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",2059,116,902,178,502,173,400,159,110,108,290,122,1157,165,841,168,316,113
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",535,72,253,66,145,53,108,43,32,32,76,41,282,77,230,76,52,36
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",3250,138,1416,179,545,132,871,183,220,124,651,151,1834,199,1491,203,343,126
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",2071,177,1059,197,665,158,394,157,108,78,286,128,1012,189,949,190,63,53
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",2300,154,485,118,290,102,195,82,33,39,162,78,1815,172,1348,221,467,138
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",1791,97,459,113,231,96,228,85,76,55,152,80,1332,134,1110,145,222,72
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",738,67,272,63,226,78,46,40,0,12,46,40,466,73,276,71,190,78
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",4417,262,1057,246,702,219,355,155,136,116,219,126,3360,325,2731,348,629,164
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",2309,169,1189,185,1107,190,82,55,25,29,57,45,1120,178,752,149,368,133
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",3877,165,733,160,599,180,134,82,32,52,102,67,3144,222,2548,266,596,171
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",1379,110,618,98,252,82,366,91,153,86,213,75,761,117,648,117,113,60
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",1394,120,299,101,180,94,119,57,18,20,101,52,1095,139,870,137,225,96
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",1270,128,341,92,239,73,102,65,42,42,60,49,929,142,736,141,193,72
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",5025,309,820,255,630,196,190,126,70,65,120,109,4205,412,3287,441,918,247
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",2542,235,1240,192,1052,184,188,100,47,40,141,98,1302,197,1180,215,122,66
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",4199,235,938,228,668,181,270,170,118,141,152,97,3261,292,2220,306,1041,249
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",3258,210,1265,190,1026,189,239,109,119,92,120,80,1993,264,1532,288,461,144
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",1598,113,446,99,308,78,138,75,69,61,69,41,1152,128,823,135,329,99
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2334,208,619,132,409,116,210,111,71,57,139,90,1715,218,1276,209,439,134
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",8000,291,2965,353,2001,331,964,317,161,144,803,294,5035,435,3349,551,1686,354
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",408,96,172,57,144,54,28,20,20,19,8,9,236,79,191,73,45,29
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1297,141,422,127,378,129,44,41,0,12,44,41,875,143,758,131,117,92
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",3504,187,1011,186,824,173,187,82,109,75,78,57,2493,256,1710,242,783,206
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",2685,172,543,150,377,146,166,85,65,40,101,71,2142,185,1589,232,553,155
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",2967,186,887,157,721,163,166,84,62,41,104,67,2080,217,1619,204,461,157
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",1480,113,736,123,705,120,31,31,14,23,17,19,744,124,481,120,263,81
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",2479,184,752,174,692,169,60,51,15,27,45,44,1727,243,1372,206,355,162
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",2190,163,863,158,779,155,84,73,50,50,34,53,1327,214,1103,215,224,100
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1180,95,397,104,297,81,100,69,25,28,75,66,783,115,530,122,253,89
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",1625,153,329,122,315,122,14,23,0,12,14,23,1296,154,1084,155,212,101
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",1652,90,597,119,477,111,120,73,29,30,91,66,1055,144,878,142,177,78
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",2088,170,495,164,437,159,58,51,40,42,18,28,1593,240,1358,249,235,130
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",2856,196,875,174,830,176,45,44,0,17,45,44,1981,218,1646,225,335,147
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",2376,102,1132,149,965,157,167,91,37,56,130,68,1244,162,808,169,436,105
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",2205,164,600,158,514,153,86,56,5,26,81,59,1605,189,1368,199,237,114
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",1347,60,551,118,468,106,83,58,4,7,79,57,796,119,547,104,249,87
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",3603,219,832,192,712,179,120,66,36,40,84,56,2771,283,2164,299,607,190
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",4464,247,1300,278,887,230,413,216,156,136,257,162,3164,342,2543,313,621,232
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",3060,215,569,158,533,152,36,34,0,17,36,34,2491,259,1902,258,589,170
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",5900,394,1945,377,1339,311,606,260,0,19,606,260,3955,507,3110,489,845,266
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",3226,260,638,199,552,187,86,57,16,27,70,51,2588,278,2128,270,460,174
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",3946,285,604,179,493,143,111,92,0,17,111,92,3342,270,2752,327,590,223
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1221,134,392,97,365,96,27,33,27,33,0,12,829,138,531,113,298,116
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",4817,387,1112,339,973,320,139,76,21,32,118,70,3705,408,2835,433,870,264
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",3269,204,776,173,598,167,178,80,80,55,98,61,2493,240,1987,261,506,161
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",4042,363,1033,230,854,180,179,146,65,104,114,101,3009,361,2079,363,930,229
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",3727,330,835,199,582,180,253,119,71,72,182,98,2892,361,2409,346,483,188
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2108,188,744,147,611,168,133,93,0,12,133,93,1364,207,1099,222,265,119
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2493,153,802,142,660,133,142,72,13,23,129,69,1691,197,1318,189,373,102
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1160,105,287,83,210,59,77,56,19,15,58,50,873,115,625,111,248,78
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",3481,273,680,182,579,168,101,73,0,17,101,73,2801,291,2280,327,521,174
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",4294,330,1154,250,942,230,212,144,27,43,185,140,3140,319,2614,328,526,159
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",2638,196,858,163,747,144,111,84,43,71,68,46,1780,218,1570,218,210,84
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3039,242,766,157,674,136,92,80,30,49,62,65,2273,281,1909,288,364,126
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",4838,303,1352,332,1074,339,278,134,64,66,214,115,3486,396,2625,351,861,304
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",1918,179,735,188,562,164,173,77,13,21,160,73,1183,235,1020,223,163,75
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",1973,174,702,133,378,116,324,82,0,12,324,82,1271,186,930,175,341,137
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",891,80,258,69,187,63,71,47,7,13,64,45,633,92,448,103,185,74
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1232,139,537,127,461,119,76,56,8,14,68,54,695,132,446,120,249,114
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",2479,272,958,213,866,202,92,81,42,67,50,46,1521,282,1215,260,306,150
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",3893,241,873,227,640,175,233,161,25,39,208,154,3020,285,2182,340,838,260
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",4441,311,1200,250,912,245,288,141,178,121,110,86,3241,351,2913,370,328,146
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",3142,196,816,189,595,155,221,120,58,52,163,112,2326,215,1923,214,403,109
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",4208,343,1058,195,900,203,158,114,63,74,95,79,3150,309,2677,309,473,179
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",3894,196,1020,217,841,190,179,103,18,32,161,92,2874,267,2337,286,537,182
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1149,105,252,90,217,84,35,30,7,12,28,27,897,109,738,116,159,76
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5044,279,1905,381,1257,322,648,316,189,159,459,249,3139,402,2772,431,367,148
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",16,14,12,14,12,14,0,12,0,12,0,12,4,6,4,6,0,12
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1154,128,341,72,314,73,27,24,8,12,19,21,813,123,541,112,272,98
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",130,60,15,16,15,16,0,12,0,12,0,12,115,59,115,59,0,12
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2647,104,884,136,555,128,329,105,141,74,188,106,1763,158,1479,186,284,106
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",4256,294,1024,211,963,197,61,58,0,17,61,58,3232,284,2683,288,549,163
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",2048,162,390,99,331,89,59,38,15,17,44,38,1658,173,1104,179,554,135
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1214,77,239,79,222,80,17,20,0,12,17,20,975,98,863,100,112,44
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",634,81,184,41,148,38,36,24,0,12,36,24,450,76,390,76,60,27
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",151,48,128,48,128,48,0,12,0,12,0,12,23,22,19,21,4,6
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1147,106,160,66,110,56,50,40,27,36,23,21,987,102,703,116,284,92
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",667,90,271,94,233,94,38,18,0,12,38,18,396,97,333,91,63,37
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",4276,270,1889,253,1720,252,169,102,12,20,157,101,2387,322,2186,320,201,115
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2561,189,1058,187,997,187,61,50,0,12,61,50,1503,190,1288,180,215,103
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",4880,415,1527,253,1353,260,174,92,0,17,174,92,3353,378,2905,368,448,152
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",76,24,25,19,16,19,9,11,0,12,9,11,51,25,14,15,37,28
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",4201,314,1419,281,1318,276,101,81,0,17,101,81,2782,295,2323,349,459,193
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",2096,168,411,104,263,94,148,63,17,21,131,59,1685,187,1157,187,528,133
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",573,71,171,50,145,50,26,31,20,30,6,8,402,74,364,73,38,33
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",193,65,75,35,62,35,13,12,4,6,9,10,118,59,118,59,0,12
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",695,114,185,61,137,59,48,38,6,11,42,34,510,96,427,88,83,47
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",102,58,0,12,0,12,0,12,0,12,0,12,102,58,78,50,24,32
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",659,113,309,84,277,76,32,29,10,16,22,21,350,101,325,95,25,31
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1392,147,610,119,576,117,34,37,0,12,34,37,782,147,693,142,89,38
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",1189,135,258,78,169,54,89,54,59,45,30,31,931,119,618,126,313,96
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",2169,216,686,173,495,152,191,98,39,43,152,89,1483,234,1304,247,179,105
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",1736,205,419,146,231,107,188,121,0,12,188,121,1317,220,941,213,376,163
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",5314,368,1943,320,1814,308,129,84,25,39,104,74,3371,428,2684,425,687,240
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",1013,78,46,43,46,43,0,12,0,12,0,12,967,80,956,80,11,17
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",1862,201,944,195,799,166,145,113,101,97,44,49,918,173,795,178,123,77
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",5076,336,1119,256,814,217,305,161,155,126,150,87,3957,366,3312,373,645,212
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",1739,238,805,184,784,182,21,27,10,19,11,19,934,203,845,193,89,58
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",5081,455,2228,388,1762,378,466,213,43,65,423,220,2853,371,2459,356,394,169
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",1448,143,410,106,269,108,141,89,29,34,112,77,1038,166,817,148,221,97
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",6992,594,2097,392,1760,349,337,186,112,134,225,127,4895,585,4258,588,637,250
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",3751,260,883,198,719,213,164,114,55,56,109,104,2868,301,2204,324,664,201
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",3027,204,1472,234,1403,221,69,54,0,17,69,54,1555,235,1323,207,232,131
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",2958,202,547,126,360,107,187,98,98,83,89,58,2411,228,1838,249,573,160
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",1928,223,890,175,890,175,0,12,0,12,0,12,1038,212,929,196,109,74
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",1669,138,344,87,289,82,55,38,20,21,35,31,1325,159,1154,160,171,77
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",6002,348,1578,359,1215,340,363,152,214,151,149,98,4424,465,3676,489,748,285
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",2846,232,667,183,485,163,182,97,40,40,142,77,2179,261,1497,240,682,150
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",6320,448,2054,393,1597,289,457,292,17,37,440,290,4266,504,3573,538,693,280
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",3440,213,931,161,531,154,400,112,125,72,275,96,2509,231,2108,242,401,132
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",8415,550,3252,464,2829,456,423,158,153,100,270,131,5163,540,4468,544,695,291
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",3888,382,1251,212,1103,213,148,105,27,44,121,94,2637,373,2128,370,509,178
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7349,387,2390,487,2290,472,100,85,26,33,74,79,4959,497,4297,516,662,316
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",5570,522,867,268,696,236,171,107,0,17,171,107,4703,528,4313,540,390,189
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",3790,249,2008,224,1783,195,225,123,62,71,163,107,1782,237,1438,204,344,130
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",1962,195,1312,214,1081,201,231,123,26,36,205,118,650,152,584,155,66,53
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2593,177,1289,225,976,209,313,158,149,107,164,105,1304,189,1138,172,166,91
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",3913,198,1456,205,1365,209,91,62,15,24,76,59,2457,256,2184,253,273,125
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",2504,238,1030,202,965,201,65,64,15,25,50,53,1474,245,1333,250,141,74
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2413,178,626,116,573,113,53,50,17,28,36,41,1787,198,1545,222,242,109
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",4716,282,1441,269,1330,253,111,55,25,31,86,45,3275,317,2641,353,634,224
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1363,127,580,98,534,96,46,32,31,28,15,17,783,133,664,132,119,56
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1345,108,674,100,622,104,52,32,11,16,41,29,671,120,561,107,110,74
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",3395,231,1619,216,1342,190,277,129,33,38,244,118,1776,220,1332,222,444,151
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",3052,234,1281,219,1107,225,174,112,65,83,109,73,1771,232,1647,228,124,70
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1065,112,521,93,468,97,53,35,8,13,45,33,544,117,516,113,28,24
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2380,200,1509,168,1361,174,148,82,15,24,133,78,871,178,848,178,23,27
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",4075,286,1600,335,1084,265,516,222,23,38,493,215,2475,447,2226,451,249,133
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",3610,168,1628,209,1042,175,586,156,33,39,553,146,1982,227,1736,212,246,101
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",4885,280,1754,271,1524,263,230,137,136,124,94,80,3131,328,2559,310,572,183
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",7621,400,3158,471,2441,473,717,269,82,85,635,259,4463,544,3897,603,566,251
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",5325,374,2322,287,1985,232,337,164,25,39,312,158,3003,389,2761,378,242,130
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2854,140,832,144,617,131,215,85,36,44,179,80,2022,187,1368,228,654,166
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",998,88,484,159,208,112,276,115,45,53,231,109,514,156,501,159,13,26
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",5751,475,1893,322,1621,316,272,167,45,76,227,144,3858,466,3139,515,719,345
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2453,181,1129,160,891,149,238,118,64,63,174,98,1324,189,1106,179,218,122
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",1847,137,801,140,575,131,226,89,54,52,172,77,1046,158,817,161,229,72
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",5129,419,1708,308,1475,317,233,154,55,56,178,144,3421,410,2920,403,501,247
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",1617,133,954,133,775,137,179,62,21,24,158,61,663,137,613,131,50,40
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1120,126,645,106,510,95,135,63,45,47,90,56,475,108,372,102,103,48
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",3705,267,1234,244,957,211,277,170,64,82,213,150,2471,281,1904,272,567,190
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",3844,184,2023,243,569,169,1454,244,190,150,1264,246,1821,261,1745,257,76,49
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",4021,206,1356,205,1092,183,264,124,174,120,90,61,2665,214,2152,222,513,179
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",2386,133,1449,231,628,178,821,187,231,135,590,178,937,219,756,182,181,117
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",3463,199,1737,256,1369,237,368,107,58,63,310,99,1726,225,1498,232,228,95
1400000US36061016600,36061016600,"Census Tract 166, New York County, New York",2791,163,1370,179,784,150,586,148,114,89,472,128,1421,227,1043,208,378,101
1400000US36061016700,36061016700,"Census Tract 167, New York County, New York",3266,213,1673,235,1373,214,300,127,96,62,204,100,1593,236,1333,211,260,102
1400000US36061016800,36061016800,"Census Tract 168, New York County, New York",1558,102,980,119,348,104,632,115,76,54,556,117,578,104,442,108,136,74
1400000US36061016900,36061016900,"Census Tract 169, New York County, New York",4027,307,1604,308,1436,296,168,109,18,28,150,107,2423,352,2016,361,407,162
1400000US36061017000,36061017000,"Census Tract 170, New York County, New York",3161,157,1744,197,766,163,978,203,331,135,647,177,1417,221,1266,216,151,113
1400000US36061017100,36061017100,"Census Tract 171, New York County, New York",4642,224,1858,273,1552,246,306,178,97,101,209,147,2784,291,2281,262,503,195
1400000US36061017200,36061017200,"Census Tract 172, New York County, New York",2154,116,1104,182,365,118,739,169,189,115,550,138,1050,188,814,176,236,116
1400000US36061017300,36061017300,"Census Tract 173, New York County, New York",4266,311,2188,241,1615,272,573,211,170,103,403,167,2078,287,1855,279,223,142
1400000US36061017401,36061017401,"Census Tract 174.01, New York County, New York",1921,144,930,187,295,138,635,180,106,79,529,171,991,176,909,186,82,62
1400000US36061017402,36061017402,"Census Tract 174.02, New York County, New York",856,33,485,69,143,40,342,63,89,53,253,65,371,61,297,61,74,39
1400000US36061017500,36061017500,"Census Tract 175, New York County, New York",4923,306,2456,302,2153,299,303,192,177,147,126,88,2467,330,2136,298,331,150
1400000US36061017700,36061017700,"Census Tract 177, New York County, New York",4577,253,1879,255,1153,207,726,206,220,148,506,159,2698,288,2389,308,309,133
1400000US36061017800,36061017800,"Census Tract 178, New York County, New York",1625,110,787,137,402,107,385,117,62,54,323,107,838,151,685,147,153,75
1400000US36061017900,36061017900,"Census Tract 179, New York County, New York",4833,256,1972,293,1558,287,414,165,73,72,341,139,2861,359,2454,337,407,153
1400000US36061018000,36061018000,"Census Tract 180, New York County, New York",2682,155,1663,202,413,133,1250,201,135,97,1115,200,1019,186,858,184,161,89
1400000US36061018100,36061018100,"Census Tract 181, New York County, New York",4254,210,1693,245,1209,201,484,163,162,102,322,128,2561,276,2135,297,426,181
1400000US36061018200,36061018200,"Census Tract 182, New York County, New York",2476,163,1280,181,319,125,961,186,284,143,677,167,1196,218,1051,219,145,101
1400000US36061018300,36061018300,"Census Tract 183, New York County, New York",4389,302,1861,283,1365,257,496,196,104,80,392,164,2528,313,1955,301,573,177
1400000US36061018400,36061018400,"Census Tract 184, New York County, New York",2833,197,1794,209,803,186,991,192,117,93,874,200,1039,207,905,208,134,93
1400000US36061018500,36061018500,"Census Tract 185, New York County, New York",2731,167,948,179,820,173,128,82,38,44,90,74,1783,219,1546,220,237,105
