GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than $100,Margin of Error; Total: - Less than $100,Estimate; Total: - $100 to $149,Margin of Error; Total: - $100 to $149,Estimate; Total: - $150 to $199,Margin of Error; Total: - $150 to $199,Estimate; Total: - $200 to $249,Margin of Error; Total: - $200 to $249,Estimate; Total: - $250 to $299,Margin of Error; Total: - $250 to $299,Estimate; Total: - $300 to $349,Margin of Error; Total: - $300 to $349,Estimate; Total: - $350 to $399,Margin of Error; Total: - $350 to $399,Estimate; Total: - $400 to $449,Margin of Error; Total: - $400 to $449,Estimate; Total: - $450 to $499,Margin of Error; Total: - $450 to $499,Estimate; Total: - $500 to $549,Margin of Error; Total: - $500 to $549,Estimate; Total: - $550 to $599,Margin of Error; Total: - $550 to $599,Estimate; Total: - $600 to $649,Margin of Error; Total: - $600 to $649,Estimate; Total: - $650 to $699,Margin of Error; Total: - $650 to $699,Estimate; Total: - $700 to $749,Margin of Error; Total: - $700 to $749,Estimate; Total: - $750 to $799,Margin of Error; Total: - $750 to $799,Estimate; Total: - $800 to $899,Margin of Error; Total: - $800 to $899,Estimate; Total: - $900 to $999,Margin of Error; Total: - $900 to $999,"Estimate; Total: - $1,000 to $1,249","Margin of Error; Total: - $1,000 to $1,249","Estimate; Total: - $1,250 to $1,499","Margin of Error; Total: - $1,250 to $1,499","Estimate; Total: - $1,500 to $1,999","Margin of Error; Total: - $1,500 to $1,999","Estimate; Total: - $2,000 or more","Margin of Error; Total: - $2,000 or more"
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",86,64,0,12,0,12,0,12,27,42,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,0,12,37,40,0,12,0,12
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",46,73,0,17,0,17,0,17,0,17,0,17,0,17,46,73,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",105,102,0,19,0,19,0,19,0,19,31,50,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,45,76,0,19,0,19,0,19,29,47,0,19
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",562,214,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,562,214
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",197,100,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,29,46,0,19,27,44,30,48,0,19,0,19,59,69,0,19,0,19,52,59,0,19,0,19
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",182,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,28,159,79
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",40,54,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,10,34,54,0,12,0,12
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",131,117,0,17,0,17,0,17,0,17,131,117,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",61,68,0,12,0,12,0,12,0,12,0,12,31,50,30,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",318,136,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,32,51,31,49,0,12,255,121
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",57,40,0,12,0,12,12,19,0,12,15,24,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,34,0,12,0,12,0,12,0,12,0,12
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",199,134,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,109,122,0,17,0,17,0,17,0,17,0,17,0,17,90,101
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",323,179,0,17,0,17,0,17,0,17,33,55,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,45,73,245,149
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",197,114,0,17,0,17,0,17,14,22,31,49,0,17,0,17,28,46,0,17,0,17,0,17,0,17,0,17,0,17,65,72,0,17,0,17,29,47,0,17,30,49,0,17
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",264,125,0,17,0,17,0,17,0,17,0,17,0,17,0,17,62,65,0,17,28,45,0,17,57,65,33,53,0,17,0,17,0,17,30,49,0,17,0,17,26,42,28,47
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",44,51,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,0,12,0,12,0,12,0,12,0,12,19,30,0,12,0,12,0,12
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",96,89,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,96,89
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",212,126,0,17,0,17,0,17,0,17,35,53,0,17,0,17,0,17,0,17,0,17,0,17,39,63,65,73,37,59,0,17,0,17,0,17,0,17,0,17,0,17,36,58
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",20,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,33,0,12,0,12,0,12,0,12
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",67,66,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,25,0,17,0,17,18,31,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,34,54
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",57,62,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,26,42,0,17,31,48,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",40,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,24,38
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",71,67,0,12,0,12,0,12,0,12,0,12,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,57,64
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",91,83,0,17,0,17,0,17,0,17,0,17,0,17,0,17,31,49,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,60,70
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",231,134,0,17,0,17,0,17,32,50,0,17,0,17,0,17,0,17,0,17,31,49,0,17,0,17,31,49,0,17,0,17,57,64,0,17,0,17,36,58,44,59,0,17
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",143,88,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,36,59,46,72,0,12,0,12,0,12,0,12,29,43,32,52
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",44,48,0,12,0,12,0,12,0,12,24,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,33,0,12
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",23,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",270,205,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,60,95,0,17,0,17,0,17,31,50,0,17,119,110,60,96
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",59,62,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,59,62
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",166,126,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,33,54,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,97,116,0,17,36,58,0,17
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",93,70,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,32,0,12,0,12,0,12,0,12,0,12,16,26,0,12,0,12,22,35,34,38
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",35,43,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",49,59,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",341,219,0,17,0,17,0,17,0,17,0,17,0,17,32,50,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,66,105,0,17,43,69,200,186
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",105,104,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,105,104
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",167,159,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,167,159
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",181,121,0,17,0,17,0,17,0,17,0,17,0,17,0,17,38,61,26,39,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,15,24,29,38,41,69,32,51
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",35,44,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,41,10,16
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",134,137,0,12,0,12,0,12,0,12,0,12,45,69,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,89,96
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",177,193,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,177,193
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,0,12,0,12
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",29,46,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,29,46,0,12,0,12,0,12,0,12
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",34,53,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,34,53
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",41,68,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,41,68,0,12
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",73,84,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,73,84
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",35,35,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,35
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",90,71,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17,44,75,0,17,0,17,46,73
