,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address ZIP,Address Borough,Community Board,Council District,Census Tract,Longitude,Latitude,Location
0,Business,12/15/19,Active,2/17/15,Sidewalk Cafe,DISHFUL INC,189,E BROADWAY,,NEW YORK,10002,Manhattan,103.0,1.0,6.0,-73.98879598,40.71416978,"(40.71416977953143, -73.98879597867962)"
1,Business,12/15/19,Inactive,3/21/17,Sidewalk Cafe,"OBBM, LLC",88,BROAD ST,,NEW YORK,10004,Manhattan,101.0,1.0,9.0,-74.01158824,40.70405529,"(40.70405528945349, -74.01158823524035)"
2,Business,4/15/19,Active,5/3/13,Sidewalk Cafe,BROADWATER & PEARL ASSOCIATES LLC,54,PEARL ST,,NEW YORK,10004,Manhattan,101.0,1.0,9.0,-74.01137535,40.70349538,"(40.7034953786261, -74.01137534608392)"
3,Business,6/30/15,Inactive,4/3/08,Sidewalk Cafe,PEARLSTONE BURGER CORPORATION,77,PEARL ST,,NEW YORK,10004,Manhattan,101.0,1.0,9.0,-74.01029703,40.70395386,"(40.70395385590203, -74.01029703120159)"
4,Business,12/15/19,Active,5/29/13,Sidewalk Cafe,"BILL'S DTM NY, LLC",85,WEST ST,,NEW YORK,10006,Manhattan,101.0,1.0,13.0,-74.01487516,40.709646,"(40.70964599574448, -74.01487516042008)"
5,Business,4/15/19,Active,5/1/09,Sidewalk Cafe,RECTOR STREET FOOD ENTERPRISES LTD.,11,RECTOR ST,,NEW YORK,10006,Manhattan,101.0,1.0,13.0,-74.01350416,40.70793069,"(40.70793068772063, -74.01350416281929)"
6,Business,4/15/19,Active,3/24/09,Sidewalk Cafe,CAFE CASANO LLC,38,WEST ST,,NEW YORK,10004,Manhattan,101.0,1.0,13.0,-74.01596742,40.70690658,"(40.70690657551593, -74.01596741732033)"
7,Business,12/15/19,Active,3/24/09,Sidewalk Cafe,OSTERIA CASANO LLC,28,WEST ST,,NEW YORK,10004,Manhattan,101.0,1.0,13.0,-74.01594579,40.70696147,"(40.706961473792255, -74.01594578949806)"
8,Business,4/15/20,Active,4/18/18,Sidewalk Cafe,ZVAH INC.,37,CANAL ST,,NEW YORK,10002,Manhattan,103.0,1.0,16.0,-73.99107207,40.71465855,"(40.71465854603709, -73.99107206822782)"
9,Business,9/15/19,Active,3/4/13,Sidewalk Cafe,"PLAN A GROUP, LLC",138,DIVISION ST,,NEW YORK,10002,Manhattan,103.0,1.0,16.0,-73.99157711,40.7144692,"(40.71446919557813, -73.99157710648002)"
10,Business,9/15/16,Inactive,9/16/06,Sidewalk Cafe,ZVAH INC.,37,CANAL ST,,NEW YORK,10002,Manhattan,103.0,1.0,16.0,-73.99107207,40.71465855,"(40.71465854603709, -73.99107206822782)"
11,Business,2/16/19,Inactive,4/20/16,Sidewalk Cafe,SAIGONNYC LTD,85,ORCHARD ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99037541,40.7178726,"(40.717872604455565, -73.99037540580335)"
12,Business,9/15/17,Inactive,3/20/15,Sidewalk Cafe,93 LUDLOW ST INC,95,DELANCEY ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.98921727,40.71884964,"(40.71884963627994, -73.98921726619577)"
13,Business,12/15/16,Inactive,10/9/14,Sidewalk Cafe,HH HOSPITALITY L.L.C.,61,DELANCEY ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99092714,40.71936854,"(40.71936854326236, -73.99092713729125)"
14,Business,12/15/16,Inactive,7/3/14,Sidewalk Cafe,MILLER'S NEAR & FAR LLC,65,RIVINGTON ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99015134,40.72060637,"(40.720606365884876, -73.99015134185616)"
15,Business,12/15/19,Inactive,6/9/14,Sidewalk Cafe,DCB DELANCEY CORPORATION,1,DELANCEY ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99382027,40.72024157,"(40.720241568328824, -73.99382027141543)"
16,Business,4/15/18,Inactive,3/26/14,Sidewalk Cafe,NORMAN'S CAY GROUP LLC,74,ORCHARD ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99050532,40.71757069,"(40.71757069164552, -73.9905053159014)"
17,Business,12/15/16,Inactive,5/21/13,Sidewalk Cafe,"NYLA CAFE, LLC",101,RIVINGTON ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.98823583,40.72003253,"(40.72003253145778, -73.98823582501339)"
18,Business,4/15/19,Active,3/14/13,Sidewalk Cafe,"TWO BIKES, LLC",85,ORCHARD ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99037541,40.7178726,"(40.717872604455565, -73.99037540580335)"
19,Business,9/15/15,Inactive,2/1/13,Sidewalk Cafe,BAKERS DOZEN ASSOCIATES LLC,199,BOWERY,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99370114,40.72114459,"(40.721144587541026, -73.99370113700846)"
20,Business,9/15/19,Active,1/3/13,Sidewalk Cafe,BARNORTH GROUP LLC,77,DELANCEY ST,,NEW YORK,10002,Manhattan,103.0,1.0,18.0,-73.99001087,40.7190885,"(40.71908850194956, -73.99001087423854)"
21,Business,4/15/19,Inactive,6/30/17,Sidewalk Cafe,PRET A MANGER (USA) LIMITED,125,CHAMBERS ST,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.00875487,40.71530907,"(40.71530906767869, -74.00875486944997)"
22,Business,12/15/18,Inactive,8/8/16,Sidewalk Cafe,MURRAY PLACE INC,23,PARK PL,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.00877261,40.71304464,"(40.713044638283755, -74.00877260781331)"
23,Business,12/15/18,Inactive,7/26/16,Sidewalk Cafe,SOLE DI CAPRI LLC,165,CHURCH ST,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.00775203,40.71514994,"(40.71514994344327, -74.0077520269982)"
24,Business,12/15/20,Active,6/19/14,Sidewalk Cafe,59 MACT CORP.,59,READE ST,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.00641371,40.71490849,"(40.71490848681854, -74.00641370594059)"
25,Business,12/15/20,Active,6/6/14,Sidewalk Cafe,61 READE PIZZA INC.,61,READE ST,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.00648225,40.71493868,"(40.714938675350496, -74.00648224679168)"
26,Business,12/15/15,Inactive,7/5/13,Sidewalk Cafe,"LENNY'S PARK PLACE, LLC",25,PARK PL,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.00885197,40.71308031,"(40.713080314110414, -74.00885197002346)"
27,Business,12/15/15,Inactive,1/11/12,Sidewalk Cafe,85 WEST BROADWAY OWNER LLC,85,W BROADWAY,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.0094727,40.71520197,"(40.71520196517725, -74.0094727030241)"
28,Business,7/15/15,Inactive,10/20/11,Sidewalk Cafe,"65 WEST BROADWAY RESTAURANT, LLC",65,W BROADWAY,,NEW YORK,10007,Manhattan,101.0,1.0,21.0,-74.00997402,40.71456239,"(40.714562393519984, -74.00997401848461)"
29,Business,12/15/17,Inactive,4/20/16,Sidewalk Cafe,BABU JI NYC INC,175,AVENUE B,,NEW YORK,10009,Manhattan,103.0,2.0,28.0,-73.97939143,40.72755741,"(40.72755741388275, -73.9793914272551)"
30,Business,4/15/19,Active,4/16/07,Sidewalk Cafe,177 CHRYSTIE INC.,145,AVENUE C,,NEW YORK,10009,Manhattan,103.0,2.0,28.0,-73.97792011,40.72538055,"(40.72538054900269, -73.97792010757803)"
31,Business,12/15/20,Inactive,7/11/18,Sidewalk Cafe,AVE B BUON GUSTO CORP.,76,AVENUE B,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98332126,40.7244153,"(40.72441530347603, -73.98332126409099)"
32,Business,9/15/20,Inactive,6/20/18,Sidewalk Cafe,235 EAST 4TH INC,235,E 4TH ST,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98275511,40.72338594,"(40.723385935925336, -73.98275511004177)"
33,Business,4/15/20,Inactive,7/5/16,Sidewalk Cafe,CIEN FUEGOS LLC,95,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98390545,40.725562700000005,"(40.72556269517426, -73.9839054462709)"
34,Business,4/15/19,Active,9/3/15,Sidewalk Cafe,FONDA AVENUE B LLC,40,AVENUE B,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98265778,40.72307576,"(40.723075763655444, -73.98265778237968)"
35,Business,9/15/20,Active,4/8/15,Sidewalk Cafe,TOZZER LTD,110,AVENUE A,110-112 Ave A,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98362034,40.72591947,"(40.72591947338366, -73.9836203395797)"
36,Business,12/15/16,Inactive,8/27/14,Sidewalk Cafe,"LAPIZZA SHOP, INC.",110,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98364921,40.72588105,"(40.725881050889605, -73.98364921184492)"
37,Business,12/15/19,Active,7/2/14,Sidewalk Cafe,SEVEN A CAFE INC.,109,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.9836095,40.72596888,"(40.72596887746701, -73.9836095038645)"
38,Business,4/15/16,Inactive,2/23/10,Sidewalk Cafe,AVE B BUON GUSTO CORP.,76,AVENUE B,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98202619,40.72397869,"(40.72397869213127, -73.98202619121835)"
39,Business,9/15/19,Active,2/12/09,Sidewalk Cafe,DESMO 916 CORP.,545,E 5TH ST,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98332126,40.7244153,"(40.72441530347603, -73.98332126409099)"
40,Business,4/15/16,Inactive,2/28/06,Sidewalk Cafe,THREE BEANS INC,93,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98403537,40.7253843,"(40.72538430404817, -73.9840353710819)"
41,Business,4/19/19,Active,2/24/06,Sidewalk Cafe,EAE CORP,94,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98388741,40.72555446,"(40.72555445838028, -73.98388740908517)"
42,Business,12/15/15,Inactive,2/28/05,Sidewalk Cafe,SEVEN A CAFE INC.,109,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.9836095,40.72596888,"(40.72596887746701, -73.9836095038645)"
43,Business,3/1/19,Active,2/16/05,Sidewalk Cafe,"L&L FOODS OF FIRST AVENUE, LLC",104,1ST AVE,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98601582,40.72658128,"(40.726581275632014, -73.98601581626089)"
44,Business,12/15/19,Active,5/21/04,Sidewalk Cafe,YUCA BAR & RESTAURANT INC.,111,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,32.0,-73.98347597,40.72615001,"(40.72615001233742, -73.98347596822626)"
45,Business,12/15/20,Inactive,4/25/18,Sidewalk Cafe,200 TRIBECA RESTAURANT LLC,200,CHURCH ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00691525,40.71624241,"(40.71624241150911, -74.00691525329417)"
46,Business,7/15/19,Active,2/12/18,Sidewalk Cafe,ELEVEN FOOD AND BEVERAGE INC.,11,6TH AVE,,NEW YORK,10013,Manhattan,,,33.0,,,
47,Business,5/15/19,Active,12/15/17,Sidewalk Cafe,109 WEST BROADWAY FOOD & WINE LLC,109,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00874776,40.71609681,"(40.71609681454299, -74.0087477582768)"
48,Business,9/15/19,Active,10/6/17,Sidewalk Cafe,"Kio Restaurant, LLC.",157,DUANE ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00874424,40.71676105,"(40.71676104683799, -74.00874423809674)"
49,Business,12/15/19,Active,7/13/17,Sidewalk Cafe,"BALCONY CAFE, LLC",78,READE ST,,NEW YORK,10007,Manhattan,101.0,1.0,33.0,-74.00707026,40.71522684,"(40.71522684063731, -74.00707026079225)"
50,Business,4/15/20,Active,6/8/16,Sidewalk Cafe,TWO HANDS TRIBECA LLC,251,CHURCH ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00562036,40.71786738,"(40.717867380050016, -74.0056203585319)"
51,Business,9/15/17,Inactive,8/3/15,Sidewalk Cafe,NORTH OF HOUSTON LLC,221,W BROADWAY,5 WHITE STREET,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.0063095,40.71921777,"(40.71921776609878, -74.00630950336544)"
52,Business,5/15/17,Inactive,12/23/14,Sidewalk Cafe,ELEVEN FOOD AND BEVERAGE INC,11,AVENUE OF THE AMERICAS,6TH AVENUE,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00519119,40.71932212,"(40.71932212281128, -74.00519118899753)"
53,Business,12/15/16,Inactive,7/3/14,Sidewalk Cafe,BALCONY CAFE INC.,78,READE ST,,NEW YORK,10007,Manhattan,101.0,1.0,33.0,-74.00707026,40.71522684,"(40.71522684063731, -74.00707026079225)"
54,Business,12/15/20,Active,6/19/14,Sidewalk Cafe,Anejo Tribeca LLC,31,WALKER ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00404040000001,40.7193057,"(40.71930570039222, -74.00404039627747)"
55,Business,9/15/20,Active,6/19/14,Sidewalk Cafe,WB DUANE JAPAN PARTNERS INC,130,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00832577,40.71667325,"(40.71667324553042, -74.00832577348935)"
56,Business,9/15/20,Active,1/16/14,Sidewalk Cafe,229 BLEECKER LLC,222,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00629147,40.71926992,"(40.71926991751429, -74.00629147082883)"
57,Business,4/15/20,Active,5/30/13,Sidewalk Cafe,"MEXMA, LLC",305,CHURCH ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00429654,40.71954997,"(40.719549974698715, -74.00429654428905)"
58,Business,3/15/19,Active,11/23/12,Sidewalk Cafe,"268 WEST BROADWAY, LLC",35,AVENUE OF THE AMERICAS,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00523098,40.72073293,"(40.72073292719465, -74.00523098219983)"
59,Business,3/15/19,Active,3/7/12,Sidewalk Cafe,135 WEST B FOOD & DRINK LLC,135,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00823199,40.71675834,"(40.716758339844795, -74.00823199278983)"
60,Business,12/15/19,Active,2/6/12,Sidewalk Cafe,"TRIBECA GRAND HOTEL, INC.",32,WHITE ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00466446,40.71877868,"(40.71877868298081, -74.00466445631908)"
61,Business,4/15/19,Active,3/8/07,Sidewalk Cafe,BANCONE LLC,34,WHITE ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00459952,40.71875124,"(40.71875123799759, -74.0045995199983)"
62,Business,4/22/19,Active,9/16/06,Sidewalk Cafe,TK REST. CORP.,33,LEONARD ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00734837,40.71841349,"(40.718413489926114, -74.00734837236405)"
63,Business,4/15/18,Inactive,4/12/06,Sidewalk Cafe,WEST BROADWAY MANAGEMENT LLC,179,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00723289,40.71802649,"(40.71802648610947, -74.00723289201702)"
64,Business,12/15/16,Inactive,3/9/06,Sidewalk Cafe,RADIANTE LLC,131,DUANE ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00744552,40.71616827,"(40.716168269902084, -74.0074455226523)"
65,Business,12/15/18,Inactive,2/15/06,Sidewalk Cafe,JADA RESTAURANT INC.,134,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00825364,40.71676657,"(40.716766572576006, -74.00825363796221)"
66,Business,9/15/20,Active,2/8/06,Sidewalk Cafe,P.E.C. GROUP LTD.,281,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00490271,40.72099918,"(40.72099918324524, -74.00490271255826)"
67,Business,9/15/17,Inactive,5/17/05,Sidewalk Cafe,241 W B WAY CAFE INC,241,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00588747,40.71974478,"(40.71974478224253, -74.00588747336505)"
68,Business,9/15/20,Active,4/28/05,Sidewalk Cafe,REBA REALTY CORP.,16,N MOORE ST,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00707435,40.71979687,"(40.719796865856566, -74.007074353122)"
69,Business,12/15/19,Inactive,2/2/05,Sidewalk Cafe,"136 WEST BROADWAY, INC.",136,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00821396,40.71681324,"(40.71681323633885, -74.00821396276113)"
70,Business,9/15/19,Inactive,1/21/05,Sidewalk Cafe,"ANOTHEROOM, INC.",249,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.0057973,40.71986007,"(40.719860066704925, -74.00579729538171)"
71,Business,12/15/18,Inactive,1/19/05,Sidewalk Cafe,"TRIBECA GRAND HOTEL, INC.",2,AVENUE OF THE AMERICAS,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00516592,40.71912725,"(40.71912724602971, -74.0051659214096)"
72,Business,4/15/20,Active,12/21/04,Sidewalk Cafe,"THE ODEON, INC.",145,W BROADWAY,,NEW YORK,10013,Manhattan,101.0,1.0,33.0,-74.00804805,40.71699166,"(40.71699165747449, -74.0080480456633)"
73,Business,12/15/20,Active,7/25/14,Sidewalk Cafe,"HEARTH RESTAURANT INVESTORS, LLC",403,E 12TH ST,,NEW YORK,10009,Manhattan,103.0,2.0,34.0,-73.98316836,40.72986362,"(40.72986362290686, -73.98316836156172)"
74,Business,9/15/18,Inactive,6/16/14,Sidewalk Cafe,YARDBIRD LLC,162,AVENUE B,,NEW YORK,10009,Manhattan,103.0,2.0,34.0,-73.97977402,40.72706617,"(40.7270661703141, -73.97977401836124)"
75,Business,5/7/19,Active,4/21/10,Sidewalk Cafe,"WESTVILLE RESTAURANT, INC.",173,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,34.0,-73.98186626,40.7283593,"(40.728359299044364, -73.98186625826531)"
76,Business,3/11/19,Active,1/20/10,Sidewalk Cafe,188 AVE A TAKE OUT FOOD CORP.,188,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,34.0,-73.98142592,40.72893014,"(40.728930138096985, -73.9814259247594)"
77,Business,4/15/20,Active,6/15/06,Sidewalk Cafe,ELSAYED III CORP.,293,E 10TH ST,,NEW YORK,10009,Manhattan,103.0,2.0,34.0,-73.98187365,40.72770605,"(40.72770604823561, -73.98187365192827)"
78,Business,4/15/16,Inactive,3/20/06,Sidewalk Cafe,NERA CORP.,145,AVENUE A,,NEW YORK,10009,Manhattan,103.0,2.0,34.0,-73.98260255,40.72735209,"(40.72735208710052, -73.98260255053802)"
79,Business,4/15/20,Inactive,10/30/18,Sidewalk Cafe,WHITMANS 261 HUDSON LLC,261,HUDSON ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00773152,40.72491854,"(40.724918542508895, -74.00773151650152)"
80,Business,9/15/20,Active,3/14/18,Sidewalk Cafe,SOHO MARKET & BEER MERCHANTS INC,213,6TH AVE,,NEW YORK,10014,Manhattan,102.0,3.0,37.0,-74.00327961,40.72741374,"(40.72741373934022, -74.00327961345734)"
81,Business,4/15/19,Active,8/14/17,Sidewalk Cafe,LOCAL & VINE CO CORP,282,HUDSON ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00762334,40.72540163,"(40.72540162699202, -74.00762333774652)"
82,Business,5/15/18,Inactive,9/6/16,Sidewalk Cafe,HAPPY COOKING BISTRO LLC,322,SPRING ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00921808,40.72599438,"(40.72599437787914, -74.00921807912914)"
83,Business,4/15/20,Active,8/25/16,Sidewalk Cafe,BOX HILL LLC,18,KING ST,,NEW YORK,10014,Manhattan,102.0,3.0,37.0,-74.00363321,40.72770193,"(40.727701928138686, -74.00363320685803)"
84,Business,4/15/20,Active,6/8/16,Sidewalk Cafe,SOHO 75 LLC,75,VARICK ST,,NEW YORK,10013,Manhattan,102.0,1.0,37.0,-74.00622690000002,40.72321688,"(40.72321688398667, -74.00622690468593)"
85,Business,4/15/19,Active,5/19/15,Sidewalk Cafe,"ADORO LEI, LLC",287,HUDSON ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00763777,40.72544554,"(40.72544554214919, -74.00763777408629)"
86,Business,4/15/20,Active,5/1/15,Sidewalk Cafe,LAYLA TOV INC,333,HUDSON ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00737819,40.72702928,"(40.727029283756664, -74.00737818573637)"
87,Business,4/15/17,Inactive,4/23/15,Sidewalk Cafe,HAPPY COOKING BISTRO LLC,322,SPRING ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00921808,40.72599438,"(40.72599437787914, -74.00921807912914)"
88,Business,4/15/19,Active,3/20/15,Sidewalk Cafe,UNION BAR AND KITCHEN LLC,300,SPRING ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.007995,40.7258737,"(40.72587369999554, -74.00799500052842)"
89,Business,9/15/20,Active,3/26/14,Sidewalk Cafe,KENNEDY ORGANICS LLC,5,KING ST,,NEW YORK,10012,Manhattan,102.0,3.0,37.0,-74.00279616,40.72763608,"(40.72763607735732, -74.00279615941632)"
90,Business,9/15/19,Active,5/8/13,Sidewalk Cafe,"CITY WINERY NEW YORK, LLC",155,VARICK ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00568601,40.72632398,"(40.72632397729548, -74.00568601351985)"
91,Business,5/1/17,Inactive,5/7/13,Sidewalk Cafe,G CHEW LLC,190,6TH AVE,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00353573,40.72643660000001,"(40.726436598429856, -74.00353572504063)"
92,Business,9/15/19,Active,4/17/13,Sidewalk Cafe,PRET A MANGER (USA) LIMITED,350,HUDSON ST,,NEW YORK,10014,Manhattan,102.0,3.0,37.0,-74.00727361,40.72754805,"(40.72754804937303, -74.00727361282912)"
93,Business,12/15/15,Inactive,2/7/13,Sidewalk Cafe,WESTVILLE HUDSON LLC,333,HUDSON ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00737819,40.72702928,"(40.727029283756664, -74.00737818573637)"
94,Business,12/15/19,Active,3/26/09,Sidewalk Cafe,110 VARICK ST. CORP.,110,VARICK ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00600695,40.72449321,"(40.724493208001604, -74.00600694951443)"
95,Business,12/15/16,Inactive,8/1/06,Sidewalk Cafe,NEW MEKONG RESTAURANT CORP.,16,KING ST,,NEW YORK,10014,Manhattan,,,37.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
96,Business,4/15/18,Inactive,5/3/06,Sidewalk Cafe,"MOUQUINHO ENTERPRISES, INC.",549,GREENWICH ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00885387,40.7273613,"(40.727361295273745, -74.00885386699937)"
97,Business,4/15/19,Active,2/25/05,Sidewalk Cafe,RIOMAR CORP.,324,SPRING ST,,NEW YORK,10013,Manhattan,102.0,3.0,37.0,-74.00931188,40.7260026,"(40.726002604601796, -74.00931188460676)"
98,Business,3/15/19,Active,9/13/18,Sidewalk Cafe,ESQEV LLC,83,1ST AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98654632,40.72587319,"(40.72587319157503, -73.98654631912504)"
99,Business,2/15/19,Inactive,12/19/17,Sidewalk Cafe,Bytelogics Inc,304,E 6TH ST,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.9881191,40.72721555,"(40.72721555063613, -73.98811910338063)"
100,Business,2/15/19,Active,9/6/16,Sidewalk Cafe,CJFM LLC,84,E 4TH ST,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98975363,40.72631543,"(40.726315427516546, -73.9897536317576)"
101,Business,9/15/18,Inactive,4/19/16,Sidewalk Cafe,BEER FACTORY LLC,104,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98846542,40.72748457,"(40.72748457197698, -73.98846541760665)"
102,Business,2/28/19,Active,3/15/16,Sidewalk Cafe,PLANT BASED PIZZA NEW YORK LLC,65,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98954803,40.72604093,"(40.726040933352074, -73.98954802586807)"
103,Business,2/15/19,Inactive,3/14/16,Sidewalk Cafe,LOCAL 92 INC,92,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98881908,40.7269933,"(40.72699329545698, -73.98881907810069)"
104,Business,6/5/16,Inactive,6/18/15,Sidewalk Cafe,BLCH I LLC,99,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98866029,40.72725129,"(40.727251287038676, -73.98866028603422)"
105,Business,12/15/19,Active,6/5/15,Sidewalk Cafe,EVIR CORP,117,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98819114,40.72789351,"(40.727893512861215, -73.98819114174162)"
106,Business,9/15/16,Inactive,7/25/14,Sidewalk Cafe,A & J FROZEN YOGURT CORP.,66,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98956247,40.72598604,"(40.725986039523846, -73.98956246591085)"
107,Business,9/15/16,Inactive,6/9/14,Sidewalk Cafe,FIGARO VILLAGGIO INC.,97,1ST AVE,344 E. 6TH STREET,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98623956,40.72630957,"(40.72630957166937, -73.9862395615795)"
108,Business,4/15/20,Active,5/17/14,Sidewalk Cafe,"OTTO'S TACOS, LLC",141,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98737914,40.72901878,"(40.729018776682125, -73.98737913726657)"
109,Business,4/15/19,Active,6/7/13,Sidewalk Cafe,"CMH BBQ HOLDINGS, LLC",103,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98848346,40.72749281,"(40.7274928080516, -73.98848345588063)"
110,Business,9/15/18,Inactive,6/29/12,Sidewalk Cafe,"BARE CITY TWO, LLC",85,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98906086,40.72669414,"(40.726694140211706, -73.98906085736922)"
111,Business,3/15/15,Inactive,5/21/12,Sidewalk Cafe,KY & YL INC.,104,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98846542,40.72748457,"(40.72748457197698, -73.98846541760665)"
112,Business,5/15/19,Active,11/29/11,Sidewalk Cafe,TRIM CASTLE CORP.,87,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98892733,40.72687803,"(40.72687802614255, -73.98892733463914)"
113,Business,12/15/19,Active,4/18/11,Sidewalk Cafe,EAST VILLAGE 4TH STREET CAFE INC.,78,E 4TH ST,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.99000256,40.72642249,"(40.72642249491312, -73.9900025591503)"
114,Business,5/15/18,Inactive,5/6/10,Sidewalk Cafe,M & R MEDITERRANEAN CORP,304,E 6TH ST,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.9881191,40.72721555,"(40.72721555063613, -73.98811910338063)"
115,Business,9/15/16,Inactive,3/9/10,Sidewalk Cafe,"BALLARO, INC.",77,2ND AVE,,NEW YORK,10003,Manhattan,103.0,2.0,38.0,-73.98921603,40.72648555,"(40.7264855533407, -73.9892160306798)"
