,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address ZIP,Address Borough,Community Board,Council District,Census Tract,Longitude,Latitude,Location
1246,Business,12/15/19,Inactive,1/28/15,Sidewalk Cafe,"975 AMSTERDAM, INC",975,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,7.0,193.0,-73.9648882,40.80154391,"(40.80154391191157, -73.96488819868064)"
1247,Business,9/15/15,Inactive,4/22/13,Sidewalk Cafe,949 COLUMBUS AVENUE INC,949,COLUMBUS AVE,,NEW YORK,10025,Manhattan,107.0,8.0,193.0,-73.96259570000001,40.79959992,"(40.799599924158876, -73.96259570035005)"
1248,Business,9/15/19,Inactive,2/4/13,Sidewalk Cafe,994 COLUMBUS AVENUE CORP.,994,COLUMBUS AVE,,NEW YORK,10025,Manhattan,107.0,8.0,193.0,-73.96153657,40.80108173,"(40.801081728230585, -73.96153657256212)"
1249,Business,12/15/16,Inactive,2/21/08,Sidewalk Cafe,"RAM EATS, LLC",951,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,8.0,193.0,-73.96541953,40.80081672,"(40.80081671996691, -73.96541953366781)"
1250,Business,12/15/20,Active,7/11/18,Sidewalk Cafe,SEINFELD SQUARED LLC,938,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,7.0,195.0,-73.9656147,40.80058622,"(40.80058622129234, -73.96561469610982)"
1251,Business,12/15/20,Active,6/20/18,Sidewalk Cafe,1016 AMSTERDAM AVE LLC,1012,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,7.0,195.0,-73.96400982,40.80278975,"(40.802789746726496, -73.96400982030515)"
1252,Business,12/15/19,Active,5/10/17,Sidewalk Cafe,MALAXIANGGUO ENTERPRISE INC,2794,BROADWAY,,NEW YORK,10025,Manhattan,107.0,7.0,195.0,-73.9676363,40.80277161,"(40.802771608813686, -73.96763629862909)"
1253,Business,12/15/19,Active,4/7/17,Sidewalk Cafe,MADREL LLC,1018,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,7.0,195.0,-73.96393753,40.80288579,"(40.802885789541506, -73.96393752784286)"
1254,Business,5/12/19,Active,8/12/16,Sidewalk Cafe,AMSTERDAM GS CORPORATION,936,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,7.0,195.0,-73.96510146,40.80125029,"(40.801250290930206, -73.96510145789507)"
1255,Business,9/15/19,Active,7/2/15,Sidewalk Cafe,2800 RESTAURANT CORP,2800,BROADWAY,,NEW YORK,10025,Manhattan,107.0,7.0,195.0,-73.96749892,40.80302134,"(40.803021340217214, -73.96749891991765)"
1256,Business,4/15/16,Inactive,9/4/14,Sidewalk Cafe,AJS PUBLIC HOUSE CORP.,2794,BROADWAY,,NEW YORK,10025,Manhattan,107.0,7.0,195.0,-73.9676363,40.80277161,"(40.802771608813686, -73.96763629862909)"
1257,Business,5/15/16,Inactive,7/25/14,Sidewalk Cafe,LORNICK HOSPITALITY LLC,2791,BROADWAY,,NEW YORK,10025,Manhattan,107.0,6.0,195.0,-73.96794702,40.80259329,"(40.80259328844156, -73.96794701825165)"
1258,Business,12/15/15,Inactive,2/28/13,Sidewalk Cafe,106 AMSTERDAM REST. CORP.,936,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,8.0,195.0,-73.96564723,40.80054232,"(40.80054231536064, -73.96564722588504)"
1259,Business,4/15/19,Active,6/1/11,Sidewalk Cafe,2799 BROADWAY GROCERY LLC,2799,BROADWAY,,NEW YORK,10025,Manhattan,107.0,9.0,195.0,-73.96784585,40.80265639,"(40.80265638896506, -73.96784585147029)"
1260,Business,5/12/19,Active,1/10/08,Sidewalk Cafe,THAI MARKET INC.,960,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,8.0,195.0,-73.96515927,40.80120914,"(40.80120913751873, -73.96515927044133)"
1261,Business,5/15/15,Inactive,3/3/05,Sidewalk Cafe,INDIA FOOD INTERNATIONAL INC.,2791,BROADWAY,,NEW YORK,10025,Manhattan,107.0,9.0,195.0,-73.96794704,40.80254388,"(40.80254388338004, -73.96794704204193)"
1262,Business,9/15/15,Inactive,1/18/05,Sidewalk Cafe,SKIPWELL CORP.,1018,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,107.0,8.0,195.0,-73.96393753,40.80288579,"(40.802885789541506, -73.96393752784286)"
1263,Business,5/15/18,Inactive,8/6/03,Sidewalk Cafe,HILLVIEW SPECIALTY FOODS INC.,2787,BROADWAY,,NEW YORK,10025,Manhattan,107.0,9.0,195.0,-73.96799402,40.802489,"(40.80248900191349, -73.96799402453507)"
1264,Business,4/15/19,Inactive,7/13/17,Sidewalk Cafe,JUNZI COLUMBIA LLC,2896,BROADWAY,,NEW YORK,10025,Manhattan,109.0,7.0,199.0,-73.96537351,40.80597405,"(40.80597404569532, -73.96537350793922)"
1265,Business,9/15/18,Inactive,5/9/16,Sidewalk Cafe,GEISHA ASIAN CUISINE INC,3470,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,199.0,-73.95203857,40.82423813,"(40.824238129935004, -73.9520385746695)"
1266,Business,4/15/19,Active,5/13/15,Sidewalk Cafe,DIG INN 2884 BROADWAY LLC,2884,BROADWAY,,NEW YORK,10025,Manhattan,109.0,7.0,199.0,-73.965641,40.80560633,"(40.80560633263039, -73.96564100012733)"
1267,Business,2/18/19,Inactive,4/1/15,Sidewalk Cafe,2850 BROADWAY REST ASSOCIATES LLC,2850,BROADWAY,,NEW YORK,10025,Manhattan,109.0,7.0,199.0,-73.96637117,40.80460198,"(40.80460197862121, -73.96637116676055)"
1268,Business,4/15/18,Inactive,3/13/15,Sidewalk Cafe,2911 BROADWAY B AND S CORP.,2911,BROADWAY,,NEW YORK,10025,Manhattan,109.0,7.0,199.0,-73.96504816,40.80645153,"(40.806451529566786, -73.96504815972594)"
1269,Business,12/15/20,Active,5/8/14,Sidewalk Cafe,CROISSANT CONSORTIUM LIMITED,1030,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,109.0,7.0,199.0,-73.96351098,40.80347852,"(40.80347851608659, -73.96351098377502)"
1270,Business,9/15/19,Active,4/29/13,Sidewalk Cafe,EFTIHIA REST INC.,2880,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96572052,40.80549657,"(40.8054965673157, -73.96572052449119)"
1271,Business,9/15/17,Inactive,4/29/13,Sidewalk Cafe,"FGNY 2847 BROADWAY, LLC",2847,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96650128,40.8044538,"(40.80445380134408, -73.96650127764481)"
1272,Business,4/15/20,Active,3/10/10,Sidewalk Cafe,"ACUMEN GMAT, LLC",2905,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96516745,40.80628963,"(40.806289626933186, -73.9651674477182)"
1273,Business,4/15/19,Active,4/20/09,Sidewalk Cafe,2896 BROADWAY FOOD SERVICE INC.,2893,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96544940000001,40.80590545,"(40.80590545035143, -73.96544939962472)"
1274,Business,9/15/18,Inactive,3/26/08,Sidewalk Cafe,2888 BROADWAY LLC,2888,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96556148,40.805716100000005,"(40.8057160978883, -73.96556147550119)"
1275,Business,12/15/19,Inactive,8/10/07,Sidewalk Cafe,ARTOPOLIS CAFE LTD.,1090,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96223132,40.80522649,"(40.80522649394652, -73.96223132312306)"
1276,Business,12/15/19,Active,3/1/07,Sidewalk Cafe,MILL KOREAN RESTAURANT INC.,2895,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96541687,40.80594936,"(40.80594935618969, -73.96541686709794)"
1277,Business,4/15/16,Inactive,5/2/06,Sidewalk Cafe,"HAVANA CENTRAL NY 3, LLC",2911,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96504816,40.80645153,"(40.806451529566786, -73.96504815972594)"
1278,Business,12/15/16,Inactive,1/25/06,Sidewalk Cafe,"DELUXE ON BROADWAY, INC.",2896,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96537351,40.80597405,"(40.80597404569532, -73.96537350793922)"
1279,Business,9/15/19,Inactive,2/16/05,Sidewalk Cafe,2898 BAGEL & BAKERY CORP.,2897,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96538433,40.80599326,"(40.80599326201851, -73.96538433452824)"
1280,Business,9/15/19,Inactive,2/11/05,Sidewalk Cafe,"112 FRENCH, INC.",2883,BROADWAY,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96568436,40.80557615,"(40.80557615357413, -73.96568436177738)"
1281,Business,9/15/19,Inactive,2/10/05,Sidewalk Cafe,"V & T RESTAURANT, INC.",1024,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,109.0,8.0,199.0,-73.9636122,40.80333582,"(40.803335822343925, -73.96361219942801)"
1282,Business,5/15/19,Active,1/11/05,Sidewalk Cafe,STROKOS GOURMET DELI INC,1090,AMSTERDAM AVE,,NEW YORK,10025,Manhattan,109.0,9.0,199.0,-73.96223132,40.80522649,"(40.80522649394652, -73.96223132312306)"
1283,Business,4/15/20,Active,7/18/18,Sidewalk Cafe,CARIBBEAN STARR INC,280,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,200.0,-73.94589556,40.80719344,"(40.80719344165559, -73.94589556445212)"
1284,Business,12/15/19,Inactive,9/14/17,Sidewalk Cafe,LENOX SAPHIRE LLC,308,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,200.0,-73.94523016,40.80810438,"(40.808104375862115, -73.9452301588803)"
1285,Business,9/15/19,Active,6/30/17,Sidewalk Cafe,BARAWINE LLC,27,W 120TH ST,,NEW YORK,10027,Manhattan,110.0,9.0,200.0,-73.94666383,40.80411147,"(40.804111473502495, -73.94666383341745)"
1286,Business,5/12/19,Active,7/5/16,Sidewalk Cafe,BRUNO IN HARLEM INC.,196,LENOX AVE,,NEW YORK,10026,Manhattan,110.0,9.0,200.0,-73.94790614,40.80444141,"(40.804441408651954, -73.94790613537198)"
1287,Business,9/15/15,Inactive,4/8/13,Sidewalk Cafe,BARAWINE LLC,27,W 120TH ST,,NEW YORK,10027,Manhattan,110.0,9.0,200.0,-73.94666383,40.80411147,"(40.804111473502495, -73.94666383341745)"
1288,Business,9/15/19,Active,3/18/11,Sidewalk Cafe,RED ROOSTER HARLEM LLC,310,MALCOLM X BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,200.0,-73.94518676,40.80816474,"(40.80816473916284, -73.94518676144587)"
1289,Business,12/15/17,Inactive,2/27/09,Sidewalk Cafe,LE VIKING LLC,308,MALCOLM X BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,200.0,-73.94523016,40.80810438,"(40.808104375862115, -73.9452301588803)"
1290,Business,12/15/15,Inactive,2/7/05,Sidewalk Cafe,BRUNO IN HARLEM INC.,196,MALCOLM X BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,200.0,-73.94790614,40.80444141,"(40.804441408651954, -73.94790613537198)"
1291,Business,9/15/20,Inactive,7/18/18,Sidewalk Cafe,PRET A MANGER USA LIMITED,2955,BROADWAY,,NEW YORK,10025,Manhattan,109.0,7.0,205.0,-73.96405768,40.80780437,"(40.80780437397315, -73.964057680872)"
1292,Business,12/15/17,Inactive,3/28/13,Sidewalk Cafe,2953 BROADWAY INC.,2955,BROADWAY,,NEW YORK,10025,Manhattan,,,205.0,-77.51958437,40.11238534,"(40.11238533659802, -77.51958437167269)"
1293,Business,12/15/17,Inactive,8/3/15,Sidewalk Cafe,PODO INC,350,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,208.0,-73.94426095,40.80943236,"(40.80943235758404, -73.94426094761548)"
1294,Business,12/15/19,Active,6/25/09,Sidewalk Cafe,"SYLVIA WOODS, INC.",328,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,208.0,-73.94477087,40.80873544,"(40.808735443222886, -73.94477087182707)"
1295,Business,7/1/17,Inactive,3/9/15,Sidewalk Cafe,1260 RESTAURANT CORP,1260,AMSTERDAM AVE,,NEW YORK,10027,Manhattan,109.0,7.0,211.0,-73.95821116,40.81072553,"(40.81072553316013, -73.95821115572734)"
1296,Business,2/28/19,Active,5/18/06,Sidewalk Cafe,1262 AMSTERDAM CAFE INC.,1262,AMSTERDAM AVE,,NEW YORK,10027,Manhattan,109.0,9.0,211.0,-73.95817138,40.81078316,"(40.81078315790994, -73.95817138253715)"
1297,Business,4/15/19,Active,1/7/05,Sidewalk Cafe,1274 AMSTERDAM TRATTORIA INC.,1274,AMSTERDAM AVE,,NEW YORK,10027,Manhattan,109.0,9.0,211.0,-73.95792914,40.81111793,"(40.81111792590417, -73.9579291364163)"
1298,Business,9/15/20,Active,5/9/18,Sidewalk Cafe,RDVNYC LLC,2072,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,216.0,-73.95709690000001,40.80203533,"(40.802035326202784, -73.95709689738605)"
1299,Business,9/15/19,Active,5/3/17,Sidewalk Cafe,"RSO CAFE, LLC",2104,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,216.0,-73.95642085,40.80296279,"(40.80296279006334, -73.95642084980501)"
1300,Business,3/15/19,Active,6/8/16,Sidewalk Cafe,LOLITA'S RESTAURANT CORP,57,LENOX AVE,,NEW YORK,10026,Manhattan,110.0,9.0,216.0,-73.95115305,40.80002382,"(40.80002382068097, -73.95115305324492)"
1301,Business,12/15/16,Inactive,4/28/14,Sidewalk Cafe,"THE PARK WINE BAR, LLC",2080,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,216.0,-73.95696675,40.80221094,"(40.802210940178554, -73.95696675255073)"
1302,Business,3/7/19,Active,3/5/12,Sidewalk Cafe,SIX LOUNGE LLC,2100,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,216.0,-73.95650039,40.80285303,"(40.802853031063144, -73.95650038621442)"
1303,Business,12/15/20,Active,5/23/18,Sidewalk Cafe,"FAT LEMONS, LLC",2124,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,218.0,-73.95598340000001,40.80355823,"(40.803558229373934, -73.95598340030973)"
1304,Business,4/15/20,Active,4/19/16,Sidewalk Cafe,115 RESTAURANT CORP,2128,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,218.0,-73.95591833,40.80364604,"(40.80364603573091, -73.95591832502025)"
1305,Business,9/15/17,Inactive,3/8/13,Sidewalk Cafe,HARLEM HOSPITALITIES LLC,2110,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,218.0,-73.95620755,40.80325091,"(40.803250905453474, -73.95620755042522)"
1306,Business,12/15/19,Active,4/18/11,Sidewalk Cafe,SKDL CORP.,2168,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,218.0,-73.95493854,40.80499057,"(40.804990572361234, -73.95493854435489)"
1307,Business,9/15/18,Inactive,6/8/16,Sidewalk Cafe,BY THE HUDSON RESTAURANT & LOUNGE LLC,712,W 125TH ST,,NEW YORK,10027,Manhattan,109.0,7.0,219.0,-73.96077147,40.81839793,"(40.81839792736031, -73.96077147463014)"
1308,Business,9/15/20,Inactive,2/22/10,Sidewalk Cafe,"DINOSAUR RESTAURANTS, LLC",2276,12TH AVE,,NEW YORK,10027,Manhattan,109.0,7.0,219.0,-73.96085131,40.81779686,"(40.81779686098951, -73.9608513113337)"
1309,Business,12/15/20,Active,6/28/18,Sidewalk Cafe,EL ENCANTO DE LOLA 2 LLC,175,LENOX AVE,,NEW YORK,10026,Manhattan,110.0,9.0,220.0,-73.94841958,40.80376918,"(40.80376918174949, -73.9484195761134)"
1310,Business,12/15/19,Active,5/24/17,Sidewalk Cafe,RASCAL CRAFT LLC,2224,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,220.0,-73.95359354,40.80683449,"(40.806834493800004, -73.9535935423063)"
1311,Business,9/15/18,Inactive,8/8/16,Sidewalk Cafe,118 HARLEM BURGER CO LLC,2190,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,220.0,-73.95433475,40.8058165,"(40.80581649697682, -73.95433475016527)"
1312,Business,12/15/18,Inactive,6/8/16,Sidewalk Cafe,175 LENOX RESTAURANT LLC,175,LENOX AVE,,NEW YORK,10026,Manhattan,110.0,9.0,220.0,-73.94841958,40.80376918,"(40.80376918174949, -73.9484195761134)"
1313,Business,4/22/19,Active,6/18/15,Sidewalk Cafe,YOU MAKE ME FEEL LLC,161,MALCOLM X BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,220.0,-73.94866907,40.80342895,"(40.8034289471096, -73.94866907165921)"
1314,Business,12/15/19,Active,5/8/15,Sidewalk Cafe,ANGEL OF HARLEM LLC,2272,FREDERICK DOUGLASS BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,220.0,-73.95262451,40.80816529,"(40.80816529082176, -73.9526245144505)"
1315,Business,4/15/20,Active,3/8/10,Sidewalk Cafe,GNSY LLC,2200,FREDERICK DOUGLASS BLVD,,NEW YORK,10026,Manhattan,110.0,9.0,220.0,-73.95413589,40.80609089,"(40.80609089050502, -73.95413589086918)"
1316,Business,4/15/20,Active,6/1/16,Sidewalk Cafe,OMNITY CONSULTING LLC,100,W 124TH ST,,NEW YORK,10027,Manhattan,110.0,9.0,222.0,-73.94645539,40.80729251,"(40.807292513101395, -73.94645538517744)"
1317,Business,11/21/16,Inactive,8/12/14,Sidewalk Cafe,2288 CUSTOM LLC.,2288,FREDERICK DOUGLASS BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,222.0,-73.95218338,40.8087662,"(40.80876620317562, -73.95218338051139)"
1318,Business,4/15/20,Active,7/7/14,Sidewalk Cafe,"GJF CAFE ASSOCIATES, LLC",2280,8TH AVE,,NEW YORK,10027,Manhattan,110.0,9.0,222.0,-73.95236779,40.80851651,"(40.808516509669815, -73.95236778885155)"
1319,Business,9/15/15,Inactive,4/5/13,Sidewalk Cafe,OMNITY CONSULTING LLC,100,W 124TH ST,,NEW YORK,10027,Manhattan,110.0,9.0,222.0,-73.94645539,40.80729251,"(40.807292513101395, -73.94645538517744)"
1320,Business,9/15/20,Inactive,6/28/18,Sidewalk Cafe,"HH BOWEN, LLC",387,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,224.0,-73.9434291,40.81060669,"(40.81060669389826, -73.94342910153115)"
1321,Business,4/15/20,Active,5/2/18,Sidewalk Cafe,LENOX 127 ST REST CORP,329,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,224.0,-73.94477807,40.80876289,"(40.80876289390928, -73.94477807374078)"
1322,Business,3/31/19,Active,4/7/16,Sidewalk Cafe,SERF TWO INC,331,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,224.0,-73.94473468,40.80881777,"(40.80881776758838, -73.94473468002505)"
1323,Business,4/15/20,Active,7/17/14,Sidewalk Cafe,JACOB SOUL FOOD RESTAURANT-373 W 129 STREET CORP.,373,LENOX AVE,,NEW YORK,10027,Manhattan,110.0,9.0,224.0,-73.94378353,40.81011831,"(40.810118306581245, -73.94378353376672)"
1324,Business,9/15/19,Inactive,6/28/13,Sidewalk Cafe,"AMBASSAD OF LENOX NEW YORK, INC.",339,MALCOLM X BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,224.0,-73.94448152,40.80916897,"(40.809168970568194, -73.94448152264299)"
1325,Business,4/15/17,Inactive,5/23/13,Sidewalk Cafe,COVE LOUNGE INC.,325,MALCOLM X BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,224.0,-73.94485764,40.80865314,"(40.80865314304522, -73.94485763628033)"
1326,Business,3/21/19,Active,1/27/12,Sidewalk Cafe,"SUN OF MAY, LLC",321,MALCOLM X BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,224.0,-73.9449372,40.80854614,"(40.80854613684695, -73.94493719628682)"
1327,Business,9/15/20,Active,5/23/18,Sidewalk Cafe,FRIJOLITO'S RESTAURANT CORP,3446,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.952563,40.82351649,"(40.82351648636659, -73.95256300107856)"
1328,Business,3/31/19,Active,7/26/16,Sidewalk Cafe,"1600 AMSTERDAM HARLEM GROUP, LLC",1600,AMSTERDAM AVE,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.95047623,40.82133081,"(40.82133081398017, -73.95047622890735)"
1329,Business,4/15/19,Active,8/13/15,Sidewalk Cafe,THE DRAFT HOUSE LLC,3473,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.95203494,40.82427381,"(40.824273809736596, -73.95203493576481)"
1330,Business,9/15/19,Active,7/2/15,Sidewalk Cafe,"OSO HAMILTON HEIGHTS, LLC",1616,AMSTERDAM AVE,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.95010732,40.82183568,"(40.82183568302372, -73.95010732151046)"
1331,Business,4/15/19,Active,2/26/15,Sidewalk Cafe,CLOVE INDIAN RESTAURANT INC.,1592,AMSTERDAM AVE,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.95055218,40.8212238,"(40.82122380257683, -73.95055218201483)"
1332,Business,9/15/15,Inactive,2/11/13,Sidewalk Cafe,1600 AMSTERDAM AVENUE CORP.,1600,AMSTERDAM AVE,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.95047623,40.82133081,"(40.82133081398017, -73.95047622890735)"
1333,Business,5/15/18,Inactive,5/17/10,Sidewalk Cafe,JAN CO CENTRAL INC,3451,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.95249788,40.82363997,"(40.823639971815616, -73.95249787628636)"
1334,Business,4/15/20,Active,3/2/10,Sidewalk Cafe,PICANTE INC.,3424,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,225.0,-73.95306933,40.82283051,"(40.82283051428899, -73.95306932541597)"
1335,Business,12/15/19,Inactive,7/13/17,Sidewalk Cafe,RENAISSANCE HARLEM CORP,2245,ADAM CLAYTON POWELL JR BLVD,,NEW YORK,10027,Manhattan,110.0,9.0,226.0,-73.94502704,40.81347845,"(40.813478446305794, -73.945027043188)"
1336,Business,4/15/20,Active,3/2/10,Sidewalk Cafe,BURKINABE ENTERTAINMENT LLC,2269,ADAM CLAYTON POWELL JR BLVD,,NEW YORK,10030,Manhattan,110.0,9.0,226.0,-73.94440859,40.81431803,"(40.81431803450424, -73.94440858694863)"
1337,Business,4/15/20,Active,2/20/08,Sidewalk Cafe,BURKINABE ENTERTAINMENT LLC,2271,7TH AVE,,NEW YORK,10030,Manhattan,110.0,9.0,226.0,-73.94436879999999,40.81437291,"(40.814372909738026, -73.94436880195522)"
1338,Business,12/15/19,Active,5/8/15,Sidewalk Cafe,HAMILTON POINT GRANARY LLC,1635,AMSTERDAM AVE,,NEW YORK,10031,Manhattan,109.0,9.0,227.0,-73.94952505,40.82259297,"(40.822592971648255, -73.94952504515548)"
1339,Business,9/15/19,Active,4/1/15,Sidewalk Cafe,ANCHOR WINEBAR LLC,3508,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,229.0,-73.95117416,40.82542074,"(40.825420739892174, -73.9511741554799)"
1340,Business,12/15/16,Inactive,7/29/14,Sidewalk Cafe,"SOLACE BAR & GRILL, INC",3496,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,229.0,-73.95148882,40.82498995,"(40.824989952263856, -73.9514888223065)"
1341,Business,12/15/19,Active,4/18/17,Sidewalk Cafe,PRESTO FRESH CAFE CORP.,559,LENOX AVE,,NEW YORK,10037,Manhattan,110.0,9.0,230.0,-73.93925874,40.81631634,"(40.816316337939355, -73.93925874026789)"
1342,Business,4/15/18,Inactive,7/5/16,Sidewalk Cafe,PEQUE VINOS & TAPAS LLC,231,W 145TH ST,,NEW YORK,10039,Manhattan,110.0,9.0,232.0,-73.94015311,40.82210267,"(40.8221026734222, -73.94015311305006)"
1343,Business,9/15/20,Active,9/26/18,Sidewalk Cafe,HAMILTON RESTAURANT GROUP INC,3620,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,233.0,-73.9485156,40.82906457,"(40.829064565437044, -73.94851559726504)"
1344,Business,9/15/20,Active,1/25/17,Sidewalk Cafe,SUSHI VIDA 146 LLC,3569,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,233.0,-73.94980691,40.82732499,"(40.82732498552474, -73.94980691050269)"
1345,Business,9/15/17,Inactive,7/24/15,Sidewalk Cafe,DING DYNASTY LLC,3600,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,233.0,-73.94897137,40.82843897,"(40.82843897309511, -73.94897137150336)"
1346,Business,3/13/19,Active,7/17/14,Sidewalk Cafe,GREENWOOD LAKE GROUP LLC,3612,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,233.0,-73.94875796,40.82872982,"(40.82872981821377, -73.9487579560851)"
1347,Business,12/15/19,Inactive,5/11/12,Sidewalk Cafe,SOUTH LAKE HOSPITALITY GROUP INC.,3612,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,233.0,-73.94875796,40.82872982,"(40.82872981821377, -73.9487579560851)"
1348,Business,9/15/16,Inactive,3/11/10,Sidewalk Cafe,TONELLI RESTAURANT LLC,3628,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,233.0,-73.94837452,40.82925663,"(40.82925663237593, -73.94837452376649)"
1349,Business,9/15/19,Active,7/24/15,Sidewalk Cafe,3660 BROADWAY RESTAURANT LLC,3658,BROADWAY,,NEW YORK,10031,Manhattan,109.0,7.0,237.0,-73.94760403,40.830313000000004,"(40.83031299980724, -73.94760402523791)"
1350,Business,5/15/19,Active,8/13/15,Sidewalk Cafe,"WA-HI DINER, LLC",3915,BROADWAY,,NEW YORK,10032,Manhattan,112.0,7.0,245.0,-73.94183715,40.83823971,"(40.838239708880174, -73.94183715155124)"
1351,Business,12/15/19,Inactive,4/26/13,Sidewalk Cafe,164 BROAD CORP.,3910,BROADWAY,,NEW YORK,10032,Manhattan,112.0,10.0,245.0,-73.94188784,40.83813544,"(40.838135435437295, -73.94188783788664)"
1352,Business,9/15/19,Inactive,4/25/11,Sidewalk Cafe,ANTIKA PIZZERIA INC.,3924,BROADWAY,,NEW YORK,10032,Manhattan,112.0,10.0,245.0,-73.94151153,40.83865125,"(40.838651250748434, -73.94151153454567)"
1353,Business,4/15/20,Active,4/23/14,Sidewalk Cafe,BROADWAY & 166TH LLC,3956,BROADWAY,,NEW YORK,10032,Manhattan,112.0,10.0,251.0,-73.94077338,40.83966367,"(40.83966367201664, -73.94077338355604)"
1354,Business,3/15/19,Active,5/12/08,Sidewalk Cafe,Peter Walsh,4015,BROADWAY,,NEW YORK,10032,Manhattan,112.0,10.0,251.0,-73.93954665,40.84140318,"(40.84140318124765, -73.93954664870348)"
1355,Business,5/15/19,Active,2/9/05,Sidewalk Cafe,"BROADWAY & 166TH, L.L.C.",3956,BROADWAY,,NEW YORK,10032,Manhattan,112.0,10.0,251.0,-73.94077338,40.83966367,"(40.83966367201664, -73.94077338355604)"
