GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Agriculture, forestry, fishing and hunting, and mining:","Margin of Error; Total: - Agriculture, forestry, fishing and hunting, and mining:","Estimate; Total: - Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Margin of Error; Total: - Agriculture, forestry, fishing and hunting, and mining: - Agriculture, forestry, fishing and hunting","Estimate; Total: - Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction","Margin of Error; Total: - Agriculture, forestry, fishing and hunting, and mining: - Mining, quarrying, and oil and gas extraction",Estimate; Total: - Construction,Margin of Error; Total: - Construction,Estimate; Total: - Manufacturing,Margin of Error; Total: - Manufacturing,Estimate; Total: - Wholesale trade,Margin of Error; Total: - Wholesale trade,Estimate; Total: - Retail trade,Margin of Error; Total: - Retail trade,"Estimate; Total: - Transportation and warehousing, and utilities:","Margin of Error; Total: - Transportation and warehousing, and utilities:","Estimate; Total: - Transportation and warehousing, and utilities: - Transportation and warehousing","Margin of Error; Total: - Transportation and warehousing, and utilities: - Transportation and warehousing","Estimate; Total: - Transportation and warehousing, and utilities: - Utilities","Margin of Error; Total: - Transportation and warehousing, and utilities: - Utilities",Estimate; Total: - Information,Margin of Error; Total: - Information,"Estimate; Total: - Finance and insurance, and real estate and rental and leasing:","Margin of Error; Total: - Finance and insurance, and real estate and rental and leasing:","Estimate; Total: - Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Margin of Error; Total: - Finance and insurance, and real estate and rental and leasing: - Finance and insurance","Estimate; Total: - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Margin of Error; Total: - Finance and insurance, and real estate and rental and leasing: - Real estate and rental and leasing","Estimate; Total: - Professional, scientific, and management, and administrative and waste management services:","Margin of Error; Total: - Professional, scientific, and management, and administrative and waste management services:","Estimate; Total: - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Margin of Error; Total: - Professional, scientific, and management, and administrative and waste management services: - Professional, scientific, and technical services","Estimate; Total: - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Margin of Error; Total: - Professional, scientific, and management, and administrative and waste management services: - Management of companies and enterprises","Estimate; Total: - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Margin of Error; Total: - Professional, scientific, and management, and administrative and waste management services: - Administrative and support and waste management services","Estimate; Total: - Educational services, and health care and social assistance:","Margin of Error; Total: - Educational services, and health care and social assistance:","Estimate; Total: - Educational services, and health care and social assistance: - Educational services","Margin of Error; Total: - Educational services, and health care and social assistance: - Educational services","Estimate; Total: - Educational services, and health care and social assistance: - Health care and social assistance","Margin of Error; Total: - Educational services, and health care and social assistance: - Health care and social assistance","Estimate; Total: - Arts, entertainment, and recreation, and accommodations and food services","Margin of Error; Total: - Arts, entertainment, and recreation, and accommodations and food services","Estimate; Total: - Arts, entertainment, and recreation, and accommodations and food services - Arts, entertainment, and recreation","Margin of Error; Total: - Arts, entertainment, and recreation, and accommodations and food services - Arts, entertainment, and recreation","Estimate; Total: - Arts, entertainment, and recreation, and accommodations and food services - Accommodation and food services","Margin of Error; Total: - Arts, entertainment, and recreation, and accommodations and food services - Accommodation and food services",Estimate; Total: - Other services except public administration,Margin of Error; Total: - Other services except public administration,Estimate; Total: - Public administration,Margin of Error; Total: - Public administration
