GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No earners,Margin of Error; Total: - No earners,Estimate; Total: - 1 earner,Margin of Error; Total: - 1 earner,Estimate; Total: - 2 earners,Margin of Error; Total: - 2 earners,Estimate; Total: - 3 or more earners,Margin of Error; Total: - 3 or more earners
