GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Management, business, science, and arts occupations:","Margin of Error; Total: - Management, business, science, and arts occupations:","Estimate; Total: - Management, business, science, and arts occupations: - Management, business, and financial occupations:","Margin of Error; Total: - Management, business, science, and arts occupations: - Management, business, and financial occupations:","Estimate; Total: - Management, business, science, and arts occupations: - Management, business, and financial occupations: - Management occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Management, business, and financial occupations: - Management occupations","Estimate; Total: - Management, business, science, and arts occupations: - Management, business, and financial occupations: - Business and financial operations occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Management, business, and financial occupations: - Business and financial operations occupations","Estimate; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations:","Margin of Error; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations:","Estimate; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations: - Computer and mathematical occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations: - Computer and mathematical occupations","Estimate; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations: - Architecture and engineering occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations: - Architecture and engineering occupations","Estimate; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations: - Life, physical, and social science occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Computer, engineering, and science occupations: - Life, physical, and social science occupations","Estimate; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations:","Margin of Error; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations:","Estimate; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Community and social service occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Community and social service occupations","Estimate; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Legal occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Legal occupations","Estimate; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Education, training, and library occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Education, training, and library occupations","Estimate; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Arts, design, entertainment, sports, and media occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Education, legal, community service, arts, and media occupations: - Arts, design, entertainment, sports, and media occupations","Estimate; Total: - Management, business, science, and arts occupations: - Healthcare practitioners and technical occupations:","Margin of Error; Total: - Management, business, science, and arts occupations: - Healthcare practitioners and technical occupations:","Estimate; Total: - Management, business, science, and arts occupations: - Healthcare practitioners and technical occupations: - Health diagnosing and treating practitioners and other technical occupations","Margin of Error; Total: - Management, business, science, and arts occupations: - Healthcare practitioners and technical occupations: - Health diagnosing and treating practitioners and other technical occupations","Estimate; Total: - Management, business, science, and arts occupations: - Healthcare practitioners and technical occupations: - Health technologists and technicians","Margin of Error; Total: - Management, business, science, and arts occupations: - Healthcare practitioners and technical occupations: - Health technologists and technicians",Estimate; Total: - Service occupations:,Margin of Error; Total: - Service occupations:,Estimate; Total: - Service occupations: - Healthcare support occupations,Margin of Error; Total: - Service occupations: - Healthcare support occupations,Estimate; Total: - Service occupations: - Protective service occupations:,Margin of Error; Total: - Service occupations: - Protective service occupations:,"Estimate; Total: - Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors","Margin of Error; Total: - Service occupations: - Protective service occupations: - Fire fighting and prevention, and other protective service workers including supervisors",Estimate; Total: - Service occupations: - Protective service occupations: - Law enforcement workers including supervisors,Margin of Error; Total: - Service occupations: - Protective service occupations: - Law enforcement workers including supervisors,Estimate; Total: - Service occupations: - Food preparation and serving related occupations,Margin of Error; Total: - Service occupations: - Food preparation and serving related occupations,Estimate; Total: - Service occupations: - Building and grounds cleaning and maintenance occupations,Margin of Error; Total: - Service occupations: - Building and grounds cleaning and maintenance occupations,Estimate; Total: - Service occupations: - Personal care and service occupations,Margin of Error; Total: - Service occupations: - Personal care and service occupations,Estimate; Total: - Sales and office occupations:,Margin of Error; Total: - Sales and office occupations:,Estimate; Total: - Sales and office occupations: - Sales and related occupations,Margin of Error; Total: - Sales and office occupations: - Sales and related occupations,Estimate; Total: - Sales and office occupations: - Office and administrative support occupations,Margin of Error; Total: - Sales and office occupations: - Office and administrative support occupations,"Estimate; Total: - Natural resources, construction, and maintenance occupations:","Margin of Error; Total: - Natural resources, construction, and maintenance occupations:","Estimate; Total: - Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations","Margin of Error; Total: - Natural resources, construction, and maintenance occupations: - Farming, fishing, and forestry occupations","Estimate; Total: - Natural resources, construction, and maintenance occupations: - Construction and extraction occupations","Margin of Error; Total: - Natural resources, construction, and maintenance occupations: - Construction and extraction occupations","Estimate; Total: - Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations","Margin of Error; Total: - Natural resources, construction, and maintenance occupations: - Installation, maintenance, and repair occupations","Estimate; Total: - Production, transportation, and material moving occupations:","Margin of Error; Total: - Production, transportation, and material moving occupations:","Estimate; Total: - Production, transportation, and material moving occupations: - Production occupations","Margin of Error; Total: - Production, transportation, and material moving occupations: - Production occupations","Estimate; Total: - Production, transportation, and material moving occupations: - Transportation occupations","Margin of Error; Total: - Production, transportation, and material moving occupations: - Transportation occupations","Estimate; Total: - Production, transportation, and material moving occupations: - Material moving occupations","Margin of Error; Total: - Production, transportation, and material moving occupations: - Material moving occupations"
