GEO.id,Id
GEO.id2,Id2
GEO.display-label,Geography
HD01_VD01,Estimate; Total:
HD01_VD02,Estimate; Native:
HD01_VD03,Estimate; Native: - Allocated
HD01_VD04,Estimate; Native: - Not allocated
HD01_VD05,Estimate; Foreign born:
HD01_VD06,Estimate; Foreign born: - Allocated
HD01_VD07,Estimate; Foreign born: - Not allocated
