License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
1028989,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,HARU INC,UPPER LEVEL,85 AVENUE A,NORTHERLY STORE,NEW YORK,NY,10009,835972,,1/1/19,12/31/20,40.72531521,-73.98413018,"(40.7253152108, -73.9841301808)"
1313383,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,UPPER EAST KITCHEN LLC,YORK AVENUE KITCHEN,1453 YORK AVE,AKA 445 E 77TH ST,NEW YORK,NY,10075,830662,1/2/19,1/2/19,12/31/20,40.7701,-73.95144,"(40.7701, -73.95144)"
1313805,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,NAKAMURA INC,NICHE,172 DELANCEY ST STORE #1,STORE #1,NEW YORK,NY,10002,830664,1/3/19,1/3/19,12/31/20,40.71786,-73.98518,"(40.71786, -73.98518)"
1289159,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,CREATIVE FOOD CRAFTS LLC,RUSTIC TABLE,500B W 42ND ST,,NEW YORK,NY,10036,838627,1/30/17,1/4/19,12/31/20,40.75957,-73.99552,"(40.75957, -73.99552)"
1297399,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,JMF RESTAURANT CORP,JUDY'S SPANISH RESTAURANT,1505 LEXINGTON AVE,,NEW YORK,NY,10029,838652,1/13/17,1/9/19,12/31/20,40.78665,-73.95019,"(40.78665, -73.95019)"
1029922,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,AREVAL CORP,LA GIOCONDA,226 E 53RD STREET,EAST STORE,NEW YORK,NY,10022,838651,,1/9/19,12/31/20,,,
1310685,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,HELLO LAFAYETTE LLC,LA ROSSA,267 LAFAYETTE ST,AKA 54 PRINCE ST,NEW YORK,NY,10012,830671,1/10/19,1/10/19,12/31/20,0,0,"(0.0, 0.0)"
1302477,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,HARVEST OF THE SEA LLC,CHAMUSCA,92 RIVINGTON ST,SPACE A,NEW YORK,NY,10002,830672,1/11/19,1/11/19,12/31/20,40.72021,-73.98863,"(40.72021, -73.98863)"
1313678,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,QUANTUM LEAP NATURAL RESTAURANT INC,QUANTUM LEAP NATURAL RESTAURANT,1103 1ST AVE,NORTH STORE,NEW YORK,NY,10065,830674,1/14/19,1/14/19,12/31/20,0,0,"(0.0, 0.0)"
1313389,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,1393B SECOND AVE CAFE CORP,EFFY'S KITCHEN,1393B 2ND AVE,,NEW YORK,NY,10021,830675,1/15/19,1/15/19,12/31/20,40.76935,-73.95822,"(40.76935, -73.95822)"
1314346,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,BEAKON CAPITAL CORP,THE JIN,856 10TH AVE,W 56TH ST & W 57TH ST,NEW YORK,NY,10019,830676,1/15/19,1/15/19,12/31/20,40.76857,-73.98874,"(40.76857, -73.98874)"
1297743,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,LITTLE POLAND LLC,,200 2ND AVE,,NEW YORK,NY,10003,838711,1/12/17,1/16/19,12/31/20,40.73119,-73.98552,"(40.73119, -73.98552)"
1313501,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ICHIBANTEI PUB INC,ICHIBANTEI,401 E 13TH ST,AKA 218 1ST AVE,NEW YORK,NY,10009,830678,1/17/19,1/17/19,12/31/20,0,0,"(0.0, 0.0)"
1313745,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,TAC N ROLL LLC,,124 E 4TH ST,EAST STORE FRONT,NEW YORK,NY,10003,830681,1/18/19,1/18/19,12/31/20,40.72536,-73.98771,"(40.72536, -73.98771)"
1311715,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,FIASCHETTERIA WEST LTD,FIASCHETTERIA PISTOIA,114 116 CHRISTOPHER ST,STORE A,NEW YORK,NY,10014,830683,1/18/19,1/18/19,12/31/20,,,
1313732,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SHAKE SHACK NEW YORK LLC,SHAKE SHACK,1 W 125TH ST,GND FL & BSMT,NEW YORK,NY,10027,830686,1/23/19,1/23/19,12/31/20,0,0,"(0.0, 0.0)"
1313689,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ST TROPEZ SOHO LLC,ST TROPEZ SOHO,194 196 SPRING ST,,NEW YORK,NY,10012,830688,1/25/19,1/25/19,12/31/20,0,0,"(0.0, 0.0)"
1313689,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,ST TROPEZ SOHO LLC,ST TROPEZ SOHO,194 196 SPRING ST,,NEW YORK,NY,10012,830688,1/25/19,1/25/19,12/31/20,0,0,"(0.0, 0.0)"
1296149,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MGM THOMPSON LLC,PICCOLA CUCINA,75 THOMPSON ST,,NEW YORK,NY,10012,838709,2/16/17,2/1/19,1/31/21,40.7246,-74.00298,"(40.7246, -74.00298)"
1298812,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,KUNI'S CORPORATION,IKINARI STEAK,90 E 10TH ST,FL 1,NEW YORK,NY,10003,838707,2/17/17,2/1/19,1/31/21,40.73088,-73.98968,"(40.73088, -73.98968)"
1294421,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,TRI-ELITE GROUP CORP,EL LUCHADOR NYC,87 SOUTH ST,,NEW YORK,NY,10038,838720,2/24/17,2/1/19,1/31/21,40.70583,-74.00414,"(40.70583, -74.00414)"
1293309,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,EXPRESS YOURSELF LLC,MADE NICE,8 W 28TH ST,,NEW YORK,NY,10001,838530,2/28/17,2/1/19,1/31/21,40.74492,-73.98811,"(40.74492, -73.98811)"
1030133,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,MILL KOREAN REST INC,MILL KOREAN REST,2895 BROADWAY,,NEW YORK,NY,10025,838787,,2/1/19,1/31/21,40.80599697,-73.9655731,"(40.8059969655, -73.9655730979)"
1105874,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,SAFI-G INC,CAFE BUON GUSTO,236 E 77TH ST,,NEW YORK,NY,10075,838705,,2/1/19,1/31/21,40.77242438,-73.95703194,"(40.7724243836, -73.9570319429)"
1028964,RESTAURANT WINE,341,RW,New York City,1,NEW YORK,AND ANOTHER ONE INC,IL POSTO CANTO,190 E 2ND ST,,NEW YORK,NY,10009,838782,,2/1/19,1/31/21,,,
1034263,TAVERN WINE,344,TW,New York City,1,NEW YORK,RENO PRODUCTIONS INC,THE WESTSIDE THEATRE,407 409 W 43RD ST,,NEW YORK,NY,10036,888551,,3/1/17,2/28/19,40.75922806,-73.99244208,"(40.7592280596, -73.9924420801)"
1300271,TAVERN WINE,344,TW,New York City,1,NEW YORK,WILD PROJECT PRODUCTIONS INC,WILD PROJECT,195 E 3RD ST,,NEW YORK,NY,10009,865112,3/9/17,3/9/17,2/28/19,40.72294,-73.98336,"(40.72294, -73.98336)"
1299179,TAVERN WINE,344,TW,New York City,1,NEW YORK,CHILLHOUSE 149 LLC,CHILLHOUSE,149 ESSEX ST,,NEW YORK,NY,10002,865132,3/16/17,3/16/17,2/28/19,40.72067,-73.98727,"(40.72067, -73.98727)"
1299575,TAVERN WINE,344,TW,New York City,1,NEW YORK,LIBERTY THEATERS LLC,MINETTA LANE THEATRE,18-22 MINETTA LN,,NEW YORK,NY,10012,865146,3/20/17,3/20/17,2/28/19,40.73032,-74.00102,"(40.73032, -74.00102)"
1300344,TAVERN WINE,344,TW,New York City,1,NEW YORK,FORGROUND INC,,8 E 41ST ST,,NEW YORK,NY,10017,865191,3/28/17,3/28/17,2/28/19,40.75245,-73.98081,"(40.75245, -73.98081)"
1297619,TAVERN WINE,344,TW,New York City,1,NEW YORK,SOGONA ENTERPRISES INC,YERESSO LOUNGE BAR,2400 7TH AVE,BASEMENT,NEW YORK,NY,10030,865284,4/12/17,4/12/17,3/31/19,40.81855,-73.94152,"(40.81855, -73.94152)"
1300390,TAVERN WINE,344,TW,New York City,1,NEW YORK,CLO CONCESSIONS LLC,,30 32 34 W 13TH ST,,NEW YORK,NY,10011,865280,4/12/17,4/12/17,3/31/19,0,0,"(0.0, 0.0)"
1300569,TAVERN WINE,344,TW,New York City,1,NEW YORK,LUDLOW COFFEE SUPPLY LLC,LUDLOW COFFEE SUPPLY,176 LUDLOW ST,,NEW YORK,NY,10002,865294,4/14/17,4/14/17,3/31/19,40.72168,-73.98742,"(40.72168, -73.98742)"
1300788,TAVERN WINE,344,TW,New York City,1,NEW YORK,GREAT PERFORMANCES ARTISTS AS WAITRESSES INC,GREAT PERFORMANCES AT 548,548 W 22ND ST,,NEW YORK,NY,10011,865307,4/20/17,4/20/17,3/31/19,40.74787,-74.00693,"(40.74787, -74.00693)"
1300717,TAVERN WINE,344,TW,New York City,1,NEW YORK,MAPO GALMAEGI CORP,MAUI ONION,35 W 26TH ST,,NEW YORK,NY,10010,865324,4/25/17,4/25/17,3/31/19,40.74444,-73.99029,"(40.74444, -73.99029)"
1299010,TAVERN WINE,344,TW,New York City,1,NEW YORK,PAINTING LOUNGE LLC,,15 W 116TH ST,,NEW YORK,NY,10026,865398,5/11/17,5/11/17,4/30/19,40.80128,-73.94715,"(40.80128, -73.94715)"
1294681,TAVERN WINE,344,TW,New York City,1,NEW YORK,VINTNER CAFE INC,VINTER WINE MARKET,677 9TH AVE,,NEW YORK,NY,10036,890355,10/28/16,6/1/17,5/31/19,40.76145,-73.99066,"(40.76145, -73.99066)"
1301603,TAVERN WINE,344,TW,New York City,1,NEW YORK,2BEANS INC,,817 AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,865479,6/1/17,6/1/17,5/31/19,40.74615,-73.99051,"(40.74615, -73.99051)"
1299192,TAVERN WINE,344,TW,New York City,1,NEW YORK,WICHCRAFT 1407 BROADWAY LLC,WICHCRAFT,1407 BROADWAY,SPACE A,NEW YORK,NY,10018,881510,6/13/17,6/13/17,5/31/19,40.75315,-73.98744,"(40.75315, -73.98744)"
1302086,TAVERN WINE,344,TW,New York City,1,NEW YORK,FDOTG LLC,FRANKIE'S DOGS ON THE GO,23 VANDERBILT AVE -SPACE# K-03,,NEW YORK,NY,10017,881516,6/14/17,6/14/17,5/31/19,0,0,"(0.0, 0.0)"
1299056,TAVERN WINE,344,TW,New York City,1,NEW YORK,SOHO MARKET & BEER MERCHANTS INC,BEERZAAR,213 6TH AVE,,NEW YORK,NY,10014,881576,6/26/17,6/26/17,5/31/19,40.72751,-74.00341,"(40.72751, -74.00341)"
1303550,TAVERN WINE,344,TW,New York City,1,NEW YORK,FEDERICOS RESTAURANT INC,TOLOACHE,00 BROADWAY PLAZA,BWTN 42ND AND 43RD ST,NEW YORK,NY,10036,881784,8/18/17,8/18/17,7/31/19,0,0,"(0.0, 0.0)"
1300225,TAVERN WINE,344,TW,New York City,1,NEW YORK,NADICO HOTEL LLC,ORCHARD STREET HOTEL,163 ORCHARD ST,FL 2,NEW YORK,NY,10002,881800,8/22/17,8/22/17,7/31/19,40.72113,-73.9888,"(40.72113, -73.9888)"
1299339,TAVERN WINE,344,TW,New York City,1,NEW YORK,"IDEA DISTILLERY LLC, THE",,21A CLINTON ST,,NEW YORK,NY,10002,881833,8/30/17,8/30/17,7/31/19,40.72069,-73.98431,"(40.72069, -73.98431)"
1301124,TAVERN WINE,344,TW,New York City,1,NEW YORK,HEIDI'S HOUSE LLC,ED'S ELBOW ROOM,308 E 78TH ST - STORE#3,STORE 3,NEW YORK,NY,10075,881838,8/31/17,8/31/17,7/31/19,40.77229,-73.95494,"(40.77229, -73.95494)"
1303319,TAVERN WINE,344,TW,New York City,1,NEW YORK,1 PIKE CORP,,1 PIKE ST,"STORE B,C",NEW YORK,NY,10002,881842,8/31/17,8/31/17,7/31/19,40.71423,-73.9924,"(40.71423, -73.9924)"
1303099,TAVERN WINE,344,TW,New York City,1,NEW YORK,WEST 3RD STREET COFFEE CORP,IRVING FARM COFFEE ROASTERS,78 W 3RD ST,,NEW YORK,NY,10012,881846,9/1/17,9/1/17,8/31/19,40.72967,-73.99878,"(40.72967, -73.99878)"
1303308,TAVERN WINE,344,TW,New York City,1,NEW YORK,GALLERY SENSEI LLC,SENSEI,135 ELDRIDGE ST,,NEW YORK,NY,10002,881859,9/6/17,9/6/17,1/31/19,40.71907,-73.99162,"(40.71907, -73.99162)"
1303753,TAVERN WINE,344,TW,New York City,1,NEW YORK,ANGEL NYC INC,RABBIT CLUB,124 MACDOUGAL ST,BASEMENT NORTH,NEW YORK,NY,10012,881883,9/12/17,9/12/17,8/31/19,40.72998,-74.00039,"(40.72998, -74.00039)"
1303606,TAVERN WINE,344,TW,New York City,1,NEW YORK,GVI TRIBECA LLC,VIN SUR VINGT,66 WEST BROADWAY,STORE 7,NEW YORK,NY,10007,894839,9/21/17,9/21/17,8/31/19,40.71466,-74.01009,"(40.71466, -74.01009)"
1304327,TAVERN WINE,344,TW,New York City,1,NEW YORK,STORE 2 BABETH'S FEAST LLC,BABETH'S FEAST,309 AMSTERDAM AVE,,NEW YORK,NY,10023,881974,10/4/17,10/4/17,9/30/19,40.78016,-73.98029,"(40.78016, -73.98029)"
1304305,TAVERN WINE,344,TW,New York City,1,NEW YORK,RINCONCITO BILLARD CLUB INC,,1846 AMSTERDAM AVE,,NEW YORK,NY,10031,882020,10/13/17,10/13/17,9/30/19,40.82933,-73.94484,"(40.82933, -73.94484)"
1304927,TAVERN WINE,344,TW,New York City,1,NEW YORK,FT 328 LLC,BAR VELOCE,328 W 12TH ST,,NEW YORK,NY,10014,882036,10/16/17,10/16/17,9/30/19,40.73746,-74.00661,"(40.73746, -74.00661)"
1301951,TAVERN WINE,344,TW,New York City,1,NEW YORK,SNACKBOX NYC LLC,SNACKBOX,BROADWAY BETWEEN 46TH&47TH ST,CONCESSION,NEW YORK,NY,10036,882067,10/20/17,10/20/17,9/30/19,0,0,"(0.0, 0.0)"
1304464,TAVERN WINE,344,TW,New York City,1,NEW YORK,CK 14 TO GO LLC,THE RED HEN,235 W 14TH ST,,NEW YORK,NY,10011,894980,10/24/17,10/24/17,9/30/19,40.73933,-74.00109,"(40.73933, -74.00109)"
1304941,TAVERN WINE,344,TW,New York City,1,NEW YORK,AAA PIZZA CORP,LITTLE ITALY PIZZA,"11 PARK PL, STORE A",STORE A,NEW YORK,NY,10007,882081,10/24/17,10/24/17,9/30/19,40.713,-74.00834,"(40.713, -74.00834)"
1304585,TAVERN WINE,344,TW,New York City,1,NEW YORK,TD AB LLC,29B,29 AVENUE B,STORE 2,NEW YORK,NY,10009,882090,10/25/17,10/25/17,9/30/19,40.72248,-73.98297,"(40.72248, -73.98297)"
1303262,TAVERN WINE,344,TW,New York City,1,NEW YORK,TANNAT WINE & CHEESE LLC,,4736 BROADWAY,,NEW YORK,NY,10040,882170,11/13/17,11/13/17,10/31/19,40.86499,-73.92814,"(40.86499, -73.92814)"
1304554,TAVERN WINE,344,TW,New York City,1,NEW YORK,MAMA'S PIZZA TOO LLC,,2750 BROADWAY,,NEW YORK,NY,10025,882226,11/28/17,11/28/17,10/31/19,40.80083,-73.96766,"(40.80083, -73.96766)"
1290263,TAVERN WINE,344,TW,New York City,1,NEW YORK,LEGIT CAFE INC,ROUND K,99 ALLEN ST,,NEW YORK,NY,10002,834757,1/12/16,12/1/17,11/30/19,40.71886,-73.99083,"(40.71886, -73.99083)"
1305184,TAVERN WINE,344,TW,New York City,1,NEW YORK,SUSHI ON WEST 10TH LLC,SUSHI ON JONES,210 W 10TH ST,UNIT 2,NEW YORK,NY,10014,882269,12/6/17,12/6/17,11/30/19,40.73399,-74.00418,"(40.73399, -74.00418)"
1290169,TAVERN WINE,344,TW,New York City,1,NEW YORK,SCHALLER MANUFACTURING CORP,SCHALLER & WEBER,1654 2ND AVE,,NEW YORK,NY,10028,895885,1/5/16,1/1/18,12/31/19,40.7776,-73.95172,"(40.7776, -73.95172)"
1306600,TAVERN WINE,344,TW,New York City,1,NEW YORK,AVOCADO APPETIT INC,AVOCADO APPETIT BAR & CAFE,112 ELDRIDGE ST,NORTH STORE,NEW YORK,NY,10002,882379,1/8/18,1/8/18,12/31/19,40.71816,-73.99186,"(40.71816, -73.99186)"
1304602,TAVERN WINE,344,TW,New York City,1,NEW YORK,BKUK 1 CORPORATION,PECORINO PIZZERIA,197 7TH AVE,STORE #2,NEW YORK,NY,10011,882383,1/9/18,1/9/18,12/31/19,40.74304,-73.99619,"(40.74304, -73.99619)"
1303294,TAVERN WINE,344,TW,New York City,1,NEW YORK,TEAMWORKON3 LLC,,2007 LEXINGTON AVE,,NEW YORK,NY,10035,897773,1/18/18,1/18/18,12/31/19,40.80247,-73.93862,"(40.80247, -73.93862)"
1307258,TAVERN WINE,344,TW,New York City,1,NEW YORK,501 SEVENTH GROUP LLC,GROUND CENTRAL COFFEE COMPANY,888 8TH AVE,STORE 3,NEW YORK,NY,10019,882481,1/31/18,1/31/18,12/31/19,40.76384,-73.98475,"(40.76384, -73.98475)"
1291141,TAVERN WINE,344,TW,New York City,1,NEW YORK,BCW NYC CHELSEA MARKET LLC,BERLIN CURRYWURST,75 9TH AVE,AKA 409 W 15TH ST-KIOSK #1,NEW YORK,NY,10011,896487,2/4/16,2/1/18,1/31/20,40.74222,-74.00466,"(40.74222, -74.00466)"
1286105,TAVERN WINE,344,TW,New York City,1,NEW YORK,ACO BAKERY INC,SPOT DESSERT BAR,13 ST MARKS PLACE,LOWER LEVEL,NEW YORK,NY,10003,898082,2/11/16,2/1/18,1/31/20,40.72937,-73.98891,"(40.72937, -73.98891)"
1289216,TAVERN WINE,344,TW,New York City,1,NEW YORK,MACARON LLC,MACARON CAFE,152 W 36TH ST,,NEW YORK,NY,10018,896632,2/16/16,2/2/18,1/31/20,40.75191,-73.98905,"(40.75191, -73.98905)"
1304262,TAVERN WINE,344,TW,New York City,1,NEW YORK,BORIS & HORTON EAST VILLAGE LLC,,195 AVE A,,NEW YORK,NY,10009,882544,2/15/18,2/15/18,1/31/20,40.72927,-73.98136,"(40.72927, -73.98136)"
1291577,TAVERN WINE,344,TW,New York City,1,NEW YORK,OAXACA GREENWICH LLC,OAXACA TAQUERIA,48 GREENWICH AVE,,NEW YORK,NY,10011,897216,3/25/16,3/1/18,2/29/20,40.73565,-74.0004,"(40.73565, -74.0004)"
1305477,TAVERN WINE,344,TW,New York City,1,NEW YORK,KONNECTGOLF LLC,KONNECTGOLF,"590 5TH AVE, 2ND FLR",,NEW YORK,NY,10036,882644,3/20/18,3/20/18,2/28/20,40.75714,-73.97845,"(40.75714, -73.97845)"
1305711,TAVERN WINE,344,TW,New York City,1,NEW YORK,JRS PIZZA & BREW CORP,,95 MACDOUGAL ST,STORE B,NEW YORK,NY,10012,882646,3/20/18,3/20/18,2/28/20,40.72948,-74.00105,"(40.72948, -74.00105)"
1296378,TAVERN WINE,344,TW,New York City,1,NEW YORK,NUNU CHOCOLATES NYC02 LLC,,185 GREENWICH ST,WORLD TRADE CENTR STORE#LL2425,NEW YORK,NY,10007,882691,4/2/18,4/2/18,3/31/20,0,0,"(0.0, 0.0)"
1302934,TAVERN WINE,344,TW,New York City,1,NEW YORK,REGAL GOURMET DELI INC,,201 W 14TH ST,,NEW YORK,NY,10011,882702,9/12/17,4/4/18,8/31/19,40.73878,-73.99977,"(40.73878, -73.99977)"
1292596,TAVERN WINE,344,TW,New York City,1,NEW YORK,ARCHBISHOP FULTON J SHEEN CENTER INC,SHEEN CENTER,18 BLEECKER ST,,NEW YORK,NY,10012,899497,5/25/16,5/1/18,4/30/20,40.72542,-73.99324,"(40.72542, -73.99324)"
1307900,TAVERN WINE,344,TW,New York City,1,NEW YORK,TOAST CAFE INC,BRASSERIE TOAST CAFE,968 AVENUE OF THE AMERICAS,,NEW YORK,NY,10018,882822,5/3/18,5/3/18,4/30/20,40.75073,-73.98688,"(40.75073, -73.98688)"
1306902,TAVERN WINE,344,TW,New York City,1,NEW YORK,UPRIGHT CITIZENS BRIGADE LLC,UCB THEATRE,555 W 42ND ST,,NEW YORK,NY,10036,882827,5/4/18,5/4/18,11/30/19,40.76063,-73.99735,"(40.76063, -73.99735)"
1307943,TAVERN WINE,344,TW,New York City,1,NEW YORK,620 EAST 6TH STREET RESTAURANT LLC,GRAPE & GRAIN,620 E 6TH ST,WEST STORE,NEW YORK,NY,10009,898192,5/8/18,5/8/18,4/30/20,40.72403,-73.98077,"(40.72403, -73.98077)"
1308728,TAVERN WINE,344,TW,New York City,1,NEW YORK,LAMANO WEST VILLAGE LLC,LAMANO,37 39 CHRISTOPHER ST,,NEW YORK,NY,10014,882837,5/8/18,5/8/18,4/30/20,0,0,"(0.0, 0.0)"
1308248,TAVERN WINE,344,TW,New York City,1,NEW YORK,DAN AND JOHNS LLC,DAN AND JOHN'S WINGS,135 1ST AVE,STORE #3 - B/T ST MARKS & 9TH,NEW YORK,NY,10003,882844,5/9/18,5/9/18,4/30/20,40.72782,-73.98537,"(40.72782, -73.98537)"
1309290,TAVERN WINE,344,TW,New York City,1,NEW YORK,HEX NYC LLC,HEX & COMPANY,2871 BROADWAY,STORE #1,NEW YORK,NY,10025,898199,5/10/18,5/10/18,4/30/20,40.80527,-73.96623,"(40.80527, -73.96623)"
1307962,TAVERN WINE,344,TW,New York City,1,NEW YORK,620 EAST 6TH STREET CAFE LLC,AGAINST THE GRAIN,620 E 6TH ST,EAST STORE,NEW YORK,NY,10009,898205,5/11/18,5/11/18,4/30/20,40.72403,-73.98077,"(40.72403, -73.98077)"
1293494,TAVERN WINE,344,TW,New York City,1,NEW YORK,24TH ST VEGAN CAFE LLC,V SPOT GRAMERCY,241 E 24TH ST,WEST STORE,NEW YORK,NY,10010,900046,5/19/16,5/14/18,4/30/20,40.73885,-73.98087,"(40.73885, -73.98087)"
1306334,TAVERN WINE,344,TW,New York City,1,NEW YORK,BOWERY GYOKAI LLC,SHINSEN,44 BOWERY,,NEW YORK,NY,10013,882865,5/16/18,5/16/18,4/30/20,40.71558,-73.9967,"(40.71558, -73.9967)"
1307912,TAVERN WINE,344,TW,New York City,1,NEW YORK,UNA PIZZA NAPOLETANA LLC,,175 ORCHARD ST,,NEW YORK,NY,10002,882884,5/18/18,5/18/18,4/30/20,40.72171,-73.9885,"(40.72171, -73.9885)"
1308098,TAVERN WINE,344,TW,New York City,1,NEW YORK,V&J 37 VENTURES LLC,MARGAY'S,477 10TH AVE,AKA 444 483 10TH AVE,NEW YORK,NY,10018,882892,5/21/18,5/21/18,4/30/20,0,0,"(0.0, 0.0)"
1307851,TAVERN WINE,344,TW,New York City,1,NEW YORK,J & F SALON NY INC,,944 COLUMBUS AVE,,NEW YORK,NY,10025,882900,5/23/18,5/23/18,4/30/20,40.79958,-73.96284,"(40.79958, -73.96284)"
1308250,TAVERN WINE,344,TW,New York City,1,NEW YORK,HIEB CORP,LA MARGARITA,168 LUDLOW ST,,NEW YORK,NY,10002,882915,5/30/18,5/30/18,4/30/20,40.72143,-73.98755,"(40.72143, -73.98755)"
1293240,TAVERN WINE,344,TW,New York City,1,NEW YORK,GVI COLUMBUS LLC,VIN SUR VINGT,66 W 84TH ST,,NEW YORK,NY,10024,899940,6/2/16,6/1/18,5/31/20,40.78496,-73.97288,"(40.78496, -73.97288)"
1309714,TAVERN WINE,344,TW,New York City,1,NEW YORK,UES COFFEE LLC,STELLA AND FLY,1705 FIRST AVE,,NEW YORK,NY,10128,898272,6/8/18,6/8/18,5/31/20,40.77855,-73.94839,"(40.77855, -73.94839)"
1309690,TAVERN WINE,344,TW,New York City,1,NEW YORK,BONAP GROUP LLC,UT47 MANHATTAN,358 W 47TH ST,,NEW YORK,NY,10036,883015,6/22/18,6/22/18,5/31/20,40.76135,-73.98995,"(40.76135, -73.98995)"
1309898,TAVERN WINE,344,TW,New York City,1,NEW YORK,INTERNATIONAL KITCHEN LLC,HUTCH & WALDO,247 E 81ST ST,,NEW YORK,NY,10028,883016,6/25/18,6/25/18,5/31/20,40.77485,-73.95428,"(40.77485, -73.95428)"
1291668,TAVERN WINE,344,TW,New York City,1,NEW YORK,M CLUB GYM LLC & PLAYA BOWLS MERCEDES CLUB LLC,AS MANAGER/ MERCEDES CLUB,550 W 54TH ST,4TH FLOOR,NEW YORK,NY,10019,898323,3/23/16,6/26/18,2/29/20,40.76784,-73.99169,"(40.76784, -73.99169)"
1304634,TAVERN WINE,344,TW,New York City,1,NEW YORK,GOOSE BARNACLE LLC,,91 ATLANTIC AVE,,BROOKLYN,NY,11201,883022,6/26/18,6/26/18,5/31/20,40.69119,-73.99724,"(40.69119, -73.99724)"
1310134,TAVERN WINE,344,TW,New York City,1,NEW YORK,BELGO TMS LLC,WAFELS & DINGES,000 BROADWAY PLAZA,"BET 46,47 ST",NEW YORK,NY,10036,883021,6/26/18,6/26/18,5/31/20,0,0,"(0.0, 0.0)"
1308760,TAVERN WINE,344,TW,New York City,1,NEW YORK,MURRAY'S CHEESE LLC,MURRAY'S CHEESE,254 BLEECKER ST,,NEW YORK,NY,10014,883040,6/28/18,6/28/18,5/31/20,40.73103,-74.003,"(40.73103, -74.003)"
1294931,TAVERN WINE,344,TW,New York City,1,NEW YORK,WICHCRAFT 325 BROADWAY LLC,WICHCRAFT,325 BROADWAY,,NEW YORK,NY,10007,902342,7/18/16,7/1/18,6/30/20,40.71607,-74.00489,"(40.71607, -74.00489)"
1309703,TAVERN WINE,344,TW,New York City,1,NEW YORK,GVI RIVERSIDE LLC,VIN SUR VINGT,100 RIVERSIDE BLVD,UNIT 2,NEW YORK,NY,10069,883082,7/13/18,7/13/18,6/30/20,40.77564,-73.98932,"(40.77564, -73.98932)"
1309962,TAVERN WINE,344,TW,New York City,1,NEW YORK,OAK TUSCAN TRUFFLE LOUNGE LLC,OAK TUSCAN TRUFFLE LOUNGE,28 GREENWICH AVE,,NEW YORK,NY,10011,883136,7/25/18,7/25/18,6/30/20,40.73503,-74.00002,"(40.73503, -74.00002)"
1311254,TAVERN WINE,344,TW,New York City,1,NEW YORK,MR BING OF TIMES SQUARE LLC,,00 BROADWAY PLAZA,KIOSK 1,NEW YORK,NY,10036,883140,7/25/18,7/25/18,6/30/20,,,
1310039,TAVERN WINE,344,TW,New York City,1,NEW YORK,1412 K BROADWAY CAFE INC,COOK,1412 BROADWAY,STORE # 105,NEW YORK,NY,10018,883143,7/26/18,7/26/18,6/30/20,40.75372,-73.98685,"(40.75372, -73.98685)"
1311144,TAVERN WINE,344,TW,New York City,1,NEW YORK,HOTEL TORTUGA INC,HOTEL TORTUGA,246 E 14TH ST,STORE #4,NEW YORK,NY,10003,883154,7/30/18,7/30/18,6/30/20,40.73239,-73.98545,"(40.73239, -73.98545)"
1310691,TAVERN WINE,344,TW,New York City,1,NEW YORK,GOOD THANKS CAFE LLC,,131 ORCHARD ST,,NEW YORK,NY,10002,883152,7/30/18,7/30/18,6/30/20,40.71972,-73.98952,"(40.71972, -73.98952)"
1310459,TAVERN WINE,344,TW,New York City,1,NEW YORK,MANHATTANVILLE COFFEE LLC,MANHATTANVILLE COFFEE,142 EDGECOMBE AVE,,NEW YORK,NY,10030,883189,8/8/18,8/8/18,7/31/20,40.82131,-73.94456,"(40.82131, -73.94456)"
1310763,TAVERN WINE,344,TW,New York City,1,NEW YORK,CC248 CORP,CRAFT+CARRY,284 3RD AVE,,NEW YORK,NY,10010,883199,8/9/18,8/9/18,7/31/20,40.7384,-73.98369,"(40.7384, -73.98369)"
