License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Name,Agency Zone Office Number,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,Zip,License Certificate Number,License Original Issue Date,License Effective Date,License Expiration Date,Latitude,Longitude,Location
1299304,CABARET LIQUOR,256,CR,New York City,1,NEW YORK,512 W42 RETAIL LLC & CACHET HOTEL GROUP LIMITED,PLAYBOY CLUB NEW YORK,512 W 42ND ST,,NEW YORK,NY,10036,776027,10/31/18,10/31/18,9/30/20,40.64282,-73.93724,"(40.64282, -73.93724)"
1022476,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"JUNIOR LEAGUE OF THE,THE",CITY OF NEW YORK INC,128 130 E 80TH STREET,,NEW YORK,NY,10075,872039,,3/1/17,2/28/19,40.77584852,-73.95905923,"(40.7758485181, -73.9590592256)"
1022475,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"COSMOPOLITAN CLUB,THE",,122 E 66TH ST & 129 E 65TH ST,,NEW YORK,NY,10065,871651,,3/1/17,2/28/19,40.76669874,-73.9653711,"(40.7666987437, -73.9653710971)"
1022457,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"NEW YORK ATHLETIC CLUB,THE",NEW YORK ATHLETIC CLUB,180 CENTRAL PARK SOUTH,,NEW YORK,NY,10019,871196,,3/1/17,2/28/19,40.76658982,-73.97854878,"(40.7665898199, -73.9785487793)"
1022477,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"LEASH,THE",MEMBERSHIP CLUB,41 E 63RD STREET,,NEW YORK,NY,10021,871405,,3/1/17,2/28/19,40.76598769,-73.96918879,"(40.7659876853, -73.9691887923)"
1022468,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,LINKS CLUB INC,THE LINKS,36 E 62ND ST,,NEW YORK,NY,10065,871372,,3/1/17,2/28/19,40.76532747,-73.96988248,"(40.765327466, -73.9698824807)"
1022462,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,COLONY CLUB,,564 PARK AVE,,NEW YORK,NY,10021,871983,,3/1/17,2/28/19,40.7650366,-73.96846162,"(40.7650365987, -73.968461624)"
1022459,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"NIPPON CLUB INC,THE",,145 W 57TH STREET,CELLAR TO 7TH FLOOR,NEW YORK,NY,10019,8871179,,3/1/17,2/28/19,40.7649079,-73.9784302,"(40.7649079013, -73.9784302027)"
1022488,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"BROOK INC,THE",,111 E 54TH STREET,,NEW YORK,NY,10022,869922,,3/1/17,2/28/19,40.75950703,-73.97158125,"(40.7595070279, -73.9715812466)"
1022487,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,RACQUET & TENNIS CLUB,,370 PARK AVE,,NEW YORK,NY,10022,872111,,3/1/17,2/28/19,40.75888429,-73.97295134,"(40.758884291, -73.97295134)"
1022509,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"NEW YORK YACHT CLUB,THE",,37 41 W 44TH STREET,,NEW YORK,NY,10036,872099,,3/1/17,2/28/19,40.75531627,-73.98109272,"(40.7553162726, -73.9810927231)"
1022506,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"ASSOCIATION OF THE BAR,THE",OF THE CITY OF NEW YORK,42 W 44TH STREET,,NEW YORK,NY,10036,871711,,3/1/17,2/28/19,40.7552837,-73.98131356,"(40.7552836989, -73.9813135635)"
1022504,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,HARVARD CLUB OF NEW YORK CITY,,27 W 44TH STREET,,NEW YORK,NY,10036,8871175,,3/1/17,2/28/19,40.75518486,-73.98078051,"(40.7551848642, -73.9807805116)"
1022507,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"CENTURY ASSOCIATION,THE",,7 W 43RD STREET,,NEW YORK,NY,10036,8871181,,3/1/17,2/28/19,40.75429448,-73.98062158,"(40.7542944767, -73.9806215755)"
1022449,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"YALE CLUB OF NEW YORK CITY,THE",,50 VANDERBILT AVE,,NEW YORK,NY,10017,871900,,3/1/17,2/28/19,40.75373687,-73.97747607,"(40.7537368658, -73.9774760674)"
1022445,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"UNION LEAGUE CLUB,THE",,38 E 37TH STREET,,NEW YORK,NY,10016,871550,,3/1/17,2/28/19,40.74943875,-73.9811967,"(40.7494387544, -73.9811966985)"
1022444,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,ESTONIAN EDUCATIONAL,SOCIETY INC,243 E 34TH ST,,NEW YORK,NY,10016,872109,,3/1/17,2/28/19,40.74512268,-73.97654995,"(40.745122684, -73.9765499538)"
1022431,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"NATIONAL ARTS CLUB, THE",,15 GRAMERCY PARK S,,NEW YORK,NY,10003,871772,,3/1/17,2/28/19,40.73781161,-73.98654384,"(40.7378116117, -73.986543835)"
1022479,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"ROCKEFELLER UNIVERSITY,THE",FACULTY & STUDENTS CLUB INC,1230 52 YORK AVE,,NEW YORK,NY,10021,871669,,3/1/17,2/28/19,40.72099344,-74.00552974,"(40.7209934403, -74.0055297394)"
1022471,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,REGENCY WHIST CLUB INC,,15 E 67TH STREET,ATTN MARGIE GEWIRTZ,NEW YORK,NY,10065,871985,,3/1/17,2/28/19,,,
1022510,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,"PRINCETON CLUB OF NEW YORK,THE",,15 W 43RD STREET,,NEW YORK,NY,10036,872708,,3/13/17,2/28/19,40.75440405,-73.98086786,"(40.7544040547, -73.9808678621)"
1303233,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,SAINT ANDREW'S SOCIETY OF THE STATE OF NEW YORK,,150 E 55TH ST,3RD FL,NEW YORK,NY,10022,862199,8/10/17,8/10/17,7/31/19,40.75921,-73.96938,"(40.75921, -73.96938)"
1306039,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,21 WEST END ASSOCIATION INC,CAFE 21,21 WEST END AVE,,NEW YORK,NY,10023,862861,1/5/18,1/5/18,12/31/19,40.77226,-73.98998,"(40.77226, -73.98998)"
1022463,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,COLUMBUS CITIZENS HOUSE INC,COLUMBUS CITIZENS FND,8 E 69TH STREET,,NEW YORK,NY,10021,884957,,3/1/18,2/29/20,40.77023166,-73.96793008,"(40.7702316575, -73.9679300752)"
1022466,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,GRIFFIS FACULTY CLUB INC,,521 E 68TH STREET,,NEW YORK,NY,10021,884124,,3/1/18,2/29/20,40.76423694,-73.95535453,"(40.7642369427, -73.9553545304)"
1022452,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,CENTRAL FILING CLUB LTD,C/O BBDO NEW YORK,1285 AVENUE OF THE AMERICAS,,NEW YORK,NY,10019,884418,,3/1/18,2/29/20,40.76070483,-73.97989374,"(40.760704831, -73.9798937356)"
1022433,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,UKRAINIAN AMERICAN SOCCER,ASSOCIATION INC,122 2ND AVENUE GR FL,,NEW YORK,NY,10003,883898,,3/1/18,2/29/20,40.72816332,-73.98790286,"(40.7281633249, -73.9879028552)"
1272412,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,SOHO-LUDLOW INC,LUDLOW HOUSE/LIVING ROOM,139 LUDLOW ST,,NEW YORK,NY,10002,886227,5/19/16,5/1/18,4/30/20,40.72041297,-73.98816681,"(40.7204129704, -73.9881668076)"
1104448,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,PC CLUB INC,THE PHILLIPS CLUB,155 W 66TH ST-1ST FLOOR,,NEW YORK,NY,10023,886468,,5/1/18,4/30/20,40.77428069,-73.98305871,"(40.7742806852, -73.9830587054)"
1022440,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,SERGEANTS MESS OF THE 69TH INFANTRY INC.,,68 LEXINGTON AVENUE,2ND FLOOR,NEW YORK,NY,10010,887191,6/27/18,5/4/18,4/30/20,40.74106161,-73.98360934,"(40.7410616066, -73.9836093392)"
1292700,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,56TH STREET DINING CLUB INC,,432 PARK AVE,,NEW YORK,NY,10022,893126,8/24/16,8/1/18,7/31/20,40.74422,-73.98365,"(40.74422, -73.98365)"
1302912,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,CCC NFP INC,CCC CLUBHOUSE,1 PIER 76,,NEW YORK,NY,10018,887763,8/2/18,8/2/18,7/31/20,0,0,"(0.0, 0.0)"
1301959,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,WALL STREET OWNER INC,,63 WALL ST,,NEW YORK,NY,10005,887775,8/6/18,8/6/18,7/31/20,40.70579,-74.00859,"(40.70579, -74.00859)"
1293258,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,STUDIO 466 INC,,466 LEXINGTON AVE,3RD FLOOR,NEW YORK,NY,10017,899905,11/3/16,12/5/18,11/30/20,40.75374,-73.97456,"(40.75374, -73.97456)"
1022461,CLUB LIQUOR,243,CL,New York City,1,NEW YORK,WOMENS NATIONAL REPUBLICAN CLUB INC,,3 W 51ST STREET,,NEW YORK,NY,10019,900621,,3/1/19,2/28/21,40.75929954,-73.97691088,"(40.7592995411, -73.9769108836)"
1291836,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,TAQUERIA LOS JARRITOS INC,,121 NAGLE AVE,A,NEW YORK,NY,10040,863803,5/12/16,5/12/16,4/30/19,40.86061,-73.92697,"(40.86061, -73.92697)"
1292599,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,1290 6TH AVE TACOS LLC,DOS TOROS,1290 6TH AVE,,NEW YORK,NY,10019,863902,6/7/16,6/7/16,5/31/19,40.76085,-73.97962,"(40.76085, -73.97962)"
1294360,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,NEW TOASTIES DELI INC,,25 JOHN ST,,NEW YORK,NY,10038,863954,6/17/16,6/17/16,5/31/19,40.70972,-74.00861,"(40.70972, -74.00861)"
1291933,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,114 BAGEL & GRILL INC,BAGEL BELLY,114 3RD AVE,,NEW YORK,NY,10003,864014,7/5/16,7/5/16,6/30/19,40.73303,-73.9876,"(40.73303, -73.9876)"
1293573,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,119 WEST 40TH TACOS LLC,DOS TOROS,119 W 40TH ST,,NEW YORK,NY,10018,864347,9/22/16,9/22/16,8/31/19,40.75402,-73.9859,"(40.75402, -73.9859)"
1296450,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,18 PIZZA LLC,BRAVO KOSHER PIZZA,17 TRINITY PL,AKA 45 BROADWAY,NEW YORK,NY,10006,864346,9/22/16,9/22/16,8/31/19,40.70666,-74.01355,"(40.70666, -74.01355)"
1022940,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,AVERY 147 CORP,SWEET LIFE CAFE,147 CHRISTOPHER STREET,,NEW YORK,NY,10014,884841,,9/29/16,6/30/19,,,
1296448,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,MFKA ENTERPRISES INC,BRAVO PIZZA,360 7TH AVE,,NEW YORK,NY,10001,864393,9/30/16,9/30/16,8/31/19,40.74845,-73.9927,"(40.74845, -73.9927)"
1293638,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,LEXINGTON DELI INC,,1332 LEXINGTON AVE,,NEW YORK,NY,10128,885436,10/6/16,10/6/16,9/30/19,40.78137,-73.95439,"(40.78137, -73.95439)"
1295098,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,"BIG SLICE OF NEW YORK LLC, THE",,146 5TH AVE,,NEW YORK,NY,10011,864715,12/1/16,12/1/16,11/30/19,40.73939,-73.99137,"(40.73939, -73.99137)"
1295847,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,BAKER'S PIZZA INC,BAKER'S PIZZA,201 AVENUE A,SOUTH STORE,NEW YORK,NY,10009,864763,12/14/16,12/14/16,11/30/19,40.72943,-73.98125,"(40.72943, -73.98125)"
1297352,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,RACKSON RESTAURANTS LLC,BURGER KING,106 LIBERTY ST,,NEW YORK,NY,10006,864789,12/20/16,12/20/16,11/30/19,40.70969,-74.0119,"(40.70969, -74.0119)"
1022868,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,PEDRO J RODRIGUEZ,EL RINCONCITO RESTAURANT,408 E 10TH STREET,,NEW YORK,NY,10009,888158,,2/1/17,1/31/20,40.72566541,-73.97719158,"(40.7256654116, -73.977191583)"
1300224,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,ASFJ ENTERPRISES INC,BRAVO PIZZA,107 W 37TH ST,,NEW YORK,NY,10018,865137,3/17/17,3/17/17,2/29/20,40.75213,-73.98719,"(40.75213, -73.98719)"
1299920,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,668 6TH AVE TACOS LLC,DOS TOROS,668 6TH AVE,,NEW YORK,NY,10010,865267,4/7/17,4/7/17,3/31/20,40.74136,-73.99371,"(40.74136, -73.99371)"
1300782,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,MOUBARAK SOULFOOD RESTAURANT INC,DON RICO POLLO,588 MALCOLM X BLVD,,NEW YORK,NY,10037,865362,5/4/17,5/4/17,4/30/20,40.81705,-73.93852,"(40.81705, -73.93852)"
1297212,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,DESI DELI INC,DESI DELI PUNJABI DHABA,724 10TH AVE,,NEW YORK,NY,10019,865424,5/18/17,5/18/17,4/30/20,40.76433,-73.99182,"(40.76433, -73.99182)"
1299122,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,MILK AND HOPS 3 INC,,1159 1ST AVE,,NEW YORK,NY,10065,865449,5/23/17,5/23/17,4/30/20,40.76227,-73.9601,"(40.76227, -73.9601)"
1023049,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,RAY MANGANO 7TH AVE PIZZA CORP,FAMOUS ORIGINAL RAYS PIZZA,829 7TH AVENUE,,NEW YORK,NY,10019,891029,,6/1/17,5/31/20,,,
1302457,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,BROADWAY BBQ LLC,MIGHTY QUINN'S BARBEQUE,1407 BROADWAY,SPACE B,NEW YORK,NY,10018,881699,7/27/17,7/27/17,6/30/20,40.75315,-73.98744,"(40.75315, -73.98744)"
1297471,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,ZARAGOZA MEXICAN DELI & GROCERY INC,,215 AVENUE A,,NEW YORK,NY,10009,881767,8/14/17,8/14/17,7/31/20,40.73001,-73.98083,"(40.73001, -73.98083)"
1302357,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,SEAFLOWER FISH MARKET INC,,4127 BROADWAY,STORE 5,NEW YORK,NY,10033,881793,8/21/17,8/21/17,7/31/20,40.84579,-73.93878,"(40.84579, -73.93878)"
1023114,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,DANIELLOS PIZZERIA INC,DANIELLOS PIZZERIA,70 WEST 95TH STREET,,NEW YORK,NY,10025,893725,,10/1/17,9/30/20,40.79181,-73.96729417,"(40.791810001, -73.9672941663)"
1304153,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,RACKSON RESTAURANTS LLC,BURGER KING,474 7TH AVE,,NEW YORK,NY,10019,881999,10/11/17,10/11/17,9/30/20,40.75218,-73.98999,"(40.75218, -73.98999)"
1023074,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,TIHI RESTAURANT CORP,NEILS COFFEE SHOP,961 LEXINGTON AVENUE,,NEW YORK,NY,10021,894188,,10/12/17,9/30/20,40.76905985,-73.96310231,"(40.7690598454, -73.9631023056)"
1303076,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,LODGING CONCESSIONS LLC,HAMPTON INN NEW YORK,220 W 41ST ST,,NEW YORK,NY,10036,897511,10/30/17,10/31/17,9/30/20,40.75573,-73.98853,"(40.75573, -73.98853)"
1022750,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,CARRD ENTERPRISES INC,DON PEPI PIZZA,PENN STA GRAND CONCOURSE,,NEW YORK,NY,10001,895647,,12/1/17,11/30/20,40.7507815,-73.99440774,"(40.750781502, -73.9944077444)"
1293878,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,HOWLING INC,WOLFNIGHTS,99 RIVINGTON ST,AKA 127 LUDLOW ST,NEW YORK,NY,10002,882323,12/19/17,12/19/17,11/30/20,40.72002,-73.98839,"(40.72002, -73.98839)"
1305933,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,MY NOODLE STATION INC,MY NOODLE STATION,19 ELDRIDGE ST,,NEW YORK,NY,10002,882373,1/4/18,1/4/18,12/31/20,40.715,-73.99369,"(40.715, -73.99369)"
1307275,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,LA LOMITA MEXICAN DELI CORP,,3866-68 10TH AVE,,NEW YORK,NY,10034,882600,3/2/18,3/2/18,2/28/21,40.8642,-73.91936,"(40.8642, -73.91936)"
1306181,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,NO 1 CALLE 191 PESCADERIA INC,NO 1 CALLE 191 PESCADERIA,1609 ST NICHOLAS AVENUE,STORE 4,NEW YORK,NY,10040,882627,3/13/18,3/13/18,2/28/21,40.85517,-73.92994,"(40.85517, -73.92994)"
1307996,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,LUCERO FOOD CORP,JOE JUNIOR RESTAURANT,167 3RD AVE,,NEW YORK,NY,10003,882770,4/19/18,4/19/18,3/31/21,40.73467,-73.98596,"(40.73467, -73.98596)"
1308868,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,YOU TONG LIN,NEW SPRING BOY CHINESE RESTAURANT,81 ALLEN ST,,NEW YORK,NY,10002,882797,4/27/18,4/27/18,3/31/21,40.718,-73.99128,"(40.718, -73.99128)"
1023003,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,CHRISTINE INC,OLIVE TREE,1420 BROADWAY,,NEW YORK,NY,10018,900209,8/30/17,6/1/18,5/31/21,,,
1104551,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,COFFIELD INC,CAFE CELLO,48 WEST 46TH STREET,6TH AVENUE & 46TH STREET,NEW YORK,NY,10036,899609,,6/1/18,5/31/21,40.75662293,-73.98057965,"(40.7566229335, -73.9805796535)"
1023101,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,BARNEY GREENGRASS INC,,541 AMSTERDAM AVE,,NEW YORK,NY,10024,900350,,7/1/18,6/30/21,40.78767789,-73.97493607,"(40.7876778883, -73.9749360715)"
1023084,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,J D & G FOODS INC,PRIMAVERA PIZZA & PASTA,1005 2ND AVENUE,,NEW YORK,NY,10022,901156,,7/1/18,6/30/21,40.7568882,-73.96712866,"(40.7568882005, -73.9671286591)"
1310277,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,RED VELVET PRODUCTIONS LLC,OLIVE'S,225 LIBERTY ST,STE 253,NEW YORK,NY,10281,883079,7/12/18,7/12/18,6/30/21,40.71156,-74.01533,"(40.71156, -74.01533)"
1022752,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,DON PEPI DELI INC,DON PEPI'S DELICATESSEN,PENN STA MAIN CONCOURSE,,NEW YORK,NY,10001,900175,,8/1/18,7/31/21,40.7507815,-73.99440774,"(40.750781502, -73.9944077444)"
1023162,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,POST BILLIARDS CAFE INC,,154 POST AVENUE,,NEW YORK,NY,10034,908925,,11/1/18,10/31/21,40.86493093,-73.91918074,"(40.8649309347, -73.9191807435)"
1313041,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,HMSDS USA CORP,CAFE WATER,130 WATER ST,,NEW YORK,NY,10005,903538,11/9/18,11/9/18,10/31/21,40.70564,-74.00702,"(40.70564, -74.00702)"
1313752,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,HARI 1 INC,HARI DELI,255 W 36TH ST,,NEW YORK,NY,10018,903786,1/18/19,1/18/19,12/31/21,40.75281,-73.99069,"(40.75281, -73.99069)"
1291672,EATING PLACE BEER,141,EB,New York City,1,NEW YORK,636 LEXINGTON TACOS LLC,DOS TOROS,636 LEXINGTON AVE,,NEW YORK,NY,10022,912796,2/17/16,2/1/19,1/31/22,40.68944,-73.93444,"(40.68944, -73.93444)"
1297644,"FARM DISTILLER ""D""",207,DD,New York City,1,NEW YORK,OUR/NEW YORK VODKA LLC,OUR/NEW YORK,151 W 26TH ST,,NEW YORK,NY,10001,882778,4/23/18,4/23/18,3/31/21,40.74573,-73.99335,"(40.74573, -73.99335)"
1295732,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,444 TENTH F&B LLC,THE HUDSON BAR ROOM,444 10TH AVE,,NEW YORK,NY,10001,841442,2/14/17,2/14/17,1/31/19,40.75506,-73.99871,"(40.75506, -73.99871)"
1023437,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"SHERRY NETHERLAND INC,THE",THE SHERRY NETHERLAND HOTEL,781 5TH AVENUE,,NEW YORK,NY,10022,872029,,3/1/17,2/28/19,40.76443527,-73.97281224,"(40.7644352724, -73.9728122446)"
1023383,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,SILVER AUTUMN HOTEL N Y CORPORATION LTD,WARWICK NEW YORK HOTEL,65 W 54TH STREET,,NEW YORK,NY,10019,871295,,3/1/17,2/28/19,40.76196935,-73.97738399,"(40.7619693496, -73.9773839938)"
1296144,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,NYC HOSPITALITY SERVICES LLC,HYATT HOUSE NEW YORK/CHELSEA,815 AVENUE OF THE AMERICAS,,NEW YORK,NY,10001,870646,3/15/17,3/15/17,2/28/19,40.61495,-73.96607,"(40.61495, -73.96607)"
1292790,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,NEW YORK MIDTOWN HOTEL LLC & GRGNY2 LLC,LUMA HOTEL - TIMES SQ/ORTZI RESTAURANT & BAR,120 W 41ST ST,,NEW YORK,NY,10036,861639,4/4/17,4/4/17,3/31/19,40.71161,-74.01497,"(40.71161, -74.01497)"
1299505,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,WASHINGTON JEFFERSON HOTEL LLC,,318 W 51ST ST,,NEW YORK,NY,10019,861674,4/13/17,4/13/17,3/31/19,40.76326,-73.98671,"(40.76326, -73.98671)"
1298196,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"215 CHRYSTIE LLC,IS CHRYSTIE ST MANAGEMENT LLC &",VS-CHRYSTIE LLC; DBA: THE PUBLIC NEW YORK,215 CHRYSTIE ST,,NEW YORK,NY,10002,861710,4/25/17,4/25/17,3/31/19,40.72251,-73.99162,"(40.72251, -73.99162)"
1300384,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"BRIDGEVIEW HOTEL LLC,DJD 50 BOWERY LLC&JOIE DE VIV",#NAME?,50 BOWERY,LOBBY LEVEL,NEW YORK,NY,10013,861809,5/12/17,5/12/17,4/30/19,40.71582,-73.99656,"(40.71582, -73.99656)"
1023300,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,THE MERCER I LLC,& MERCER KITCHEN LLC,147 MERCER ST,AKA 99 PRINCE STREET,NEW YORK,NY,10012,874282,,6/1/17,5/31/19,40.72479934,-73.99853309,"(40.724799343, -73.9985330904)"
1299324,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,NEW YORK LESSEE LLC AND HILTON MANAGEMENT LLC,NEW YORK HILTON MIDTOWN,1335 AVENUE OF THE AMERICAS,,NEW YORK,NY,10019,877128,7/18/17,7/18/17,6/30/19,40.76245,-73.97863,"(40.76245, -73.97863)"
1023402,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,CITILIGHTS CAFE INC,,500 E 62ND STREET,,NEW YORK,NY,10021,876618,,8/1/17,7/31/19,40.76047332,-73.95835495,"(40.7604733242, -73.9583549511)"
1023327,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,FITZPATRICK MGT NORTH AMERICA LLC,& HOTEL GRAND CENTRAL LLC,141 EAST 44TH STREET,,NEW YORK,NY,10017,876928,,8/1/17,7/31/19,40.75247223,-73.97435801,"(40.7524722262, -73.9743580125)"
1023278,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,STANFORD NEW YORK LLC,HOTEL STANFORD,43 WEST 32ND STREET,2ND FL,NEW YORK,NY,10001,876738,,8/1/17,7/31/19,40.74814229,-73.987714,"(40.7481422927, -73.9877140028)"
1295928,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,44 W 29 LLC,MADE HOTEL/ FERRIS/ PAPER COFFEE/ GOOD BEHAVIOR,44 W 29TH ST,,NEW YORK,NY,10001,862242,8/18/17,8/18/17,7/31/19,40.74631,-73.98948,"(40.74631, -73.98948)"
1303653,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,44TH STREET HOTEL LESSEE LP & HIGHGATE HOTELS LP,ROYALTON NEW YORK,44 W 44TH ST,,NEW YORK,NY,10036,862345,9/11/17,9/11/17,8/31/19,40.75564,-73.98223,"(40.75564, -73.98223)"
1300479,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,LOEWS REGENCY NY HOTEL LLC,LOEWS REGENCY HOTEL,540 PARK AVE,,NEW YORK,NY,10065,862352,9/12/17,9/12/17,8/31/19,40.76441,-73.96904,"(40.76441, -73.96904)"
1302819,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,485 SEVENTH AVE ASSOC LLC & SEVENTH AVE HOSP LLC,MOXY TIMES SQUARE,485 7TH AVE,,NEW YORK,NY,10018,862411,9/20/17,9/20/17,8/31/19,40.75238,-73.98939,"(40.75238, -73.98939)"
1303281,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,444 PARK AVENUE SOUTH ASSOCIATES LLC,MONDRIAN PARK AVENUE,444 PARK AVE S,,NEW YORK,NY,10016,877380,9/20/17,9/20/17,8/31/19,40.7448,-73.98324,"(40.7448, -73.98324)"
1301467,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,"AI IV LLC, AI OPERATING IV LLC & AI MANAGER IV LLC",HILTON GARDEN INN,6 WATER ST,,NEW YORK,NY,10004,877386,9/21/17,9/21/17,8/31/19,40.70289,-74.01229,"(40.70289, -74.01229)"
1299517,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,47TH STREET MANAGEMENT CO LLC,HOTEL EDISON,228 W 47TH ST,,NEW YORK,NY,10036,862444,9/26/17,9/26/17,8/31/19,40.75972,-73.98612,"(40.75972, -73.98612)"
1023308,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,KITANO ARMS CORP,HOTEL KITANO,66 PARK AVENUE,,NEW YORK,NY,10016,881868,,10/1/17,9/30/19,40.74964683,-73.97967673,"(40.7496468276, -73.9796767338)"
1302818,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,SNRP WEST 37 LLC & BALLINTEER CORP,HILTON GARDEN INN NEW YORK/TIMES SQUARE SOUTH,326 330 W 37TH ST,,NEW YORK,NY,10018,862511,10/11/17,10/11/17,9/30/19,0,0,"(0.0, 0.0)"
1023396,HOTEL LIQUOR,242,HL,New York City,1,NEW YORK,WEST 57TH HOTEL L P,THE INN ON 57TH STEET,426 440 W 57TH ST,,NEW YORK,NY,10019,883292,,11/1/17,10/31/19,40.76840731,-73.98688836,"(40.7684073067, -73.9868883583)"
