GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Lower contract rent quartile,Margin of Error; Lower contract rent quartile
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",814,265
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",320,31
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",926,46
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",1547,240
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",-,**
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",246,22
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",256,31
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",-,**
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",280,17
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",230,22
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",318,114
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",471,185
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",374,200
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",481,255
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",496,311
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",547,450
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",263,92
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",-,**
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",639,178
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",567,227
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",192,49
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",454,145
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",645,248
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",832,828
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",1707,267
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",1647,141
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",969,332
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",1072,783
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",964,184
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",337,99
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",2021,591
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",1195,1005
1500000US360610032002,360610032002,"Block Group 2, Census Tract 32, New York County, New York",1020,404
1500000US360610032003,360610032003,"Block Group 3, Census Tract 32, New York County, New York",709,39
1500000US360610032004,360610032004,"Block Group 4, Census Tract 32, New York County, New York",867,260
1500000US360610032005,360610032005,"Block Group 5, Census Tract 32, New York County, New York",744,373
1500000US360610032006,360610032006,"Block Group 6, Census Tract 32, New York County, New York",1138,176
1500000US360610032007,360610032007,"Block Group 7, Census Tract 32, New York County, New York",814,94
1500000US360610033001,360610033001,"Block Group 1, Census Tract 33, New York County, New York",2470,946
1500000US360610033002,360610033002,"Block Group 2, Census Tract 33, New York County, New York",713,156
1500000US360610033003,360610033003,"Block Group 3, Census Tract 33, New York County, New York",-,**
1500000US360610034001,360610034001,"Block Group 1, Census Tract 34, New York County, New York",1030,703
1500000US360610034002,360610034002,"Block Group 2, Census Tract 34, New York County, New York",-,**
1500000US360610034003,360610034003,"Block Group 3, Census Tract 34, New York County, New York",944,140
1500000US360610034004,360610034004,"Block Group 4, Census Tract 34, New York County, New York",1110,684
1500000US360610036011,360610036011,"Block Group 1, Census Tract 36.01, New York County, New York",425,183
1500000US360610036012,360610036012,"Block Group 2, Census Tract 36.01, New York County, New York",521,183
1500000US360610036013,360610036013,"Block Group 3, Census Tract 36.01, New York County, New York",379,101
1500000US360610036021,360610036021,"Block Group 1, Census Tract 36.02, New York County, New York",1179,248
1500000US360610036022,360610036022,"Block Group 2, Census Tract 36.02, New York County, New York",637,176
1500000US360610037000,360610037000,"Block Group 0, Census Tract 37, New York County, New York",-,**
1500000US360610037001,360610037001,"Block Group 1, Census Tract 37, New York County, New York",1176,575
1500000US360610037002,360610037002,"Block Group 2, Census Tract 37, New York County, New York",1701,660
1500000US360610037003,360610037003,"Block Group 3, Census Tract 37, New York County, New York",2111,113
1500000US360610038001,360610038001,"Block Group 1, Census Tract 38, New York County, New York",1137,784
1500000US360610038002,360610038002,"Block Group 2, Census Tract 38, New York County, New York",1563,808
1500000US360610038003,360610038003,"Block Group 3, Census Tract 38, New York County, New York",606,205
1500000US360610038004,360610038004,"Block Group 4, Census Tract 38, New York County, New York",985,533
1500000US360610038005,360610038005,"Block Group 5, Census Tract 38, New York County, New York",1575,454
1500000US360610038006,360610038006,"Block Group 6, Census Tract 38, New York County, New York",1207,929
1500000US360610038007,360610038007,"Block Group 7, Census Tract 38, New York County, New York",706,376
1500000US360610039000,360610039000,"Block Group 0, Census Tract 39, New York County, New York",-,**
1500000US360610039001,360610039001,"Block Group 1, Census Tract 39, New York County, New York",1912,489
1500000US360610039002,360610039002,"Block Group 2, Census Tract 39, New York County, New York",1049,398
1500000US360610039003,360610039003,"Block Group 3, Census Tract 39, New York County, New York",1165,425
1500000US360610039004,360610039004,"Block Group 4, Census Tract 39, New York County, New York",780,254
1500000US360610040001,360610040001,"Block Group 1, Census Tract 40, New York County, New York",1850,885
1500000US360610040002,360610040002,"Block Group 2, Census Tract 40, New York County, New York",1512,263
1500000US360610040003,360610040003,"Block Group 3, Census Tract 40, New York County, New York",-,**
1500000US360610040004,360610040004,"Block Group 4, Census Tract 40, New York County, New York",1583,221
1500000US360610040005,360610040005,"Block Group 5, Census Tract 40, New York County, New York",919,223
1500000US360610040006,360610040006,"Block Group 6, Census Tract 40, New York County, New York",1148,495
1500000US360610041001,360610041001,"Block Group 1, Census Tract 41, New York County, New York",619,108
1500000US360610041002,360610041002,"Block Group 2, Census Tract 41, New York County, New York",384,150
1500000US360610041003,360610041003,"Block Group 3, Census Tract 41, New York County, New York",798,270
1500000US360610041004,360610041004,"Block Group 4, Census Tract 41, New York County, New York",446,346
1500000US360610041005,360610041005,"Block Group 5, Census Tract 41, New York County, New York",807,486
1500000US360610041006,360610041006,"Block Group 6, Census Tract 41, New York County, New York",889,778
1500000US360610042001,360610042001,"Block Group 1, Census Tract 42, New York County, New York",875,420
1500000US360610042002,360610042002,"Block Group 2, Census Tract 42, New York County, New York",2501,257
1500000US360610043001,360610043001,"Block Group 1, Census Tract 43, New York County, New York",1302,179
1500000US360610043002,360610043002,"Block Group 2, Census Tract 43, New York County, New York",-,**
1500000US360610043003,360610043003,"Block Group 3, Census Tract 43, New York County, New York",674,582
1500000US360610044000,360610044000,"Block Group 0, Census Tract 44, New York County, New York",-,**
1500000US360610044001,360610044001,"Block Group 1, Census Tract 44, New York County, New York",1746,106
1500000US360610044002,360610044002,"Block Group 2, Census Tract 44, New York County, New York",1496,320
1500000US360610044003,360610044003,"Block Group 3, Census Tract 44, New York County, New York",1580,188
1500000US360610044004,360610044004,"Block Group 4, Census Tract 44, New York County, New York",1726,742
1500000US360610044005,360610044005,"Block Group 5, Census Tract 44, New York County, New York",1708,285
1500000US360610044006,360610044006,"Block Group 6, Census Tract 44, New York County, New York",1436,969
1500000US360610044007,360610044007,"Block Group 7, Census Tract 44, New York County, New York",1372,92
1500000US360610044008,360610044008,"Block Group 8, Census Tract 44, New York County, New York",1764,174
1500000US360610045001,360610045001,"Block Group 1, Census Tract 45, New York County, New York",832,297
1500000US360610047001,360610047001,"Block Group 1, Census Tract 47, New York County, New York",533,257
1500000US360610047002,360610047002,"Block Group 2, Census Tract 47, New York County, New York",1768,804
1500000US360610048001,360610048001,"Block Group 1, Census Tract 48, New York County, New York",1924,716
1500000US360610048002,360610048002,"Block Group 2, Census Tract 48, New York County, New York",1722,193
1500000US360610048003,360610048003,"Block Group 3, Census Tract 48, New York County, New York",1188,304
1500000US360610048004,360610048004,"Block Group 4, Census Tract 48, New York County, New York",1738,674
1500000US360610048005,360610048005,"Block Group 5, Census Tract 48, New York County, New York",688,488
1500000US360610048006,360610048006,"Block Group 6, Census Tract 48, New York County, New York",1052,356
1500000US360610048007,360610048007,"Block Group 7, Census Tract 48, New York County, New York",-,**
1500000US360610049001,360610049001,"Block Group 1, Census Tract 49, New York County, New York",-,**
1500000US360610049002,360610049002,"Block Group 2, Census Tract 49, New York County, New York",1037,552
1500000US360610049003,360610049003,"Block Group 3, Census Tract 49, New York County, New York",838,362
1500000US360610050001,360610050001,"Block Group 1, Census Tract 50, New York County, New York",1587,909
1500000US360610050002,360610050002,"Block Group 2, Census Tract 50, New York County, New York",1388,649
1500000US360610050003,360610050003,"Block Group 3, Census Tract 50, New York County, New York",2298,317
1500000US360610050004,360610050004,"Block Group 4, Census Tract 50, New York County, New York",-,**
1500000US360610050005,360610050005,"Block Group 5, Census Tract 50, New York County, New York",1735,401
1500000US360610052001,360610052001,"Block Group 1, Census Tract 52, New York County, New York",2809,374
1500000US360610052002,360610052002,"Block Group 2, Census Tract 52, New York County, New York",1401,643
1500000US360610054001,360610054001,"Block Group 1, Census Tract 54, New York County, New York",2153,790
1500000US360610054002,360610054002,"Block Group 2, Census Tract 54, New York County, New York",1166,598
1500000US360610054003,360610054003,"Block Group 3, Census Tract 54, New York County, New York",1614,448
1500000US360610055011,360610055011,"Block Group 1, Census Tract 55.01, New York County, New York",2769,308
1500000US360610055012,360610055012,"Block Group 2, Census Tract 55.01, New York County, New York",1305,126
1500000US360610055013,360610055013,"Block Group 3, Census Tract 55.01, New York County, New York",1722,206
1500000US360610055021,360610055021,"Block Group 1, Census Tract 55.02, New York County, New York",641,185
1500000US360610055022,360610055022,"Block Group 2, Census Tract 55.02, New York County, New York",1740,1339
1500000US360610056001,360610056001,"Block Group 1, Census Tract 56, New York County, New York",325,297
1500000US360610056002,360610056002,"Block Group 2, Census Tract 56, New York County, New York",-,**
1500000US360610056003,360610056003,"Block Group 3, Census Tract 56, New York County, New York",-,**
1500000US360610057001,360610057001,"Block Group 1, Census Tract 57, New York County, New York",1888,416
1500000US360610057002,360610057002,"Block Group 2, Census Tract 57, New York County, New York",2194,287
1500000US360610058001,360610058001,"Block Group 1, Census Tract 58, New York County, New York",940,756
1500000US360610059001,360610059001,"Block Group 1, Census Tract 59, New York County, New York",1820,456
1500000US360610059002,360610059002,"Block Group 2, Census Tract 59, New York County, New York",1686,175
1500000US360610059003,360610059003,"Block Group 3, Census Tract 59, New York County, New York",1514,395
1500000US360610059004,360610059004,"Block Group 4, Census Tract 59, New York County, New York",766,14
1500000US360610059005,360610059005,"Block Group 5, Census Tract 59, New York County, New York",864,653
1500000US360610060000,360610060000,"Block Group 0, Census Tract 60, New York County, New York",-,**
1500000US360610060001,360610060001,"Block Group 1, Census Tract 60, New York County, New York",1883,282
1500000US360610060002,360610060002,"Block Group 2, Census Tract 60, New York County, New York",2015,349
1500000US360610060003,360610060003,"Block Group 3, Census Tract 60, New York County, New York",1631,145
1500000US360610061001,360610061001,"Block Group 1, Census Tract 61, New York County, New York",2153,445
1500000US360610061002,360610061002,"Block Group 2, Census Tract 61, New York County, New York",2022,1663
1500000US360610061003,360610061003,"Block Group 3, Census Tract 61, New York County, New York",2113,496
1500000US360610062000,360610062000,"Block Group 0, Census Tract 62, New York County, New York",-,**
1500000US360610062001,360610062001,"Block Group 1, Census Tract 62, New York County, New York",1583,76
1500000US360610062002,360610062002,"Block Group 2, Census Tract 62, New York County, New York",2019,240
1500000US360610063001,360610063001,"Block Group 1, Census Tract 63, New York County, New York",2192,125
1500000US360610063002,360610063002,"Block Group 2, Census Tract 63, New York County, New York",1158,484
1500000US360610063003,360610063003,"Block Group 3, Census Tract 63, New York County, New York",911,683
1500000US360610063004,360610063004,"Block Group 4, Census Tract 63, New York County, New York",1027,158
1500000US360610063005,360610063005,"Block Group 5, Census Tract 63, New York County, New York",1082,339
1500000US360610064001,360610064001,"Block Group 1, Census Tract 64, New York County, New York",2179,251
1500000US360610064002,360610064002,"Block Group 2, Census Tract 64, New York County, New York",-,**
1500000US360610064003,360610064003,"Block Group 3, Census Tract 64, New York County, New York",1300,95
1500000US360610064004,360610064004,"Block Group 4, Census Tract 64, New York County, New York",1830,893
1500000US360610064005,360610064005,"Block Group 5, Census Tract 64, New York County, New York",1339,768
1500000US360610064006,360610064006,"Block Group 6, Census Tract 64, New York County, New York",1344,604
1500000US360610065001,360610065001,"Block Group 1, Census Tract 65, New York County, New York",2325,480
1500000US360610065002,360610065002,"Block Group 2, Census Tract 65, New York County, New York",846,172
1500000US360610065003,360610065003,"Block Group 3, Census Tract 65, New York County, New York",1576,605
1500000US360610065004,360610065004,"Block Group 4, Census Tract 65, New York County, New York",2082,96
1500000US360610065005,360610065005,"Block Group 5, Census Tract 65, New York County, New York",1712,253
1500000US360610066001,360610066001,"Block Group 1, Census Tract 66, New York County, New York",2065,429
1500000US360610066002,360610066002,"Block Group 2, Census Tract 66, New York County, New York",-,**
1500000US360610066003,360610066003,"Block Group 3, Census Tract 66, New York County, New York",1388,273
1500000US360610066004,360610066004,"Block Group 4, Census Tract 66, New York County, New York",1735,537
1500000US360610066005,360610066005,"Block Group 5, Census Tract 66, New York County, New York",1944,539
1500000US360610066006,360610066006,"Block Group 6, Census Tract 66, New York County, New York",-,**
1500000US360610066007,360610066007,"Block Group 7, Census Tract 66, New York County, New York",176,46
1500000US360610066008,360610066008,"Block Group 8, Census Tract 66, New York County, New York",271,31
1500000US360610066009,360610066009,"Block Group 9, Census Tract 66, New York County, New York",-,**
1500000US360610067001,360610067001,"Block Group 1, Census Tract 67, New York County, New York",1558,740
1500000US360610067002,360610067002,"Block Group 2, Census Tract 67, New York County, New York",-,**
1500000US360610067003,360610067003,"Block Group 3, Census Tract 67, New York County, New York",2116,116
1500000US360610067004,360610067004,"Block Group 4, Census Tract 67, New York County, New York",-,**
1500000US360610068001,360610068001,"Block Group 1, Census Tract 68, New York County, New York",2547,854
1500000US360610068002,360610068002,"Block Group 2, Census Tract 68, New York County, New York",1288,636
1500000US360610068003,360610068003,"Block Group 3, Census Tract 68, New York County, New York",2362,1103
1500000US360610068004,360610068004,"Block Group 4, Census Tract 68, New York County, New York",364,199
1500000US360610068005,360610068005,"Block Group 5, Census Tract 68, New York County, New York",-,**
1500000US360610068006,360610068006,"Block Group 6, Census Tract 68, New York County, New York",1734,322
1500000US360610069000,360610069000,"Block Group 0, Census Tract 69, New York County, New York",-,**
1500000US360610069001,360610069001,"Block Group 1, Census Tract 69, New York County, New York",1268,704
1500000US360610070001,360610070001,"Block Group 1, Census Tract 70, New York County, New York",2511,422
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",1382,726
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",1136,207
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",611,532
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",1977,348
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",1454,790
1500000US360610071001,360610071001,"Block Group 1, Census Tract 71, New York County, New York",1167,1040
1500000US360610071002,360610071002,"Block Group 2, Census Tract 71, New York County, New York",1144,423
1500000US360610071003,360610071003,"Block Group 3, Census Tract 71, New York County, New York",822,461
1500000US360610071004,360610071004,"Block Group 4, Census Tract 71, New York County, New York",1196,422
1500000US360610071005,360610071005,"Block Group 5, Census Tract 71, New York County, New York",1188,902
1500000US360610072001,360610072001,"Block Group 1, Census Tract 72, New York County, New York",3057,1977
1500000US360610072002,360610072002,"Block Group 2, Census Tract 72, New York County, New York",2084,459
1500000US360610072003,360610072003,"Block Group 3, Census Tract 72, New York County, New York",1272,207
1500000US360610072004,360610072004,"Block Group 4, Census Tract 72, New York County, New York",1229,965
1500000US360610072005,360610072005,"Block Group 5, Census Tract 72, New York County, New York",1926,1232
1500000US360610072006,360610072006,"Block Group 6, Census Tract 72, New York County, New York",2138,1866
1500000US360610072007,360610072007,"Block Group 7, Census Tract 72, New York County, New York",2048,400
1500000US360610073001,360610073001,"Block Group 1, Census Tract 73, New York County, New York",1054,789
1500000US360610073002,360610073002,"Block Group 2, Census Tract 73, New York County, New York",1372,512
1500000US360610073003,360610073003,"Block Group 3, Census Tract 73, New York County, New York",1820,292
1500000US360610073004,360610073004,"Block Group 4, Census Tract 73, New York County, New York",936,309
1500000US360610073005,360610073005,"Block Group 5, Census Tract 73, New York County, New York",1101,173
1500000US360610073006,360610073006,"Block Group 6, Census Tract 73, New York County, New York",1301,553
1500000US360610074001,360610074001,"Block Group 1, Census Tract 74, New York County, New York",2195,594
1500000US360610074002,360610074002,"Block Group 2, Census Tract 74, New York County, New York",1857,334
1500000US360610074003,360610074003,"Block Group 3, Census Tract 74, New York County, New York",2889,597
1500000US360610075000,360610075000,"Block Group 0, Census Tract 75, New York County, New York",-,**
1500000US360610075001,360610075001,"Block Group 1, Census Tract 75, New York County, New York",1715,143
1500000US360610075002,360610075002,"Block Group 2, Census Tract 75, New York County, New York",1337,523
1500000US360610075003,360610075003,"Block Group 3, Census Tract 75, New York County, New York",-,**
1500000US360610076001,360610076001,"Block Group 1, Census Tract 76, New York County, New York",1950,781
1500000US360610076002,360610076002,"Block Group 2, Census Tract 76, New York County, New York",668,147
1500000US360610077001,360610077001,"Block Group 1, Census Tract 77, New York County, New York",1497,221
1500000US360610077002,360610077002,"Block Group 2, Census Tract 77, New York County, New York",1238,580
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",1798,209
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",-,**
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",2266,488
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",-,**
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",2095,347
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",1911,541
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",1672,1049
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",291,236
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",2074,1531
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",-,**
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",-,**
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",3403,284
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",988,153
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",738,155
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",-,**
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",1708,385
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",1842,463
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",1763,698
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",1893,327
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",1732,628
1500000US360610081001,360610081001,"Block Group 1, Census Tract 81, New York County, New York",-,**
1500000US360610081002,360610081002,"Block Group 2, Census Tract 81, New York County, New York",885,135
1500000US360610081003,360610081003,"Block Group 3, Census Tract 81, New York County, New York",-,**
1500000US360610081004,360610081004,"Block Group 4, Census Tract 81, New York County, New York",680,415
1500000US360610081005,360610081005,"Block Group 5, Census Tract 81, New York County, New York",1308,619
1500000US360610081006,360610081006,"Block Group 6, Census Tract 81, New York County, New York",1513,312
1500000US360610082001,360610082001,"Block Group 1, Census Tract 82, New York County, New York",2556,260
1500000US360610082002,360610082002,"Block Group 2, Census Tract 82, New York County, New York",2334,322
1500000US360610082003,360610082003,"Block Group 3, Census Tract 82, New York County, New York",1767,1164
1500000US360610083001,360610083001,"Block Group 1, Census Tract 83, New York County, New York",1143,583
1500000US360610083002,360610083002,"Block Group 2, Census Tract 83, New York County, New York",1357,977
1500000US360610083003,360610083003,"Block Group 3, Census Tract 83, New York County, New York",306,57
1500000US360610084001,360610084001,"Block Group 1, Census Tract 84, New York County, New York",-,**
1500000US360610084002,360610084002,"Block Group 2, Census Tract 84, New York County, New York",2848,366
1500000US360610086010,360610086010,"Block Group 0, Census Tract 86.01, New York County, New York",-,**
1500000US360610086011,360610086011,"Block Group 1, Census Tract 86.01, New York County, New York",3081,84
1500000US360610086012,360610086012,"Block Group 2, Census Tract 86.01, New York County, New York",3123,72
1500000US360610086020,360610086020,"Block Group 0, Census Tract 86.02, New York County, New York",-,**
1500000US360610086021,360610086021,"Block Group 1, Census Tract 86.02, New York County, New York",-,**
1500000US360610086030,360610086030,"Block Group 0, Census Tract 86.03, New York County, New York",-,**
1500000US360610086031,360610086031,"Block Group 1, Census Tract 86.03, New York County, New York",1370,151
1500000US360610086032,360610086032,"Block Group 2, Census Tract 86.03, New York County, New York",2606,874
