GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07
Id,Id2,Geography,Estimate; Total:,Estimate; Native:,Estimate; Native: - Allocated,Estimate; Native: - Not allocated,Estimate; Foreign born:,Estimate; Foreign born: - Allocated,Estimate; Foreign born: - Not allocated
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",475,132,15,117,343,19,324
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",437,63,0,63,374,13,361
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",851,193,59,134,658,49,609
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",667,98,0,98,569,145,424
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,0,0,0,0,0,0
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",790,43,9,34,747,98,649
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",1091,40,21,19,1051,0,1051
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",542,0,0,0,542,0,542
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,0,0,0,0,0,0
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",810,64,6,58,746,140,606
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",1195,123,25,98,1072,92,980
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,0,0,0,0,0,0
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",1804,67,0,67,1737,247,1490
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",486,18,0,18,468,71,397
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",951,17,0,17,934,152,782
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",916,46,0,46,870,123,747
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",383,0,0,0,383,74,309
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",631,52,36,16,579,245,334
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",346,0,0,0,346,0,346
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",423,8,8,0,415,95,320
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",246,16,0,16,230,26,204
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",375,31,0,31,344,59,285
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",1213,0,0,0,1213,190,1023
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",635,23,0,23,612,35,577
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,0,0,0,0,0,0
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",1253,530,93,437,723,56,667
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",419,216,39,177,203,0,203
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",418,239,41,198,179,34,145
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",663,56,20,36,607,71,536
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",1107,33,0,33,1074,137,937
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",655,56,0,56,599,101,498
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",349,89,6,83,260,24,236
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",461,243,0,243,218,34,184
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",1120,418,154,264,702,52,650
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",615,116,22,94,499,53,446
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,0,0,0,0,0,0
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",997,486,0,486,511,17,494
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",669,355,125,230,314,11,303
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,0,0,0,0,0,0
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",1690,197,113,84,1493,300,1193
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",354,70,9,61,284,85,199
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",551,214,35,179,337,32,305
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",822,221,88,133,601,54,547
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",642,277,99,178,365,34,331
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",636,155,0,155,481,31,450
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",954,100,18,82,854,82,772
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",762,26,13,13,736,36,700
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",231,67,0,67,164,24,140
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",503,156,0,156,347,49,298
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",430,134,11,123,296,4,292
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",979,402,0,402,577,63,514
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",630,84,5,79,546,105,441
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",1178,15,0,15,1163,79,1084
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",1535,28,28,0,1507,204,1303
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",877,38,0,38,839,124,715
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",207,56,1,55,151,0,151
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",463,47,33,14,416,121,295
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",233,21,0,21,212,34,178
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",560,90,0,90,470,47,423
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",481,13,2,11,468,42,426
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",575,116,20,96,459,29,430
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",769,70,8,62,699,134,565
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",276,0,0,0,276,0,276
1500000US360610032002,360610032002,"Block Group 2, Census Tract 32, New York County, New York",165,0,0,0,165,0,165
1500000US360610032003,360610032003,"Block Group 3, Census Tract 32, New York County, New York",532,88,0,88,444,0,444
1500000US360610032004,360610032004,"Block Group 4, Census Tract 32, New York County, New York",155,0,0,0,155,0,155
1500000US360610032005,360610032005,"Block Group 5, Census Tract 32, New York County, New York",168,2,0,2,166,55,111
1500000US360610032006,360610032006,"Block Group 6, Census Tract 32, New York County, New York",605,60,0,60,545,47,498
1500000US360610032007,360610032007,"Block Group 7, Census Tract 32, New York County, New York",243,0,0,0,243,33,210
1500000US360610033001,360610033001,"Block Group 1, Census Tract 33, New York County, New York",779,88,32,56,691,112,579
1500000US360610033002,360610033002,"Block Group 2, Census Tract 33, New York County, New York",161,0,0,0,161,22,139
1500000US360610033003,360610033003,"Block Group 3, Census Tract 33, New York County, New York",246,15,0,15,231,15,216
1500000US360610034001,360610034001,"Block Group 1, Census Tract 34, New York County, New York",695,86,33,53,609,31,578
1500000US360610034002,360610034002,"Block Group 2, Census Tract 34, New York County, New York",460,159,0,159,301,23,278
1500000US360610034003,360610034003,"Block Group 3, Census Tract 34, New York County, New York",452,233,63,170,219,0,219
1500000US360610034004,360610034004,"Block Group 4, Census Tract 34, New York County, New York",421,26,0,26,395,0,395
1500000US360610036011,360610036011,"Block Group 1, Census Tract 36.01, New York County, New York",439,55,9,46,384,121,263
1500000US360610036012,360610036012,"Block Group 2, Census Tract 36.01, New York County, New York",387,9,0,9,378,26,352
1500000US360610036013,360610036013,"Block Group 3, Census Tract 36.01, New York County, New York",497,71,21,50,426,17,409
1500000US360610036021,360610036021,"Block Group 1, Census Tract 36.02, New York County, New York",332,36,7,29,296,39,257
1500000US360610036022,360610036022,"Block Group 2, Census Tract 36.02, New York County, New York",477,66,52,14,411,60,351
1500000US360610037000,360610037000,"Block Group 0, Census Tract 37, New York County, New York",0,0,0,0,0,0,0
1500000US360610037001,360610037001,"Block Group 1, Census Tract 37, New York County, New York",118,21,12,9,97,12,85
1500000US360610037002,360610037002,"Block Group 2, Census Tract 37, New York County, New York",328,44,0,44,284,36,248
1500000US360610037003,360610037003,"Block Group 3, Census Tract 37, New York County, New York",255,30,0,30,225,14,211
1500000US360610038001,360610038001,"Block Group 1, Census Tract 38, New York County, New York",316,4,4,0,312,19,293
1500000US360610038002,360610038002,"Block Group 2, Census Tract 38, New York County, New York",251,0,0,0,251,0,251
1500000US360610038003,360610038003,"Block Group 3, Census Tract 38, New York County, New York",933,260,0,260,673,63,610
1500000US360610038004,360610038004,"Block Group 4, Census Tract 38, New York County, New York",147,60,60,0,87,18,69
1500000US360610038005,360610038005,"Block Group 5, Census Tract 38, New York County, New York",325,0,0,0,325,0,325
1500000US360610038006,360610038006,"Block Group 6, Census Tract 38, New York County, New York",214,75,0,75,139,5,134
1500000US360610038007,360610038007,"Block Group 7, Census Tract 38, New York County, New York",135,0,0,0,135,0,135
1500000US360610039000,360610039000,"Block Group 0, Census Tract 39, New York County, New York",0,0,0,0,0,0,0
1500000US360610039001,360610039001,"Block Group 1, Census Tract 39, New York County, New York",219,24,0,24,195,0,195
1500000US360610039002,360610039002,"Block Group 2, Census Tract 39, New York County, New York",140,15,0,15,125,23,102
1500000US360610039003,360610039003,"Block Group 3, Census Tract 39, New York County, New York",186,15,15,0,171,0,171
1500000US360610039004,360610039004,"Block Group 4, Census Tract 39, New York County, New York",344,91,39,52,253,15,238
1500000US360610040001,360610040001,"Block Group 1, Census Tract 40, New York County, New York",579,106,0,106,473,80,393
1500000US360610040002,360610040002,"Block Group 2, Census Tract 40, New York County, New York",246,8,8,0,238,159,79
1500000US360610040003,360610040003,"Block Group 3, Census Tract 40, New York County, New York",282,52,10,42,230,103,127
1500000US360610040004,360610040004,"Block Group 4, Census Tract 40, New York County, New York",133,0,0,0,133,29,104
1500000US360610040005,360610040005,"Block Group 5, Census Tract 40, New York County, New York",289,36,0,36,253,0,253
1500000US360610040006,360610040006,"Block Group 6, Census Tract 40, New York County, New York",394,0,0,0,394,60,334
1500000US360610041001,360610041001,"Block Group 1, Census Tract 41, New York County, New York",615,25,0,25,590,102,488
1500000US360610041002,360610041002,"Block Group 2, Census Tract 41, New York County, New York",579,0,0,0,579,73,506
1500000US360610041003,360610041003,"Block Group 3, Census Tract 41, New York County, New York",1168,16,0,16,1152,134,1018
1500000US360610041004,360610041004,"Block Group 4, Census Tract 41, New York County, New York",980,78,0,78,902,74,828
1500000US360610041005,360610041005,"Block Group 5, Census Tract 41, New York County, New York",534,0,0,0,534,16,518
1500000US360610041006,360610041006,"Block Group 6, Census Tract 41, New York County, New York",468,22,22,0,446,166,280
1500000US360610042001,360610042001,"Block Group 1, Census Tract 42, New York County, New York",1005,72,41,31,933,568,365
1500000US360610042002,360610042002,"Block Group 2, Census Tract 42, New York County, New York",242,8,8,0,234,0,234
1500000US360610043001,360610043001,"Block Group 1, Census Tract 43, New York County, New York",486,51,0,51,435,90,345
1500000US360610043002,360610043002,"Block Group 2, Census Tract 43, New York County, New York",563,29,14,15,534,125,409
1500000US360610043003,360610043003,"Block Group 3, Census Tract 43, New York County, New York",589,63,0,63,526,93,433
1500000US360610044000,360610044000,"Block Group 0, Census Tract 44, New York County, New York",0,0,0,0,0,0,0
1500000US360610044001,360610044001,"Block Group 1, Census Tract 44, New York County, New York",256,86,86,0,170,68,102
1500000US360610044002,360610044002,"Block Group 2, Census Tract 44, New York County, New York",197,0,0,0,197,0,197
1500000US360610044003,360610044003,"Block Group 3, Census Tract 44, New York County, New York",978,176,67,109,802,0,802
1500000US360610044004,360610044004,"Block Group 4, Census Tract 44, New York County, New York",160,0,0,0,160,0,160
1500000US360610044005,360610044005,"Block Group 5, Census Tract 44, New York County, New York",686,192,34,158,494,54,440
1500000US360610044006,360610044006,"Block Group 6, Census Tract 44, New York County, New York",429,0,0,0,429,0,429
1500000US360610044007,360610044007,"Block Group 7, Census Tract 44, New York County, New York",656,0,0,0,656,129,527
1500000US360610044008,360610044008,"Block Group 8, Census Tract 44, New York County, New York",411,62,0,62,349,32,317
1500000US360610045001,360610045001,"Block Group 1, Census Tract 45, New York County, New York",232,0,0,0,232,39,193
1500000US360610047001,360610047001,"Block Group 1, Census Tract 47, New York County, New York",169,12,0,12,157,0,157
1500000US360610047002,360610047002,"Block Group 2, Census Tract 47, New York County, New York",274,24,7,17,250,20,230
1500000US360610048001,360610048001,"Block Group 1, Census Tract 48, New York County, New York",151,16,0,16,135,18,117
1500000US360610048002,360610048002,"Block Group 2, Census Tract 48, New York County, New York",377,0,0,0,377,50,327
1500000US360610048003,360610048003,"Block Group 3, Census Tract 48, New York County, New York",127,0,0,0,127,14,113
1500000US360610048004,360610048004,"Block Group 4, Census Tract 48, New York County, New York",240,20,0,20,220,53,167
1500000US360610048005,360610048005,"Block Group 5, Census Tract 48, New York County, New York",534,6,0,6,528,193,335
1500000US360610048006,360610048006,"Block Group 6, Census Tract 48, New York County, New York",178,0,0,0,178,13,165
1500000US360610048007,360610048007,"Block Group 7, Census Tract 48, New York County, New York",0,0,0,0,0,0,0
1500000US360610049001,360610049001,"Block Group 1, Census Tract 49, New York County, New York",526,21,0,21,505,47,458
1500000US360610049002,360610049002,"Block Group 2, Census Tract 49, New York County, New York",425,11,0,11,414,12,402
1500000US360610049003,360610049003,"Block Group 3, Census Tract 49, New York County, New York",344,41,8,33,303,43,260
1500000US360610050001,360610050001,"Block Group 1, Census Tract 50, New York County, New York",207,0,0,0,207,36,171
1500000US360610050002,360610050002,"Block Group 2, Census Tract 50, New York County, New York",59,0,0,0,59,0,59
1500000US360610050003,360610050003,"Block Group 3, Census Tract 50, New York County, New York",194,21,0,21,173,18,155
1500000US360610050004,360610050004,"Block Group 4, Census Tract 50, New York County, New York",67,16,0,16,51,0,51
1500000US360610050005,360610050005,"Block Group 5, Census Tract 50, New York County, New York",398,155,78,77,243,0,243
1500000US360610052001,360610052001,"Block Group 1, Census Tract 52, New York County, New York",196,11,0,11,185,0,185
1500000US360610052002,360610052002,"Block Group 2, Census Tract 52, New York County, New York",551,9,9,0,542,141,401
1500000US360610054001,360610054001,"Block Group 1, Census Tract 54, New York County, New York",299,16,0,16,283,84,199
1500000US360610054002,360610054002,"Block Group 2, Census Tract 54, New York County, New York",456,34,0,34,422,0,422
1500000US360610054003,360610054003,"Block Group 3, Census Tract 54, New York County, New York",289,0,0,0,289,53,236
1500000US360610055011,360610055011,"Block Group 1, Census Tract 55.01, New York County, New York",403,0,0,0,403,135,268
1500000US360610055012,360610055012,"Block Group 2, Census Tract 55.01, New York County, New York",940,34,22,12,906,81,825
1500000US360610055013,360610055013,"Block Group 3, Census Tract 55.01, New York County, New York",153,26,0,26,127,0,127
1500000US360610055021,360610055021,"Block Group 1, Census Tract 55.02, New York County, New York",155,13,0,13,142,11,131
1500000US360610055022,360610055022,"Block Group 2, Census Tract 55.02, New York County, New York",341,9,2,7,332,57,275
1500000US360610056001,360610056001,"Block Group 1, Census Tract 56, New York County, New York",374,116,13,103,258,39,219
1500000US360610056002,360610056002,"Block Group 2, Census Tract 56, New York County, New York",127,13,0,13,114,0,114
1500000US360610056003,360610056003,"Block Group 3, Census Tract 56, New York County, New York",66,0,0,0,66,0,66
1500000US360610057001,360610057001,"Block Group 1, Census Tract 57, New York County, New York",98,11,0,11,87,0,87
1500000US360610057002,360610057002,"Block Group 2, Census Tract 57, New York County, New York",374,73,21,52,301,9,292
1500000US360610058001,360610058001,"Block Group 1, Census Tract 58, New York County, New York",804,32,0,32,772,108,664
1500000US360610059001,360610059001,"Block Group 1, Census Tract 59, New York County, New York",177,61,0,61,116,0,116
1500000US360610059002,360610059002,"Block Group 2, Census Tract 59, New York County, New York",75,0,0,0,75,0,75
1500000US360610059003,360610059003,"Block Group 3, Census Tract 59, New York County, New York",558,31,17,14,527,246,281
1500000US360610059004,360610059004,"Block Group 4, Census Tract 59, New York County, New York",53,31,0,31,22,0,22
1500000US360610059005,360610059005,"Block Group 5, Census Tract 59, New York County, New York",86,0,0,0,86,16,70
1500000US360610060000,360610060000,"Block Group 0, Census Tract 60, New York County, New York",0,0,0,0,0,0,0
1500000US360610060001,360610060001,"Block Group 1, Census Tract 60, New York County, New York",450,14,0,14,436,0,436
1500000US360610060002,360610060002,"Block Group 2, Census Tract 60, New York County, New York",219,13,0,13,206,0,206
1500000US360610060003,360610060003,"Block Group 3, Census Tract 60, New York County, New York",474,77,0,77,397,0,397
1500000US360610061001,360610061001,"Block Group 1, Census Tract 61, New York County, New York",248,65,0,65,183,72,111
1500000US360610061002,360610061002,"Block Group 2, Census Tract 61, New York County, New York",313,23,23,0,290,117,173
1500000US360610061003,360610061003,"Block Group 3, Census Tract 61, New York County, New York",311,61,0,61,250,0,250
1500000US360610062000,360610062000,"Block Group 0, Census Tract 62, New York County, New York",0,0,0,0,0,0,0
1500000US360610062001,360610062001,"Block Group 1, Census Tract 62, New York County, New York",450,64,51,13,386,174,212
1500000US360610062002,360610062002,"Block Group 2, Census Tract 62, New York County, New York",1303,20,0,20,1283,77,1206
1500000US360610063001,360610063001,"Block Group 1, Census Tract 63, New York County, New York",232,1,1,0,231,27,204
1500000US360610063002,360610063002,"Block Group 2, Census Tract 63, New York County, New York",329,13,0,13,316,7,309
1500000US360610063003,360610063003,"Block Group 3, Census Tract 63, New York County, New York",173,46,0,46,127,0,127
1500000US360610063004,360610063004,"Block Group 4, Census Tract 63, New York County, New York",320,53,17,36,267,21,246
1500000US360610063005,360610063005,"Block Group 5, Census Tract 63, New York County, New York",112,15,0,15,97,0,97
1500000US360610064001,360610064001,"Block Group 1, Census Tract 64, New York County, New York",207,7,7,0,200,48,152
1500000US360610064002,360610064002,"Block Group 2, Census Tract 64, New York County, New York",362,2,0,2,360,22,338
1500000US360610064003,360610064003,"Block Group 3, Census Tract 64, New York County, New York",24,0,0,0,24,0,24
1500000US360610064004,360610064004,"Block Group 4, Census Tract 64, New York County, New York",112,13,0,13,99,0,99
1500000US360610064005,360610064005,"Block Group 5, Census Tract 64, New York County, New York",388,113,0,113,275,78,197
1500000US360610064006,360610064006,"Block Group 6, Census Tract 64, New York County, New York",217,0,0,0,217,0,217
1500000US360610065001,360610065001,"Block Group 1, Census Tract 65, New York County, New York",338,26,26,0,312,87,225
1500000US360610065002,360610065002,"Block Group 2, Census Tract 65, New York County, New York",274,83,11,72,191,59,132
1500000US360610065003,360610065003,"Block Group 3, Census Tract 65, New York County, New York",207,12,12,0,195,0,195
1500000US360610065004,360610065004,"Block Group 4, Census Tract 65, New York County, New York",349,0,0,0,349,137,212
1500000US360610065005,360610065005,"Block Group 5, Census Tract 65, New York County, New York",147,15,0,15,132,12,120
1500000US360610066001,360610066001,"Block Group 1, Census Tract 66, New York County, New York",92,0,0,0,92,0,92
1500000US360610066002,360610066002,"Block Group 2, Census Tract 66, New York County, New York",424,55,0,55,369,56,313
1500000US360610066003,360610066003,"Block Group 3, Census Tract 66, New York County, New York",47,0,0,0,47,0,47
1500000US360610066004,360610066004,"Block Group 4, Census Tract 66, New York County, New York",338,0,0,0,338,64,274
1500000US360610066005,360610066005,"Block Group 5, Census Tract 66, New York County, New York",754,524,470,54,230,0,230
1500000US360610066006,360610066006,"Block Group 6, Census Tract 66, New York County, New York",122,0,0,0,122,36,86
1500000US360610066007,360610066007,"Block Group 7, Census Tract 66, New York County, New York",291,251,0,251,40,0,40
1500000US360610066008,360610066008,"Block Group 8, Census Tract 66, New York County, New York",284,83,0,83,201,0,201
1500000US360610066009,360610066009,"Block Group 9, Census Tract 66, New York County, New York",702,111,111,0,591,0,591
1500000US360610067001,360610067001,"Block Group 1, Census Tract 67, New York County, New York",175,20,0,20,155,0,155
1500000US360610067002,360610067002,"Block Group 2, Census Tract 67, New York County, New York",211,26,0,26,185,49,136
1500000US360610067003,360610067003,"Block Group 3, Census Tract 67, New York County, New York",398,16,0,16,382,0,382
1500000US360610067004,360610067004,"Block Group 4, Census Tract 67, New York County, New York",354,0,0,0,354,9,345
1500000US360610068001,360610068001,"Block Group 1, Census Tract 68, New York County, New York",168,0,0,0,168,38,130
1500000US360610068002,360610068002,"Block Group 2, Census Tract 68, New York County, New York",65,0,0,0,65,28,37
1500000US360610068003,360610068003,"Block Group 3, Census Tract 68, New York County, New York",245,21,0,21,224,0,224
1500000US360610068004,360610068004,"Block Group 4, Census Tract 68, New York County, New York",377,48,48,0,329,268,61
1500000US360610068005,360610068005,"Block Group 5, Census Tract 68, New York County, New York",547,26,0,26,521,164,357
1500000US360610068006,360610068006,"Block Group 6, Census Tract 68, New York County, New York",27,0,0,0,27,0,27
1500000US360610069000,360610069000,"Block Group 0, Census Tract 69, New York County, New York",0,0,0,0,0,0,0
1500000US360610069001,360610069001,"Block Group 1, Census Tract 69, New York County, New York",545,113,30,83,432,57,375
1500000US360610070001,360610070001,"Block Group 1, Census Tract 70, New York County, New York",759,33,0,33,726,10,716
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",162,0,0,0,162,0,162
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",557,352,212,140,205,0,205
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",127,0,0,0,127,0,127
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",271,0,0,0,271,39,232
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",586,0,0,0,586,0,586
1500000US360610071001,360610071001,"Block Group 1, Census Tract 71, New York County, New York",362,0,0,0,362,122,240
1500000US360610071002,360610071002,"Block Group 2, Census Tract 71, New York County, New York",282,17,0,17,265,32,233
1500000US360610071003,360610071003,"Block Group 3, Census Tract 71, New York County, New York",145,53,30,23,92,10,82
1500000US360610071004,360610071004,"Block Group 4, Census Tract 71, New York County, New York",248,0,0,0,248,0,248
1500000US360610071005,360610071005,"Block Group 5, Census Tract 71, New York County, New York",338,13,0,13,325,29,296
