GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07
1500000US360610013002,360610013002,"Block Group 2, Census Tract 13, New York County, New York",2267,1535,0,1535,732,33,699
1500000US360610014011,360610014011,"Block Group 1, Census Tract 14.01, New York County, New York",1538,1195,44,1151,343,19,324
1500000US360610014012,360610014012,"Block Group 2, Census Tract 14.01, New York County, New York",1557,1183,26,1157,374,13,361
1500000US360610014021,360610014021,"Block Group 1, Census Tract 14.02, New York County, New York",1506,848,54,794,658,33,625
1500000US360610014022,360610014022,"Block Group 2, Census Tract 14.02, New York County, New York",1351,782,49,733,569,16,553
1500000US360610015010,360610015010,"Block Group 0, Census Tract 15.01, New York County, New York",0,0,0,0,0,0,0
1500000US360610015011,360610015011,"Block Group 1, Census Tract 15.01, New York County, New York",2808,2061,129,1932,747,89,658
1500000US360610015012,360610015012,"Block Group 2, Census Tract 15.01, New York County, New York",3027,1976,60,1916,1051,0,1051
1500000US360610015013,360610015013,"Block Group 3, Census Tract 15.01, New York County, New York",1057,515,9,506,542,0,542
1500000US360610015020,360610015020,"Block Group 0, Census Tract 15.02, New York County, New York",0,0,0,0,0,0,0
1500000US360610015021,360610015021,"Block Group 1, Census Tract 15.02, New York County, New York",3333,2587,169,2418,746,89,657
1500000US360610015022,360610015022,"Block Group 2, Census Tract 15.02, New York County, New York",4599,3527,94,3433,1072,92,980
1500000US360610015023,360610015023,"Block Group 3, Census Tract 15.02, New York County, New York",0,0,0,0,0,0,0
1500000US360610016001,360610016001,"Block Group 1, Census Tract 16, New York County, New York",2565,828,86,742,1737,157,1580
1500000US360610016002,360610016002,"Block Group 2, Census Tract 16, New York County, New York",803,335,46,289,468,32,436
1500000US360610016003,360610016003,"Block Group 3, Census Tract 16, New York County, New York",1550,616,32,584,934,78,856
1500000US360610016004,360610016004,"Block Group 4, Census Tract 16, New York County, New York",1354,484,15,469,870,53,817
1500000US360610016005,360610016005,"Block Group 5, Census Tract 16, New York County, New York",972,589,65,524,383,68,315
1500000US360610018001,360610018001,"Block Group 1, Census Tract 18, New York County, New York",1361,782,65,717,579,99,480
1500000US360610018002,360610018002,"Block Group 2, Census Tract 18, New York County, New York",713,367,0,367,346,0,346
1500000US360610018003,360610018003,"Block Group 3, Census Tract 18, New York County, New York",1456,1041,178,863,415,20,395
1500000US360610018004,360610018004,"Block Group 4, Census Tract 18, New York County, New York",645,415,0,415,230,0,230
1500000US360610018005,360610018005,"Block Group 5, Census Tract 18, New York County, New York",767,423,9,414,344,53,291
1500000US360610018006,360610018006,"Block Group 6, Census Tract 18, New York County, New York",1729,516,0,516,1213,72,1141
1500000US360610018007,360610018007,"Block Group 7, Census Tract 18, New York County, New York",1224,612,98,514,612,39,573
1500000US360610020000,360610020000,"Block Group 0, Census Tract 20, New York County, New York",0,0,0,0,0,0,0
1500000US360610020001,360610020001,"Block Group 1, Census Tract 20, New York County, New York",2292,1569,26,1543,723,36,687
1500000US360610020002,360610020002,"Block Group 2, Census Tract 20, New York County, New York",1709,1506,46,1460,203,0,203
1500000US360610020003,360610020003,"Block Group 3, Census Tract 20, New York County, New York",919,740,64,676,179,0,179
1500000US360610021001,360610021001,"Block Group 1, Census Tract 21, New York County, New York",3382,2775,106,2669,607,28,579
1500000US360610021002,360610021002,"Block Group 2, Census Tract 21, New York County, New York",3481,2407,76,2331,1074,96,978
1500000US360610022011,360610022011,"Block Group 1, Census Tract 22.01, New York County, New York",1818,1219,25,1194,599,30,569
1500000US360610022012,360610022012,"Block Group 2, Census Tract 22.01, New York County, New York",959,699,53,646,260,16,244
1500000US360610022013,360610022013,"Block Group 3, Census Tract 22.01, New York County, New York",1063,845,91,754,218,0,218
1500000US360610022014,360610022014,"Block Group 4, Census Tract 22.01, New York County, New York",2644,1942,228,1714,702,31,671
1500000US360610022021,360610022021,"Block Group 1, Census Tract 22.02, New York County, New York",1947,1448,47,1401,499,36,463
1500000US360610024000,360610024000,"Block Group 0, Census Tract 24, New York County, New York",0,0,0,0,0,0,0
1500000US360610024001,360610024001,"Block Group 1, Census Tract 24, New York County, New York",2754,2243,67,2176,511,33,478
1500000US360610024002,360610024002,"Block Group 2, Census Tract 24, New York County, New York",1521,1207,65,1142,314,29,285
1500000US360610025000,360610025000,"Block Group 0, Census Tract 25, New York County, New York",0,0,0,0,0,0,0
1500000US360610025001,360610025001,"Block Group 1, Census Tract 25, New York County, New York",2911,1418,165,1253,1493,227,1266
1500000US360610025002,360610025002,"Block Group 2, Census Tract 25, New York County, New York",763,479,52,427,284,85,199
1500000US360610025003,360610025003,"Block Group 3, Census Tract 25, New York County, New York",1497,1160,50,1110,337,33,304
1500000US360610026011,360610026011,"Block Group 1, Census Tract 26.01, New York County, New York",1987,1386,45,1341,601,42,559
1500000US360610026012,360610026012,"Block Group 2, Census Tract 26.01, New York County, New York",1947,1582,84,1498,365,22,343
1500000US360610026021,360610026021,"Block Group 1, Census Tract 26.02, New York County, New York",1532,1051,33,1018,481,31,450
1500000US360610026022,360610026022,"Block Group 2, Census Tract 26.02, New York County, New York",2675,1821,126,1695,854,127,727
1500000US360610027001,360610027001,"Block Group 1, Census Tract 27, New York County, New York",1417,681,99,582,736,12,724
1500000US360610028001,360610028001,"Block Group 1, Census Tract 28, New York County, New York",1052,888,0,888,164,0,164
1500000US360610028002,360610028002,"Block Group 2, Census Tract 28, New York County, New York",1240,893,0,893,347,0,347
1500000US360610028003,360610028003,"Block Group 3, Census Tract 28, New York County, New York",1963,1667,16,1651,296,1,295
1500000US360610028004,360610028004,"Block Group 4, Census Tract 28, New York County, New York",3049,2472,83,2389,577,0,577
1500000US360610029001,360610029001,"Block Group 1, Census Tract 29, New York County, New York",1446,900,105,795,546,39,507
1500000US360610029002,360610029002,"Block Group 2, Census Tract 29, New York County, New York",1719,556,40,516,1163,48,1115
1500000US360610029003,360610029003,"Block Group 3, Census Tract 29, New York County, New York",2070,563,28,535,1507,92,1415
1500000US360610029004,360610029004,"Block Group 4, Census Tract 29, New York County, New York",1634,795,0,795,839,13,826
1500000US360610030011,360610030011,"Block Group 1, Census Tract 30.01, New York County, New York",1014,863,40,823,151,0,151
1500000US360610030012,360610030012,"Block Group 2, Census Tract 30.01, New York County, New York",1352,936,55,881,416,107,309
1500000US360610030013,360610030013,"Block Group 3, Census Tract 30.01, New York County, New York",819,607,69,538,212,13,199
1500000US360610030014,360610030014,"Block Group 4, Census Tract 30.01, New York County, New York",955,485,0,485,470,7,463
1500000US360610030021,360610030021,"Block Group 1, Census Tract 30.02, New York County, New York",1835,1367,72,1295,468,23,445
1500000US360610030022,360610030022,"Block Group 2, Census Tract 30.02, New York County, New York",1137,678,6,672,459,24,435
1500000US360610031001,360610031001,"Block Group 1, Census Tract 31, New York County, New York",2720,2021,83,1938,699,114,585
1500000US360610032001,360610032001,"Block Group 1, Census Tract 32, New York County, New York",1934,1658,0,1658,276,0,276
1500000US360610032002,360610032002,"Block Group 2, Census Tract 32, New York County, New York",528,363,34,329,165,0,165
1500000US360610032003,360610032003,"Block Group 3, Census Tract 32, New York County, New York",1436,992,0,992,444,18,426
1500000US360610032004,360610032004,"Block Group 4, Census Tract 32, New York County, New York",576,421,0,421,155,0,155
1500000US360610032005,360610032005,"Block Group 5, Census Tract 32, New York County, New York",677,511,55,456,166,0,166
1500000US360610032006,360610032006,"Block Group 6, Census Tract 32, New York County, New York",1941,1396,9,1387,545,46,499
1500000US360610032007,360610032007,"Block Group 7, Census Tract 32, New York County, New York",847,604,0,604,243,33,210
1500000US360610033001,360610033001,"Block Group 1, Census Tract 33, New York County, New York",3202,2511,83,2428,691,62,629
1500000US360610033002,360610033002,"Block Group 2, Census Tract 33, New York County, New York",590,429,66,363,161,22,139
1500000US360610033003,360610033003,"Block Group 3, Census Tract 33, New York County, New York",1623,1392,49,1343,231,15,216
1500000US360610034001,360610034001,"Block Group 1, Census Tract 34, New York County, New York",1687,1078,24,1054,609,0,609
1500000US360610034002,360610034002,"Block Group 2, Census Tract 34, New York County, New York",1761,1460,105,1355,301,23,278
1500000US360610034003,360610034003,"Block Group 3, Census Tract 34, New York County, New York",1643,1424,120,1304,219,0,219
1500000US360610034004,360610034004,"Block Group 4, Census Tract 34, New York County, New York",1402,1007,34,973,395,0,395
1500000US360610036011,360610036011,"Block Group 1, Census Tract 36.01, New York County, New York",1056,672,58,614,384,96,288
1500000US360610036012,360610036012,"Block Group 2, Census Tract 36.01, New York County, New York",1261,883,20,863,378,15,363
1500000US360610036013,360610036013,"Block Group 3, Census Tract 36.01, New York County, New York",1205,779,93,686,426,8,418
1500000US360610036021,360610036021,"Block Group 1, Census Tract 36.02, New York County, New York",1218,922,83,839,296,34,262
1500000US360610036022,360610036022,"Block Group 2, Census Tract 36.02, New York County, New York",1685,1274,116,1158,411,33,378
1500000US360610037000,360610037000,"Block Group 0, Census Tract 37, New York County, New York",0,0,0,0,0,0,0
1500000US360610037001,360610037001,"Block Group 1, Census Tract 37, New York County, New York",903,806,74,732,97,25,72
1500000US360610037002,360610037002,"Block Group 2, Census Tract 37, New York County, New York",922,638,33,605,284,24,260
1500000US360610037003,360610037003,"Block Group 3, Census Tract 37, New York County, New York",849,624,22,602,225,14,211
1500000US360610038001,360610038001,"Block Group 1, Census Tract 38, New York County, New York",1501,1189,112,1077,312,5,307
1500000US360610038002,360610038002,"Block Group 2, Census Tract 38, New York County, New York",872,621,132,489,251,0,251
1500000US360610038003,360610038003,"Block Group 3, Census Tract 38, New York County, New York",1572,899,32,867,673,0,673
1500000US360610038004,360610038004,"Block Group 4, Census Tract 38, New York County, New York",1067,980,60,920,87,0,87
1500000US360610038005,360610038005,"Block Group 5, Census Tract 38, New York County, New York",1189,864,0,864,325,0,325
1500000US360610038006,360610038006,"Block Group 6, Census Tract 38, New York County, New York",838,699,0,699,139,0,139
1500000US360610038007,360610038007,"Block Group 7, Census Tract 38, New York County, New York",1379,1244,110,1134,135,0,135
1500000US360610039000,360610039000,"Block Group 0, Census Tract 39, New York County, New York",0,0,0,0,0,0,0
1500000US360610039001,360610039001,"Block Group 1, Census Tract 39, New York County, New York",1861,1666,132,1534,195,0,195
1500000US360610039002,360610039002,"Block Group 2, Census Tract 39, New York County, New York",1136,1011,31,980,125,23,102
1500000US360610039003,360610039003,"Block Group 3, Census Tract 39, New York County, New York",1199,1028,131,897,171,0,171
1500000US360610039004,360610039004,"Block Group 4, Census Tract 39, New York County, New York",1425,1172,90,1082,253,15,238
1500000US360610040001,360610040001,"Block Group 1, Census Tract 40, New York County, New York",2405,1932,142,1790,473,0,473
1500000US360610040002,360610040002,"Block Group 2, Census Tract 40, New York County, New York",1584,1346,81,1265,238,108,130
1500000US360610040003,360610040003,"Block Group 3, Census Tract 40, New York County, New York",957,727,18,709,230,44,186
1500000US360610040004,360610040004,"Block Group 4, Census Tract 40, New York County, New York",547,414,26,388,133,29,104
1500000US360610040005,360610040005,"Block Group 5, Census Tract 40, New York County, New York",1619,1366,114,1252,253,0,253
1500000US360610040006,360610040006,"Block Group 6, Census Tract 40, New York County, New York",1555,1161,11,1150,394,12,382
1500000US360610041001,360610041001,"Block Group 1, Census Tract 41, New York County, New York",1162,572,32,540,590,125,465
1500000US360610041002,360610041002,"Block Group 2, Census Tract 41, New York County, New York",838,259,23,236,579,88,491
1500000US360610041003,360610041003,"Block Group 3, Census Tract 41, New York County, New York",2000,848,0,848,1152,22,1130
1500000US360610041004,360610041004,"Block Group 4, Census Tract 41, New York County, New York",1958,1056,45,1011,902,24,878
1500000US360610041005,360610041005,"Block Group 5, Census Tract 41, New York County, New York",1179,645,17,628,534,16,518
1500000US360610041006,360610041006,"Block Group 6, Census Tract 41, New York County, New York",1406,960,65,895,446,60,386
1500000US360610042001,360610042001,"Block Group 1, Census Tract 42, New York County, New York",4153,3220,54,3166,933,281,652
1500000US360610042002,360610042002,"Block Group 2, Census Tract 42, New York County, New York",1044,810,24,786,234,0,234
1500000US360610043001,360610043001,"Block Group 1, Census Tract 43, New York County, New York",1772,1337,24,1313,435,17,418
1500000US360610043002,360610043002,"Block Group 2, Census Tract 43, New York County, New York",903,369,33,336,534,82,452
1500000US360610043003,360610043003,"Block Group 3, Census Tract 43, New York County, New York",1550,1024,71,953,526,69,457
1500000US360610044000,360610044000,"Block Group 0, Census Tract 44, New York County, New York",0,0,0,0,0,0,0
1500000US360610044001,360610044001,"Block Group 1, Census Tract 44, New York County, New York",2910,2740,484,2256,170,0,170
1500000US360610044002,360610044002,"Block Group 2, Census Tract 44, New York County, New York",536,339,97,242,197,0,197
1500000US360610044003,360610044003,"Block Group 3, Census Tract 44, New York County, New York",3087,2285,0,2285,802,0,802
1500000US360610044004,360610044004,"Block Group 4, Census Tract 44, New York County, New York",904,744,84,660,160,0,160
1500000US360610044005,360610044005,"Block Group 5, Census Tract 44, New York County, New York",3841,3347,389,2958,494,54,440
1500000US360610044006,360610044006,"Block Group 6, Census Tract 44, New York County, New York",789,360,0,360,429,0,429
1500000US360610044007,360610044007,"Block Group 7, Census Tract 44, New York County, New York",2783,2127,177,1950,656,129,527
1500000US360610044008,360610044008,"Block Group 8, Census Tract 44, New York County, New York",2219,1870,32,1838,349,32,317
1500000US360610045001,360610045001,"Block Group 1, Census Tract 45, New York County, New York",1005,773,61,712,232,14,218
1500000US360610047001,360610047001,"Block Group 1, Census Tract 47, New York County, New York",688,531,20,511,157,0,157
1500000US360610047002,360610047002,"Block Group 2, Census Tract 47, New York County, New York",1630,1380,108,1272,250,20,230
1500000US360610048001,360610048001,"Block Group 1, Census Tract 48, New York County, New York",1440,1305,0,1305,135,0,135
1500000US360610048002,360610048002,"Block Group 2, Census Tract 48, New York County, New York",1009,632,14,618,377,17,360
1500000US360610048003,360610048003,"Block Group 3, Census Tract 48, New York County, New York",533,406,30,376,127,14,113
1500000US360610048004,360610048004,"Block Group 4, Census Tract 48, New York County, New York",1357,1137,14,1123,220,25,195
1500000US360610048005,360610048005,"Block Group 5, Census Tract 48, New York County, New York",1476,948,56,892,528,10,518
1500000US360610048006,360610048006,"Block Group 6, Census Tract 48, New York County, New York",1111,933,39,894,178,13,165
1500000US360610048007,360610048007,"Block Group 7, Census Tract 48, New York County, New York",0,0,0,0,0,0,0
1500000US360610049001,360610049001,"Block Group 1, Census Tract 49, New York County, New York",1721,1216,14,1202,505,17,488
1500000US360610049002,360610049002,"Block Group 2, Census Tract 49, New York County, New York",1342,928,47,881,414,0,414
1500000US360610049003,360610049003,"Block Group 3, Census Tract 49, New York County, New York",1343,1040,31,1009,303,43,260
1500000US360610050001,360610050001,"Block Group 1, Census Tract 50, New York County, New York",1027,820,109,711,207,24,183
1500000US360610050002,360610050002,"Block Group 2, Census Tract 50, New York County, New York",682,623,46,577,59,0,59
1500000US360610050003,360610050003,"Block Group 3, Census Tract 50, New York County, New York",882,709,51,658,173,18,155
1500000US360610050004,360610050004,"Block Group 4, Census Tract 50, New York County, New York",915,864,0,864,51,0,51
1500000US360610050005,360610050005,"Block Group 5, Census Tract 50, New York County, New York",1503,1260,154,1106,243,0,243
1500000US360610052001,360610052001,"Block Group 1, Census Tract 52, New York County, New York",1009,824,62,762,185,0,185
1500000US360610052002,360610052002,"Block Group 2, Census Tract 52, New York County, New York",2633,2091,53,2038,542,56,486
1500000US360610054001,360610054001,"Block Group 1, Census Tract 54, New York County, New York",1584,1301,150,1151,283,13,270
1500000US360610054002,360610054002,"Block Group 2, Census Tract 54, New York County, New York",1245,823,0,823,422,0,422
1500000US360610054003,360610054003,"Block Group 3, Census Tract 54, New York County, New York",1741,1452,9,1443,289,53,236
1500000US360610055011,360610055011,"Block Group 1, Census Tract 55.01, New York County, New York",1586,1183,187,996,403,80,323
1500000US360610055012,360610055012,"Block Group 2, Census Tract 55.01, New York County, New York",2343,1437,60,1377,906,64,842
1500000US360610055013,360610055013,"Block Group 3, Census Tract 55.01, New York County, New York",780,653,14,639,127,0,127
1500000US360610055021,360610055021,"Block Group 1, Census Tract 55.02, New York County, New York",644,502,35,467,142,0,142
1500000US360610055022,360610055022,"Block Group 2, Census Tract 55.02, New York County, New York",1601,1269,91,1178,332,35,297
1500000US360610056001,360610056001,"Block Group 1, Census Tract 56, New York County, New York",1588,1330,62,1268,258,0,258
1500000US360610056002,360610056002,"Block Group 2, Census Tract 56, New York County, New York",840,726,18,708,114,0,114
1500000US360610056003,360610056003,"Block Group 3, Census Tract 56, New York County, New York",792,726,46,680,66,0,66
1500000US360610057001,360610057001,"Block Group 1, Census Tract 57, New York County, New York",994,907,65,842,87,10,77
1500000US360610057002,360610057002,"Block Group 2, Census Tract 57, New York County, New York",1772,1471,156,1315,301,9,292
1500000US360610058001,360610058001,"Block Group 1, Census Tract 58, New York County, New York",3355,2583,134,2449,772,88,684
1500000US360610059001,360610059001,"Block Group 1, Census Tract 59, New York County, New York",1144,1028,0,1028,116,0,116
1500000US360610059002,360610059002,"Block Group 2, Census Tract 59, New York County, New York",430,355,36,319,75,0,75
1500000US360610059003,360610059003,"Block Group 3, Census Tract 59, New York County, New York",2110,1583,22,1561,527,161,366
1500000US360610059004,360610059004,"Block Group 4, Census Tract 59, New York County, New York",940,918,9,909,22,0,22
1500000US360610059005,360610059005,"Block Group 5, Census Tract 59, New York County, New York",1010,924,28,896,86,16,70
1500000US360610060000,360610060000,"Block Group 0, Census Tract 60, New York County, New York",0,0,0,0,0,0,0
1500000US360610060001,360610060001,"Block Group 1, Census Tract 60, New York County, New York",2103,1667,36,1631,436,0,436
1500000US360610060002,360610060002,"Block Group 2, Census Tract 60, New York County, New York",1790,1584,40,1544,206,0,206
1500000US360610060003,360610060003,"Block Group 3, Census Tract 60, New York County, New York",1564,1167,98,1069,397,0,397
1500000US360610061001,360610061001,"Block Group 1, Census Tract 61, New York County, New York",2049,1866,51,1815,183,33,150
1500000US360610061002,360610061002,"Block Group 2, Census Tract 61, New York County, New York",1392,1102,44,1058,290,24,266
1500000US360610061003,360610061003,"Block Group 3, Census Tract 61, New York County, New York",1383,1133,50,1083,250,0,250
1500000US360610062000,360610062000,"Block Group 0, Census Tract 62, New York County, New York",0,0,0,0,0,0,0
1500000US360610062001,360610062001,"Block Group 1, Census Tract 62, New York County, New York",2020,1634,160,1474,386,58,328
1500000US360610062002,360610062002,"Block Group 2, Census Tract 62, New York County, New York",2672,1389,10,1379,1283,23,1260
1500000US360610063001,360610063001,"Block Group 1, Census Tract 63, New York County, New York",2217,1986,18,1968,231,42,189
1500000US360610063002,360610063002,"Block Group 2, Census Tract 63, New York County, New York",1173,857,28,829,316,0,316
1500000US360610063003,360610063003,"Block Group 3, Census Tract 63, New York County, New York",987,860,13,847,127,0,127
1500000US360610063004,360610063004,"Block Group 4, Census Tract 63, New York County, New York",1078,811,17,794,267,21,246
1500000US360610063005,360610063005,"Block Group 5, Census Tract 63, New York County, New York",1273,1176,0,1176,97,0,97
1500000US360610064001,360610064001,"Block Group 1, Census Tract 64, New York County, New York",2045,1845,121,1724,200,48,152
1500000US360610064002,360610064002,"Block Group 2, Census Tract 64, New York County, New York",1332,972,169,803,360,22,338
1500000US360610064003,360610064003,"Block Group 3, Census Tract 64, New York County, New York",651,627,65,562,24,0,24
1500000US360610064004,360610064004,"Block Group 4, Census Tract 64, New York County, New York",1239,1140,0,1140,99,0,99
1500000US360610064005,360610064005,"Block Group 5, Census Tract 64, New York County, New York",1640,1365,0,1365,275,78,197
1500000US360610064006,360610064006,"Block Group 6, Census Tract 64, New York County, New York",1054,837,191,646,217,0,217
1500000US360610065001,360610065001,"Block Group 1, Census Tract 65, New York County, New York",1650,1338,60,1278,312,56,256
1500000US360610065002,360610065002,"Block Group 2, Census Tract 65, New York County, New York",1099,908,88,820,191,32,159
1500000US360610065003,360610065003,"Block Group 3, Census Tract 65, New York County, New York",1103,908,51,857,195,0,195
1500000US360610065004,360610065004,"Block Group 4, Census Tract 65, New York County, New York",1635,1286,140,1146,349,42,307
1500000US360610065005,360610065005,"Block Group 5, Census Tract 65, New York County, New York",1003,871,22,849,132,0,132
1500000US360610066001,360610066001,"Block Group 1, Census Tract 66, New York County, New York",589,497,0,497,92,0,92
1500000US360610066002,360610066002,"Block Group 2, Census Tract 66, New York County, New York",1935,1566,0,1566,369,44,325
1500000US360610066003,360610066003,"Block Group 3, Census Tract 66, New York County, New York",864,817,0,817,47,0,47
1500000US360610066004,360610066004,"Block Group 4, Census Tract 66, New York County, New York",1191,853,61,792,338,64,274
1500000US360610066005,360610066005,"Block Group 5, Census Tract 66, New York County, New York",2449,2219,750,1469,230,0,230
1500000US360610066006,360610066006,"Block Group 6, Census Tract 66, New York County, New York",965,843,16,827,122,19,103
1500000US360610066007,360610066007,"Block Group 7, Census Tract 66, New York County, New York",683,643,38,605,40,0,40
1500000US360610066008,360610066008,"Block Group 8, Census Tract 66, New York County, New York",771,570,0,570,201,0,201
1500000US360610066009,360610066009,"Block Group 9, Census Tract 66, New York County, New York",1499,908,0,908,591,0,591
1500000US360610067001,360610067001,"Block Group 1, Census Tract 67, New York County, New York",1302,1147,86,1061,155,0,155
1500000US360610067002,360610067002,"Block Group 2, Census Tract 67, New York County, New York",1636,1451,16,1435,185,0,185
1500000US360610067003,360610067003,"Block Group 3, Census Tract 67, New York County, New York",1004,622,0,622,382,0,382
1500000US360610067004,360610067004,"Block Group 4, Census Tract 67, New York County, New York",1335,981,0,981,354,9,345
1500000US360610068001,360610068001,"Block Group 1, Census Tract 68, New York County, New York",663,495,0,495,168,27,141
1500000US360610068002,360610068002,"Block Group 2, Census Tract 68, New York County, New York",813,748,136,612,65,28,37
1500000US360610068003,360610068003,"Block Group 3, Census Tract 68, New York County, New York",1315,1091,0,1091,224,0,224
1500000US360610068004,360610068004,"Block Group 4, Census Tract 68, New York County, New York",1889,1560,252,1308,329,188,141
1500000US360610068005,360610068005,"Block Group 5, Census Tract 68, New York County, New York",1293,772,0,772,521,164,357
1500000US360610068006,360610068006,"Block Group 6, Census Tract 68, New York County, New York",1711,1684,79,1605,27,0,27
1500000US360610069000,360610069000,"Block Group 0, Census Tract 69, New York County, New York",0,0,0,0,0,0,0
1500000US360610069001,360610069001,"Block Group 1, Census Tract 69, New York County, New York",2568,2136,137,1999,432,38,394
1500000US360610070001,360610070001,"Block Group 1, Census Tract 70, New York County, New York",2315,1589,130,1459,726,0,726
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",886,724,0,724,162,0,162
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",1655,1450,189,1261,205,0,205
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",771,644,0,644,127,0,127
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",1708,1437,87,1350,271,0,271
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",1239,653,62,591,586,0,586
