GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",1923,313,206,167,0,11,0,11,0,11,0,11,26,44,29,48,14,22,111,80,33,31,92,79,311,240,16,23,65,44,110,81,411,167,99,68,9,14,154,93,59,54,136,61,36,39,0,11,6,10
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",5821,503,296,150,0,16,0,16,12,20,0,16,38,43,18,26,133,87,254,115,76,84,199,114,256,141,148,89,152,78,146,107,1107,341,191,100,177,100,489,177,378,205,997,246,531,183,172,78,51,47
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",8752,1077,654,260,0,18,111,127,29,48,9,18,250,226,0,18,290,207,1203,594,139,131,281,192,571,303,513,290,201,239,467,242,940,331,269,201,162,149,789,340,267,225,1073,468,192,144,251,250,91,111
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",6476,849,139,162,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,101,125,0,16,3,6,1,3,0,16,306,215,31,49,0,16,46,54,262,197,2920,596,1705,480,622,240,340,200
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",7569,635,570,234,0,16,0,16,0,16,0,16,109,122,141,103,228,156,852,294,132,84,324,173,652,279,116,97,117,81,507,238,1091,317,96,92,126,96,401,177,375,141,1084,334,489,190,159,141,0,16
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",1425,145,18,19,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,1,2,48,36,4,6,21,20,80,66,17,12,628,100,351,85,177,59,80,42
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",1178,88,0,11,0,11,0,11,0,11,0,11,6,9,0,11,14,22,0,11,0,11,0,11,6,9,0,11,0,11,10,12,176,68,22,21,29,21,83,33,80,38,463,92,209,60,64,31,16,13
