GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03
Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Imputed,Estimate; Total: - Not Imputed
1500000US360610055011,360610055011,"Block Group 1, Census Tract 55.01, New York County, New York",874,153,721
1500000US360610055012,360610055012,"Block Group 2, Census Tract 55.01, New York County, New York",1497,134,1363
1500000US360610055013,360610055013,"Block Group 3, Census Tract 55.01, New York County, New York",727,0,727
1500000US360610055021,360610055021,"Block Group 1, Census Tract 55.02, New York County, New York",356,0,356
1500000US360610055022,360610055022,"Block Group 2, Census Tract 55.02, New York County, New York",1145,153,992
1500000US360610056001,360610056001,"Block Group 1, Census Tract 56, New York County, New York",592,95,497
1500000US360610056002,360610056002,"Block Group 2, Census Tract 56, New York County, New York",604,26,578
1500000US360610056003,360610056003,"Block Group 3, Census Tract 56, New York County, New York",527,18,509
1500000US360610057001,360610057001,"Block Group 1, Census Tract 57, New York County, New York",453,30,423
1500000US360610057002,360610057002,"Block Group 2, Census Tract 57, New York County, New York",1401,79,1322
1500000US360610058001,360610058001,"Block Group 1, Census Tract 58, New York County, New York",2176,206,1970
1500000US360610059001,360610059001,"Block Group 1, Census Tract 59, New York County, New York",743,18,725
1500000US360610059002,360610059002,"Block Group 2, Census Tract 59, New York County, New York",252,0,252
1500000US360610059003,360610059003,"Block Group 3, Census Tract 59, New York County, New York",1028,102,926
1500000US360610059004,360610059004,"Block Group 4, Census Tract 59, New York County, New York",530,18,512
1500000US360610059005,360610059005,"Block Group 5, Census Tract 59, New York County, New York",690,66,624
1500000US360610060000,360610060000,"Block Group 0, Census Tract 60, New York County, New York",0,0,0
1500000US360610060001,360610060001,"Block Group 1, Census Tract 60, New York County, New York",890,18,872
1500000US360610060002,360610060002,"Block Group 2, Census Tract 60, New York County, New York",828,23,805
1500000US360610060003,360610060003,"Block Group 3, Census Tract 60, New York County, New York",632,30,602
1500000US360610061001,360610061001,"Block Group 1, Census Tract 61, New York County, New York",1025,258,767
1500000US360610061002,360610061002,"Block Group 2, Census Tract 61, New York County, New York",668,61,607
1500000US360610061003,360610061003,"Block Group 3, Census Tract 61, New York County, New York",1183,72,1111
1500000US360610062000,360610062000,"Block Group 0, Census Tract 62, New York County, New York",0,0,0
1500000US360610062001,360610062001,"Block Group 1, Census Tract 62, New York County, New York",583,128,455
1500000US360610062002,360610062002,"Block Group 2, Census Tract 62, New York County, New York",1073,61,1012
1500000US360610063001,360610063001,"Block Group 1, Census Tract 63, New York County, New York",1202,71,1131
1500000US360610063002,360610063002,"Block Group 2, Census Tract 63, New York County, New York",862,76,786
1500000US360610063003,360610063003,"Block Group 3, Census Tract 63, New York County, New York",721,0,721
1500000US360610063004,360610063004,"Block Group 4, Census Tract 63, New York County, New York",592,26,566
1500000US360610063005,360610063005,"Block Group 5, Census Tract 63, New York County, New York",379,10,369
1500000US360610064001,360610064001,"Block Group 1, Census Tract 64, New York County, New York",1342,150,1192
1500000US360610064002,360610064002,"Block Group 2, Census Tract 64, New York County, New York",886,110,776
1500000US360610064003,360610064003,"Block Group 3, Census Tract 64, New York County, New York",560,44,516
1500000US360610064004,360610064004,"Block Group 4, Census Tract 64, New York County, New York",828,52,776
1500000US360610064005,360610064005,"Block Group 5, Census Tract 64, New York County, New York",1341,104,1237
1500000US360610064006,360610064006,"Block Group 6, Census Tract 64, New York County, New York",569,270,299
1500000US360610065001,360610065001,"Block Group 1, Census Tract 65, New York County, New York",654,62,592
1500000US360610065002,360610065002,"Block Group 2, Census Tract 65, New York County, New York",463,114,349
1500000US360610065003,360610065003,"Block Group 3, Census Tract 65, New York County, New York",731,0,731
1500000US360610065004,360610065004,"Block Group 4, Census Tract 65, New York County, New York",931,122,809
1500000US360610065005,360610065005,"Block Group 5, Census Tract 65, New York County, New York",944,53,891
1500000US360610066001,360610066001,"Block Group 1, Census Tract 66, New York County, New York",774,15,759
1500000US360610066002,360610066002,"Block Group 2, Census Tract 66, New York County, New York",559,0,559
1500000US360610066003,360610066003,"Block Group 3, Census Tract 66, New York County, New York",633,15,618
1500000US360610066004,360610066004,"Block Group 4, Census Tract 66, New York County, New York",1212,0,1212
1500000US360610066005,360610066005,"Block Group 5, Census Tract 66, New York County, New York",1136,226,910
1500000US360610066006,360610066006,"Block Group 6, Census Tract 66, New York County, New York",729,6,723
1500000US360610066007,360610066007,"Block Group 7, Census Tract 66, New York County, New York",422,154,268
1500000US360610066008,360610066008,"Block Group 8, Census Tract 66, New York County, New York",851,65,786
1500000US360610066009,360610066009,"Block Group 9, Census Tract 66, New York County, New York",702,55,647
1500000US360610067001,360610067001,"Block Group 1, Census Tract 67, New York County, New York",917,180,737
1500000US360610067002,360610067002,"Block Group 2, Census Tract 67, New York County, New York",1039,16,1023
1500000US360610067003,360610067003,"Block Group 3, Census Tract 67, New York County, New York",682,9,673
1500000US360610067004,360610067004,"Block Group 4, Census Tract 67, New York County, New York",858,46,812
1500000US360610068001,360610068001,"Block Group 1, Census Tract 68, New York County, New York",654,85,569
1500000US360610068002,360610068002,"Block Group 2, Census Tract 68, New York County, New York",745,234,511
1500000US360610068003,360610068003,"Block Group 3, Census Tract 68, New York County, New York",720,0,720
1500000US360610068004,360610068004,"Block Group 4, Census Tract 68, New York County, New York",471,181,290
1500000US360610068005,360610068005,"Block Group 5, Census Tract 68, New York County, New York",830,112,718
1500000US360610068006,360610068006,"Block Group 6, Census Tract 68, New York County, New York",930,20,910
1500000US360610069000,360610069000,"Block Group 0, Census Tract 69, New York County, New York",0,0,0
1500000US360610069001,360610069001,"Block Group 1, Census Tract 69, New York County, New York",1633,124,1509
1500000US360610070001,360610070001,"Block Group 1, Census Tract 70, New York County, New York",1481,210,1271
1500000US360610070002,360610070002,"Block Group 2, Census Tract 70, New York County, New York",586,73,513
1500000US360610070003,360610070003,"Block Group 3, Census Tract 70, New York County, New York",823,69,754
1500000US360610070004,360610070004,"Block Group 4, Census Tract 70, New York County, New York",429,0,429
1500000US360610070005,360610070005,"Block Group 5, Census Tract 70, New York County, New York",1028,133,895
1500000US360610070006,360610070006,"Block Group 6, Census Tract 70, New York County, New York",864,81,783
1500000US360610071001,360610071001,"Block Group 1, Census Tract 71, New York County, New York",781,80,701
1500000US360610071002,360610071002,"Block Group 2, Census Tract 71, New York County, New York",922,97,825
1500000US360610071003,360610071003,"Block Group 3, Census Tract 71, New York County, New York",365,56,309
1500000US360610071004,360610071004,"Block Group 4, Census Tract 71, New York County, New York",1336,81,1255
1500000US360610071005,360610071005,"Block Group 5, Census Tract 71, New York County, New York",701,15,686
1500000US360610072001,360610072001,"Block Group 1, Census Tract 72, New York County, New York",576,47,529
1500000US360610072002,360610072002,"Block Group 2, Census Tract 72, New York County, New York",756,53,703
1500000US360610072003,360610072003,"Block Group 3, Census Tract 72, New York County, New York",592,125,467
1500000US360610072004,360610072004,"Block Group 4, Census Tract 72, New York County, New York",1320,31,1289
1500000US360610072005,360610072005,"Block Group 5, Census Tract 72, New York County, New York",1442,119,1323
1500000US360610072006,360610072006,"Block Group 6, Census Tract 72, New York County, New York",327,27,300
1500000US360610072007,360610072007,"Block Group 7, Census Tract 72, New York County, New York",535,19,516
1500000US360610073001,360610073001,"Block Group 1, Census Tract 73, New York County, New York",494,0,494
1500000US360610073002,360610073002,"Block Group 2, Census Tract 73, New York County, New York",439,0,439
1500000US360610073003,360610073003,"Block Group 3, Census Tract 73, New York County, New York",1279,0,1279
1500000US360610073004,360610073004,"Block Group 4, Census Tract 73, New York County, New York",1029,29,1000
1500000US360610073005,360610073005,"Block Group 5, Census Tract 73, New York County, New York",510,38,472
1500000US360610073006,360610073006,"Block Group 6, Census Tract 73, New York County, New York",592,32,560
1500000US360610074001,360610074001,"Block Group 1, Census Tract 74, New York County, New York",948,46,902
1500000US360610074002,360610074002,"Block Group 2, Census Tract 74, New York County, New York",483,53,430
1500000US360610074003,360610074003,"Block Group 3, Census Tract 74, New York County, New York",946,97,849
1500000US360610075000,360610075000,"Block Group 0, Census Tract 75, New York County, New York",0,0,0
1500000US360610075001,360610075001,"Block Group 1, Census Tract 75, New York County, New York",1241,66,1175
1500000US360610075002,360610075002,"Block Group 2, Census Tract 75, New York County, New York",1109,125,984
1500000US360610075003,360610075003,"Block Group 3, Census Tract 75, New York County, New York",618,72,546
1500000US360610076001,360610076001,"Block Group 1, Census Tract 76, New York County, New York",1177,186,991
1500000US360610076002,360610076002,"Block Group 2, Census Tract 76, New York County, New York",275,15,260
1500000US360610077001,360610077001,"Block Group 1, Census Tract 77, New York County, New York",850,106,744
1500000US360610077002,360610077002,"Block Group 2, Census Tract 77, New York County, New York",589,0,589
1500000US360610077003,360610077003,"Block Group 3, Census Tract 77, New York County, New York",1248,45,1203
1500000US360610077004,360610077004,"Block Group 4, Census Tract 77, New York County, New York",841,47,794
1500000US360610077005,360610077005,"Block Group 5, Census Tract 77, New York County, New York",608,17,591
1500000US360610078001,360610078001,"Block Group 1, Census Tract 78, New York County, New York",452,0,452
1500000US360610078002,360610078002,"Block Group 2, Census Tract 78, New York County, New York",927,22,905
1500000US360610078003,360610078003,"Block Group 3, Census Tract 78, New York County, New York",463,35,428
1500000US360610078004,360610078004,"Block Group 4, Census Tract 78, New York County, New York",944,85,859
1500000US360610078005,360610078005,"Block Group 5, Census Tract 78, New York County, New York",343,15,328
1500000US360610078006,360610078006,"Block Group 6, Census Tract 78, New York County, New York",1104,252,852
1500000US360610078007,360610078007,"Block Group 7, Census Tract 78, New York County, New York",877,162,715
1500000US360610079000,360610079000,"Block Group 0, Census Tract 79, New York County, New York",0,0,0
1500000US360610079001,360610079001,"Block Group 1, Census Tract 79, New York County, New York",765,0,765
1500000US360610079002,360610079002,"Block Group 2, Census Tract 79, New York County, New York",607,32,575
1500000US360610079003,360610079003,"Block Group 3, Census Tract 79, New York County, New York",702,15,687
1500000US360610079004,360610079004,"Block Group 4, Census Tract 79, New York County, New York",615,100,515
1500000US360610080001,360610080001,"Block Group 1, Census Tract 80, New York County, New York",362,0,362
1500000US360610080002,360610080002,"Block Group 2, Census Tract 80, New York County, New York",727,31,696
1500000US360610080003,360610080003,"Block Group 3, Census Tract 80, New York County, New York",313,0,313
1500000US360610080004,360610080004,"Block Group 4, Census Tract 80, New York County, New York",998,86,912
1500000US360610080005,360610080005,"Block Group 5, Census Tract 80, New York County, New York",714,15,699
