GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",1502,120,768,119,611,124,157,69,15,17,142,69,734,141,654,134,80,52
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",1336,71,578,102,355,97,223,89,45,38,178,79,758,111,563,111,195,75
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",3000,163,1227,213,867,171,360,144,162,101,198,112,1773,222,1539,238,234,155
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",2780,196,916,190,780,173,136,82,22,36,114,73,1864,219,1225,215,639,148
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",3018,192,1757,256,1201,209,556,179,185,98,371,160,1261,223,1052,217,209,109
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",2910,219,1373,198,889,181,484,176,116,79,368,146,1537,212,1058,195,479,119
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",1820,73,1162,126,314,87,848,136,80,52,768,132,658,112,640,111,18,20
1400000US36061002100,36061002100,"Census Tract 21, New York County, New York",2430,181,1260,182,1161,179,99,45,0,17,99,45,1170,178,798,175,372,127
1400000US36061002201,36061002201,"Census Tract 22.01, New York County, New York",2777,139,1576,153,783,127,793,154,115,84,678,156,1201,191,999,217,202,93
1400000US36061002202,36061002202,"Census Tract 22.02, New York County, New York",981,80,249,84,186,77,63,45,4,8,59,43,732,97,453,107,279,78
1400000US36061002400,36061002400,"Census Tract 24, New York County, New York",2057,105,1460,169,670,139,790,149,131,80,659,146,597,142,522,138,75,53
1400000US36061002500,36061002500,"Census Tract 25, New York County, New York",1864,79,1273,146,711,152,562,107,95,53,467,101,591,134,591,134,0,17
1400000US36061002601,36061002601,"Census Tract 26.01, New York County, New York",1488,72,676,118,360,82,316,93,91,55,225,91,812,120,616,131,196,91
1400000US36061002602,36061002602,"Census Tract 26.02, New York County, New York",2062,110,885,167,563,142,322,149,115,96,207,119,1177,172,730,147,447,119
1400000US36061002700,36061002700,"Census Tract 27, New York County, New York",535,79,265,84,149,61,116,50,24,20,92,48,270,78,210,71,60,46
1400000US36061002800,36061002800,"Census Tract 28, New York County, New York",3330,136,1317,184,606,135,711,215,232,147,479,172,2013,193,1635,218,378,133
1400000US36061002900,36061002900,"Census Tract 29, New York County, New York",2144,148,1218,177,747,178,471,118,120,72,351,109,926,175,859,181,67,55
1400000US36061003001,36061003001,"Census Tract 30.01, New York County, New York",2284,126,542,116,333,116,209,106,39,47,170,100,1742,155,1211,174,531,138
1400000US36061003002,36061003002,"Census Tract 30.02, New York County, New York",1748,115,433,122,248,96,185,92,65,62,120,70,1315,163,1112,151,203,92
1400000US36061003100,36061003100,"Census Tract 31, New York County, New York",669,82,236,71,175,61,61,38,19,29,42,34,433,72,279,84,154,74
1400000US36061003200,36061003200,"Census Tract 32, New York County, New York",4662,160,1175,232,796,210,379,152,165,123,214,95,3487,290,2838,287,649,164
1400000US36061003300,36061003300,"Census Tract 33, New York County, New York",2113,184,1077,177,1015,180,62,41,28,32,34,28,1036,224,693,206,343,118
1400000US36061003400,36061003400,"Census Tract 34, New York County, New York",3815,167,862,185,648,194,214,93,30,41,184,94,2953,243,2322,280,631,161
1400000US36061003601,36061003601,"Census Tract 36.01, New York County, New York",1402,100,521,114,223,74,298,103,133,66,165,79,881,121,661,123,220,95
1400000US36061003602,36061003602,"Census Tract 36.02, New York County, New York",1375,118,281,109,181,92,100,58,16,21,84,55,1094,140,860,140,234,92
1400000US36061003700,36061003700,"Census Tract 37, New York County, New York",1213,123,334,90,215,63,119,74,31,31,88,64,879,140,727,147,152,80
1400000US36061003800,36061003800,"Census Tract 38, New York County, New York",5085,280,850,214,621,190,229,126,112,103,117,69,4235,322,3249,373,986,243
1400000US36061003900,36061003900,"Census Tract 39, New York County, New York",2432,224,1117,201,958,203,159,90,62,50,97,73,1315,211,1143,200,172,99
1400000US36061004000,36061004000,"Census Tract 40, New York County, New York",3998,245,1044,275,776,234,268,167,111,120,157,105,2954,342,2073,315,881,215
1400000US36061004100,36061004100,"Census Tract 41, New York County, New York",3152,212,1352,221,1023,209,329,158,120,68,209,147,1800,252,1476,246,324,116
1400000US36061004200,36061004200,"Census Tract 42, New York County, New York",1623,90,557,117,411,100,146,96,56,58,90,74,1066,137,800,147,266,93
1400000US36061004300,36061004300,"Census Tract 43, New York County, New York",2375,176,725,159,456,111,269,124,73,70,196,106,1650,211,1215,206,435,139
1400000US36061004400,36061004400,"Census Tract 44, New York County, New York",8125,213,2804,369,1922,331,882,237,183,151,699,212,5321,395,3525,454,1796,266
1400000US36061004500,36061004500,"Census Tract 45, New York County, New York",438,73,176,57,153,55,23,21,19,20,4,7,262,70,208,63,54,26
1400000US36061004700,36061004700,"Census Tract 47, New York County, New York",1265,124,369,103,343,102,26,31,0,12,26,31,896,110,666,110,230,82
1400000US36061004800,36061004800,"Census Tract 48, New York County, New York",3465,186,918,189,731,176,187,79,110,76,77,54,2547,229,1829,222,718,194
1400000US36061004900,36061004900,"Census Tract 49, New York County, New York",2674,184,595,141,487,127,108,62,57,47,51,44,2079,227,1551,230,528,164
1400000US36061005000,36061005000,"Census Tract 50, New York County, New York",3106,189,888,179,740,182,148,71,36,30,112,65,2218,217,1767,221,451,148
1400000US36061005200,36061005200,"Census Tract 52, New York County, New York",1406,97,671,103,660,101,11,17,0,12,11,17,735,117,498,106,237,77
1400000US36061005400,36061005400,"Census Tract 54, New York County, New York",2409,195,810,167,717,164,93,65,51,49,42,40,1599,208,1282,210,317,131
1400000US36061005501,36061005501,"Census Tract 55.01, New York County, New York",2139,171,865,157,786,157,79,52,79,52,0,12,1274,220,1063,223,211,94
1400000US36061005502,36061005502,"Census Tract 55.02, New York County, New York",1131,116,342,103,289,101,53,36,24,25,29,28,789,123,579,129,210,80
1400000US36061005600,36061005600,"Census Tract 56, New York County, New York",1784,159,443,130,417,131,26,32,0,12,26,32,1341,151,1137,127,204,79
1400000US36061005700,36061005700,"Census Tract 57, New York County, New York",1617,93,520,104,409,99,111,69,28,30,83,63,1097,137,931,133,166,65
1400000US36061005800,36061005800,"Census Tract 58, New York County, New York",1987,184,481,122,419,111,62,52,45,46,17,27,1506,189,1280,184,226,103
1400000US36061005900,36061005900,"Census Tract 59, New York County, New York",2951,185,822,191,727,196,95,57,0,17,95,57,2129,229,1759,222,370,145
1400000US36061006000,36061006000,"Census Tract 60, New York County, New York",2356,116,1147,197,996,194,151,92,64,70,87,53,1209,202,885,196,324,134
1400000US36061006100,36061006100,"Census Tract 61, New York County, New York",2248,154,574,143,511,134,63,50,6,22,57,48,1674,180,1296,211,378,125
1400000US36061006200,36061006200,"Census Tract 62, New York County, New York",1333,54,505,104,444,103,61,44,5,9,56,41,828,105,611,109,217,89
1400000US36061006300,36061006300,"Census Tract 63, New York County, New York",3682,243,979,194,864,190,115,69,40,40,75,55,2703,271,2045,267,658,186
1400000US36061006400,36061006400,"Census Tract 64, New York County, New York",4524,283,1241,280,909,254,332,162,164,141,168,115,3283,292,2587,273,696,197
1400000US36061006500,36061006500,"Census Tract 65, New York County, New York",3167,209,646,165,608,164,38,38,0,17,38,38,2521,250,1897,241,624,171
1400000US36061006600,36061006600,"Census Tract 66, New York County, New York",5990,409,1978,318,1376,247,602,252,18,30,584,251,4012,471,2963,497,1049,313
1400000US36061006700,36061006700,"Census Tract 67, New York County, New York",3332,222,626,153,550,154,76,61,0,17,76,61,2706,259,2088,288,618,176
1400000US36061006800,36061006800,"Census Tract 68, New York County, New York",3782,303,565,178,414,145,151,95,0,17,151,95,3217,281,2541,304,676,198
1400000US36061006900,36061006900,"Census Tract 69, New York County, New York",1196,122,418,97,329,99,89,57,36,37,53,46,778,126,458,132,320,134
1400000US36061007000,36061007000,"Census Tract 70, New York County, New York",4847,307,1023,219,801,184,222,131,44,40,178,129,3824,346,2840,381,984,256
1400000US36061007100,36061007100,"Census Tract 71, New York County, New York",3362,178,757,183,598,161,159,76,72,50,87,56,2605,201,2201,224,404,109
1400000US36061007200,36061007200,"Census Tract 72, New York County, New York",4526,288,1018,220,851,198,167,127,64,102,103,82,3508,335,2535,339,973,266
1400000US36061007300,36061007300,"Census Tract 73, New York County, New York",3716,279,931,202,676,195,255,125,52,65,203,106,2785,292,2338,284,447,167
1400000US36061007400,36061007400,"Census Tract 74, New York County, New York",2120,176,743,185,629,187,114,81,0,12,114,81,1377,215,1119,200,258,117
1400000US36061007500,36061007500,"Census Tract 75, New York County, New York",2391,147,853,155,749,140,104,64,14,25,90,60,1538,210,1184,201,354,108
1400000US36061007600,36061007600,"Census Tract 76, New York County, New York",1199,133,331,83,251,71,80,56,6,9,74,56,868,138,675,142,193,80
1400000US36061007700,36061007700,"Census Tract 77, New York County, New York",3692,244,722,201,650,199,72,50,0,17,72,50,2970,298,2487,320,483,157
1400000US36061007800,36061007800,"Census Tract 78, New York County, New York",4294,316,1263,241,1023,197,240,161,30,47,210,154,3031,328,2480,310,551,184
1400000US36061007900,36061007900,"Census Tract 79, New York County, New York",2594,207,789,183,634,151,155,117,87,117,68,56,1805,240,1526,240,279,105
1400000US36061008000,36061008000,"Census Tract 80, New York County, New York",3214,214,808,171,706,158,102,84,54,64,48,55,2406,222,2002,237,404,182
1400000US36061008100,36061008100,"Census Tract 81, New York County, New York",4772,307,1234,261,964,279,270,110,58,43,212,109,3538,356,2815,331,723,229
1400000US36061008200,36061008200,"Census Tract 82, New York County, New York",1969,176,685,161,511,150,174,82,25,24,149,80,1284,213,1110,203,174,91
1400000US36061008300,36061008300,"Census Tract 83, New York County, New York",1920,147,696,144,319,108,377,99,0,12,377,99,1224,151,921,146,303,117
1400000US36061008400,36061008400,"Census Tract 84, New York County, New York",862,106,200,61,148,57,52,36,13,19,39,31,662,111,466,118,196,90
1400000US36061008601,36061008601,"Census Tract 86.01, New York County, New York",1298,134,501,138,421,147,80,56,11,16,69,53,797,139,543,139,254,141
1400000US36061008602,36061008602,"Census Tract 86.02, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061008603,36061008603,"Census Tract 86.03, New York County, New York",2408,204,949,169,788,155,161,105,55,71,106,76,1459,208,1190,212,269,141
1400000US36061008700,36061008700,"Census Tract 87, New York County, New York",3987,203,738,180,606,160,132,86,24,40,108,76,3249,249,2447,308,802,226
1400000US36061008800,36061008800,"Census Tract 88, New York County, New York",4433,319,1201,208,934,223,267,142,156,115,111,88,3232,291,2872,287,360,177
1400000US36061008900,36061008900,"Census Tract 89, New York County, New York",3274,184,753,151,537,145,216,107,61,54,155,96,2521,228,2061,239,460,141
1400000US36061009000,36061009000,"Census Tract 90, New York County, New York",4456,275,1127,221,986,213,141,82,67,58,74,56,3329,287,2954,286,375,111
1400000US36061009100,36061009100,"Census Tract 91, New York County, New York",3678,211,804,194,680,185,124,66,37,34,87,55,2874,237,2388,254,486,149
1400000US36061009200,36061009200,"Census Tract 92, New York County, New York",1078,113,257,78,210,76,47,35,0,12,47,35,821,119,668,123,153,56
1400000US36061009300,36061009300,"Census Tract 93, New York County, New York",5074,293,1854,294,1109,293,745,265,140,106,605,222,3220,362,2803,360,417,140
1400000US36061009400,36061009400,"Census Tract 94, New York County, New York",19,17,8,13,8,13,0,12,0,12,0,12,11,10,11,10,0,12
1400000US36061009500,36061009500,"Census Tract 95, New York County, New York",1043,112,287,67,265,62,22,21,7,11,15,18,756,112,468,115,288,98
1400000US36061009600,36061009600,"Census Tract 96, New York County, New York",119,55,23,19,23,19,0,12,0,12,0,12,96,54,96,54,0,12
1400000US36061009700,36061009700,"Census Tract 97, New York County, New York",2631,118,771,131,428,131,343,126,157,87,186,108,1860,163,1604,177,256,128
1400000US36061009800,36061009800,"Census Tract 98, New York County, New York",4297,289,1082,242,1009,241,73,57,0,17,73,57,3215,349,2677,352,538,180
1400000US36061009900,36061009900,"Census Tract 99, New York County, New York",1617,162,350,110,307,109,43,35,10,15,33,31,1267,183,890,176,377,135
1400000US36061010000,36061010000,"Census Tract 100, New York County, New York",1191,101,207,73,184,74,23,26,0,12,23,26,984,123,887,122,97,44
1400000US36061010100,36061010100,"Census Tract 101, New York County, New York",560,72,160,40,118,44,42,23,0,12,42,23,400,66,315,67,85,42
1400000US36061010200,36061010200,"Census Tract 102, New York County, New York",129,48,108,44,108,44,0,12,0,12,0,12,21,21,18,20,3,6
1400000US36061010300,36061010300,"Census Tract 103, New York County, New York",1187,112,145,64,94,53,51,45,26,40,25,24,1042,121,702,135,340,99
1400000US36061010400,36061010400,"Census Tract 104, New York County, New York",704,94,273,87,229,90,44,21,0,12,44,21,431,99,387,94,44,28
1400000US36061010601,36061010601,"Census Tract 106.01, New York County, New York",4378,316,2015,274,1796,266,219,120,31,35,188,114,2363,305,2210,307,153,97
1400000US36061010602,36061010602,"Census Tract 106.02, New York County, New York",2669,182,1037,157,981,155,56,47,16,26,40,37,1632,223,1418,204,214,114
1400000US36061010800,36061010800,"Census Tract 108, New York County, New York",4927,331,1664,227,1522,220,142,88,0,17,142,88,3263,363,2793,356,470,146
1400000US36061010900,36061010900,"Census Tract 109, New York County, New York",62,30,32,19,23,21,9,10,0,12,9,10,30,25,9,12,21,23
1400000US36061011000,36061011000,"Census Tract 110, New York County, New York",4360,294,1466,236,1382,216,84,78,0,17,84,78,2894,344,2488,350,406,145
1400000US36061011100,36061011100,"Census Tract 111, New York County, New York",1900,145,382,99,247,86,135,59,4,10,131,56,1518,178,1122,186,396,116
1400000US36061011201,36061011201,"Census Tract 112.01, New York County, New York",596,87,183,59,177,58,6,9,0,12,6,9,413,100,361,100,52,41
1400000US36061011202,36061011202,"Census Tract 112.02, New York County, New York",211,67,126,50,91,49,35,11,25,1,10,11,85,49,85,49,0,12
1400000US36061011203,36061011203,"Census Tract 112.03, New York County, New York",628,128,159,53,127,49,32,29,7,11,25,26,469,118,412,117,57,36
1400000US36061011300,36061011300,"Census Tract 113, New York County, New York",88,58,0,12,0,12,0,12,0,12,0,12,88,58,62,50,26,33
1400000US36061011401,36061011401,"Census Tract 114.01, New York County, New York",633,120,322,98,285,94,37,31,10,15,27,27,311,101,280,93,31,28
1400000US36061011402,36061011402,"Census Tract 114.02, New York County, New York",1353,157,525,102,504,103,21,23,0,12,21,23,828,142,743,143,85,52
1400000US36061011500,36061011500,"Census Tract 115, New York County, New York",1126,107,280,84,139,61,141,74,76,58,65,48,846,111,543,118,303,91
1400000US36061011600,36061011600,"Census Tract 116, New York County, New York",2154,202,720,161,520,161,200,107,66,53,134,83,1434,198,1215,207,219,109
1400000US36061011700,36061011700,"Census Tract 117, New York County, New York",1446,178,322,134,197,115,125,94,0,12,125,94,1124,192,855,194,269,101
1400000US36061011800,36061011800,"Census Tract 118, New York County, New York",5291,365,2133,337,2002,337,131,76,35,38,96,67,3158,333,2542,325,616,211
1400000US36061011900,36061011900,"Census Tract 119, New York County, New York",1026,80,52,54,52,54,0,12,0,12,0,12,974,85,960,87,14,21
1400000US36061012000,36061012000,"Census Tract 120, New York County, New York",1925,219,940,185,810,153,130,124,112,110,18,32,985,194,867,182,118,69
1400000US36061012100,36061012100,"Census Tract 121, New York County, New York",5259,244,1172,223,873,194,299,136,143,102,156,87,4087,283,3501,285,586,159
1400000US36061012200,36061012200,"Census Tract 122, New York County, New York",1635,263,692,174,663,172,29,33,3,16,26,29,943,216,851,201,92,87
1400000US36061012400,36061012400,"Census Tract 124, New York County, New York",5303,365,2203,323,1750,262,453,204,40,47,413,194,3100,374,2671,353,429,165
1400000US36061012500,36061012500,"Census Tract 125, New York County, New York",1463,134,420,96,300,107,120,85,36,47,84,72,1043,154,883,144,160,86
1400000US36061012600,36061012600,"Census Tract 126, New York County, New York",7045,512,2332,376,1952,354,380,170,120,144,260,123,4713,508,4098,475,615,236
1400000US36061012700,36061012700,"Census Tract 127, New York County, New York",3814,228,955,256,685,208,270,166,33,31,237,162,2859,270,2209,305,650,204
1400000US36061012800,36061012800,"Census Tract 128, New York County, New York",3057,192,1488,189,1418,189,70,47,0,17,70,47,1569,224,1381,207,188,124
1400000US36061012900,36061012900,"Census Tract 129, New York County, New York",3027,190,571,127,347,107,224,117,109,86,115,67,2456,215,1769,215,687,196
1400000US36061013000,36061013000,"Census Tract 130, New York County, New York",1954,225,1001,188,1001,188,0,12,0,12,0,12,953,179,889,180,64,54
1400000US36061013100,36061013100,"Census Tract 131, New York County, New York",1620,127,339,98,281,90,58,39,9,13,49,38,1281,139,1099,141,182,70
1400000US36061013200,36061013200,"Census Tract 132, New York County, New York",6052,344,1513,303,1118,289,395,191,197,151,198,124,4539,421,3795,435,744,260
1400000US36061013300,36061013300,"Census Tract 133, New York County, New York",3062,190,821,180,602,171,219,80,65,50,154,66,2241,228,1503,224,738,166
1400000US36061013400,36061013400,"Census Tract 134, New York County, New York",6410,372,1981,300,1841,299,140,101,0,19,140,101,4429,375,3577,436,852,282
1400000US36061013500,36061013500,"Census Tract 135, New York County, New York",3321,177,1065,167,558,149,507,134,120,72,387,115,2256,255,1939,261,317,119
1400000US36061013600,36061013600,"Census Tract 136, New York County, New York",8800,395,3344,384,2895,392,449,172,155,96,294,136,5456,500,4689,489,767,298
1400000US36061013700,36061013700,"Census Tract 137, New York County, New York",4143,316,1368,253,1217,249,151,99,11,19,140,98,2775,346,2272,352,503,177
1400000US36061013800,36061013800,"Census Tract 138, New York County, New York",7379,371,2435,375,2245,369,190,103,44,38,146,104,4944,444,4206,468,738,282
1400000US36061013900,36061013900,"Census Tract 139, New York County, New York",5652,426,997,241,823,225,174,86,0,17,174,86,4655,434,4101,444,554,164
1400000US36061014000,36061014000,"Census Tract 140, New York County, New York",3889,238,2190,247,1975,263,215,103,58,74,157,89,1699,258,1411,231,288,117
1400000US36061014200,36061014200,"Census Tract 142, New York County, New York",1847,188,1165,200,967,169,198,128,28,33,170,126,682,172,594,158,88,64
1400000US36061014300,36061014300,"Census Tract 143, New York County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36061014401,36061014401,"Census Tract 144.01, New York County, New York",2532,168,1132,185,977,187,155,92,101,76,54,44,1400,217,1115,200,285,124
1400000US36061014402,36061014402,"Census Tract 144.02, New York County, New York",3897,219,1472,225,1413,225,59,47,16,24,43,40,2425,254,2302,248,123,66
1400000US36061014500,36061014500,"Census Tract 145, New York County, New York",2447,209,1019,222,906,227,113,88,0,17,113,88,1428,258,1313,261,115,47
1400000US36061014601,36061014601,"Census Tract 146.01, New York County, New York",2264,170,566,114,496,115,70,61,0,12,70,61,1698,190,1446,200,252,119
1400000US36061014602,36061014602,"Census Tract 146.02, New York County, New York",4665,284,1267,226,1136,212,131,74,38,41,93,58,3398,321,2600,354,798,237
1400000US36061014700,36061014700,"Census Tract 147, New York County, New York",1269,125,444,90,403,87,41,34,24,29,17,19,825,127,676,123,149,65
1400000US36061014801,36061014801,"Census Tract 148.01, New York County, New York",1309,113,689,111,644,113,45,36,11,17,34,32,620,127,552,122,68,45
1400000US36061014802,36061014802,"Census Tract 148.02, New York County, New York",3513,208,1623,244,1428,232,195,105,16,22,179,103,1890,250,1473,199,417,140
1400000US36061014900,36061014900,"Census Tract 149, New York County, New York",2895,298,1040,192,870,179,170,96,60,78,110,67,1855,274,1686,271,169,77
1400000US36061015001,36061015001,"Census Tract 150.01, New York County, New York",1123,105,532,86,479,85,53,39,0,12,53,39,591,122,575,122,16,21
1400000US36061015002,36061015002,"Census Tract 150.02, New York County, New York",2550,212,1614,232,1486,236,128,96,15,25,113,92,936,210,876,203,60,48
1400000US36061015100,36061015100,"Census Tract 151, New York County, New York",4062,281,1936,346,1261,314,675,229,25,44,650,229,2126,381,1857,361,269,120
1400000US36061015200,36061015200,"Census Tract 152, New York County, New York",3584,208,1832,272,1266,222,566,152,14,22,552,150,1752,272,1500,241,252,102
1400000US36061015300,36061015300,"Census Tract 153, New York County, New York",5148,313,1807,273,1564,257,243,154,131,124,112,68,3341,292,2750,302,591,180
1400000US36061015400,36061015400,"Census Tract 154, New York County, New York",7576,326,2955,369,2217,385,738,240,73,71,665,224,4621,378,4007,403,614,196
1400000US36061015500,36061015500,"Census Tract 155, New York County, New York",5628,259,2226,266,1930,252,296,127,0,19,296,127,3402,327,3080,318,322,125
1400000US36061015601,36061015601,"Census Tract 156.01, New York County, New York",2916,106,778,138,548,143,230,102,37,46,193,92,2138,153,1440,202,698,160
1400000US36061015602,36061015602,"Census Tract 156.02, New York County, New York",972,86,451,122,198,85,253,85,35,40,218,86,521,130,500,128,21,25
1400000US36061015700,36061015700,"Census Tract 157, New York County, New York",5830,438,2004,336,1653,338,351,166,80,105,271,135,3826,483,3100,423,726,299
1400000US36061015801,36061015801,"Census Tract 158.01, New York County, New York",2365,163,1151,140,965,133,186,97,54,55,132,79,1214,162,938,162,276,122
1400000US36061015802,36061015802,"Census Tract 158.02, New York County, New York",1768,118,670,114,517,109,153,62,17,20,136,57,1098,145,820,142,278,80
1400000US36061015900,36061015900,"Census Tract 159, New York County, New York",4890,375,1814,324,1619,307,195,141,59,65,136,125,3076,356,2780,334,296,176
1400000US36061016001,36061016001,"Census Tract 160.01, New York County, New York",1598,135,959,144,784,146,175,56,20,24,155,54,639,132,592,131,47,37
1400000US36061016002,36061016002,"Census Tract 160.02, New York County, New York",1169,114,661,110,486,87,175,86,98,72,77,53,508,104,390,98,118,65
1400000US36061016100,36061016100,"Census Tract 161, New York County, New York",3637,255,1104,203,880,168,224,113,67,90,157,78,2533,276,1946,303,587,199
1400000US36061016200,36061016200,"Census Tract 162, New York County, New York",3957,172,2296,234,642,201,1654,255,246,145,1408,249,1661,212,1558,219,103,77
1400000US36061016300,36061016300,"Census Tract 163, New York County, New York",3898,227,1242,219,1044,193,198,99,127,101,71,45,2656,282,2250,251,406,141
1400000US36061016400,36061016400,"Census Tract 164, New York County, New York",2418,117,1518,184,622,168,896,218,291,154,605,173,900,177,649,160,251,134
1400000US36061016500,36061016500,"Census Tract 165, New York County, New York",3430,214,1652,236,1367,210,285,123,81,76,204,100,1778,262,1430,248,348,139
1400000US36061016600,36061016600,"Census Tract 166, New York County, New York",2864,118,1587,196,817,154,770,209,218,130,552,176,1277,199,933,183,344,120
1400000US36061016700,36061016700,"Census Tract 167, New York County, New York",3182,210,1606,176,1383,191,223,91,77,60,146,78,1576,221,1353,222,223,76
1400000US36061016800,36061016800,"Census Tract 168, New York County, New York",1588,104,1049,115,312,107,737,124,76,54,661,122,539,106,409,93,130,69
1400000US36061016900,36061016900,"Census Tract 169, New York County, New York",4230,236,1628,247,1485,246,143,89,23,36,120,84,2602,257,2169,245,433,156
1400000US36061017000,36061017000,"Census Tract 170, New York County, New York",3148,128,1769,199,714,169,1055,191,343,135,712,165,1379,176,1282,165,97,86
1400000US36061017100,36061017100,"Census Tract 171, New York County, New York",4594,272,1913,230,1637,225,276,177,31,40,245,168,2681,312,2191,307,490,191
1400000US36061017200,36061017200,"Census Tract 172, New York County, New York",2173,105,986,158,368,110,618,147,125,71,493,117,1187,195,921,186,266,123
1400000US36061017300,36061017300,"Census Tract 173, New York County, New York",4428,267,2028,276,1505,248,523,220,120,113,403,191,2400,287,2085,280,315,142
1400000US36061017401,36061017401,"Census Tract 174.01, New York County, New York",1956,140,1029,160,293,115,736,154,76,59,660,159,927,165,851,162,76,65
1400000US36061017402,36061017402,"Census Tract 174.02, New York County, New York",861,33,490,86,137,45,353,80,129,70,224,79,371,82,302,83,69,44
1400000US36061017500,36061017500,"Census Tract 175, New York County, New York",5106,292,2347,282,2006,273,341,172,178,148,163,91,2759,294,2460,283,299,140
1400000US36061017700,36061017700,"Census Tract 177, New York County, New York",4552,244,1998,239,1150,195,848,194,218,115,630,173,2554,279,2223,288,331,124
1400000US36061017800,36061017800,"Census Tract 178, New York County, New York",1639,105,836,127,457,116,379,127,63,59,316,107,803,136,625,124,178,89
1400000US36061017900,36061017900,"Census Tract 179, New York County, New York",4789,249,1872,228,1436,225,436,134,60,61,376,113,2917,298,2531,319,386,143
1400000US36061018000,36061018000,"Census Tract 180, New York County, New York",2699,160,1766,220,417,190,1349,222,156,91,1193,227,933,206,734,185,199,113
1400000US36061018100,36061018100,"Census Tract 181, New York County, New York",4434,176,1869,242,1385,216,484,155,138,82,346,131,2565,270,1980,277,585,199
1400000US36061018200,36061018200,"Census Tract 182, New York County, New York",2551,139,1538,205,410,148,1128,212,254,129,874,190,1013,195,894,197,119,82
1400000US36061018300,36061018300,"Census Tract 183, New York County, New York",4489,301,1745,257,1332,250,413,135,113,79,300,125,2744,344,2157,317,587,202
1400000US36061018400,36061018400,"Census Tract 184, New York County, New York",2914,150,1918,223,731,191,1187,262,163,118,1024,264,996,200,866,169,130,80
1400000US36061018500,36061018500,"Census Tract 185, New York County, New York",2592,185,795,186,677,187,118,73,26,31,92,64,1797,240,1453,255,344,143
