GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - No schooling completed,Margin of Error; Total: - No schooling completed,Estimate; Total: - Nursery school,Margin of Error; Total: - Nursery school,Estimate; Total: - Kindergarten,Margin of Error; Total: - Kindergarten,Estimate; Total: - 1st grade,Margin of Error; Total: - 1st grade,Estimate; Total: - 2nd grade,Margin of Error; Total: - 2nd grade,Estimate; Total: - 3rd grade,Margin of Error; Total: - 3rd grade,Estimate; Total: - 4th grade,Margin of Error; Total: - 4th grade,Estimate; Total: - 5th grade,Margin of Error; Total: - 5th grade,Estimate; Total: - 6th grade,Margin of Error; Total: - 6th grade,Estimate; Total: - 7th grade,Margin of Error; Total: - 7th grade,Estimate; Total: - 8th grade,Margin of Error; Total: - 8th grade,Estimate; Total: - 9th grade,Margin of Error; Total: - 9th grade,Estimate; Total: - 10th grade,Margin of Error; Total: - 10th grade,Estimate; Total: - 11th grade,Margin of Error; Total: - 11th grade,"Estimate; Total: - 12th grade, no diploma","Margin of Error; Total: - 12th grade, no diploma",Estimate; Total: - Regular high school diploma,Margin of Error; Total: - Regular high school diploma,Estimate; Total: - GED or alternative credential,Margin of Error; Total: - GED or alternative credential,"Estimate; Total: - Some college, less than 1 year","Margin of Error; Total: - Some college, less than 1 year","Estimate; Total: - Some college, 1 or more years, no degree","Margin of Error; Total: - Some college, 1 or more years, no degree",Estimate; Total: - Associate's degree,Margin of Error; Total: - Associate's degree,Estimate; Total: - Bachelor's degree,Margin of Error; Total: - Bachelor's degree,Estimate; Total: - Master's degree,Margin of Error; Total: - Master's degree,Estimate; Total: - Professional school degree,Margin of Error; Total: - Professional school degree,Estimate; Total: - Doctorate degree,Margin of Error; Total: - Doctorate degree
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",2066,316,278,184,17,24,0,11,63,91,0,11,49,56,0,11,69,62,88,61,36,41,88,75,139,63,19,26,90,66,55,47,446,149,138,84,28,30,133,95,59,60,219,112,52,47,0,11,0,11
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",5906,492,139,106,0,16,0,16,9,14,0,16,24,28,54,50,53,44,319,183,86,68,287,204,100,65,124,91,100,67,168,137,1203,364,215,111,194,146,742,252,276,129,1195,271,466,208,101,79,51,44
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",8847,938,775,367,0,18,37,62,24,39,96,112,186,182,79,94,327,199,622,362,94,93,277,171,389,272,429,230,251,214,256,300,1486,469,203,108,165,106,669,311,994,715,1181,472,178,128,115,121,14,36
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",6731,777,69,110,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,85,115,1,2,3,5,0,16,53,85,158,149,0,16,0,16,269,163,252,178,3379,636,1590,410,588,246,284,168
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",7366,678,753,266,0,16,0,16,0,16,0,16,129,102,197,153,414,167,681,256,250,155,563,231,285,177,236,98,155,126,289,156,1200,331,39,44,70,53,552,242,271,144,817,270,351,184,114,110,0,16
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",1277,178,10,15,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,63,38,0,11,21,21,124,80,15,12,479,145,323,95,163,64,79,41
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",1243,146,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,3,7,0,11,5,8,183,116,16,14,22,21,127,51,80,46,554,114,179,51,55,34,19,14
