GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - With interest, dividends, or net rental income","Margin of Error; Total: - With interest, dividends, or net rental income","Estimate; Total: - No interest, dividends, or net rental income","Margin of Error; Total: - No interest, dividends, or net rental income"
1400000US36061000100,36061000100,"Census Tract 1, New York County, New York",0,11,0,11,0,11
1400000US36061000201,36061000201,"Census Tract 2.01, New York County, New York",978,71,87,53,891,79
1400000US36061000202,36061000202,"Census Tract 2.02, New York County, New York",3496,135,570,169,2926,216
1400000US36061000500,36061000500,"Census Tract 5, New York County, New York",0,11,0,11,0,11
1400000US36061000600,36061000600,"Census Tract 6, New York County, New York",4232,190,342,179,3890,239
1400000US36061000700,36061000700,"Census Tract 7, New York County, New York",4578,351,1302,327,3276,390
1400000US36061000800,36061000800,"Census Tract 8, New York County, New York",3591,226,430,191,3161,272
1400000US36061000900,36061000900,"Census Tract 9, New York County, New York",758,93,233,63,525,82
1400000US36061001001,36061001001,"Census Tract 10.01, New York County, New York",769,60,258,61,511,70
1400000US36061001002,36061001002,"Census Tract 10.02, New York County, New York",2297,122,85,72,2212,134
1400000US36061001200,36061001200,"Census Tract 12, New York County, New York",1844,83,497,125,1347,121
1400000US36061001300,36061001300,"Census Tract 13, New York County, New York",2421,227,598,192,1823,232
1400000US36061001401,36061001401,"Census Tract 14.01, New York County, New York",1634,71,745,137,889,140
1400000US36061001402,36061001402,"Census Tract 14.02, New York County, New York",1370,72,251,85,1119,107
1400000US36061001501,36061001501,"Census Tract 15.01, New York County, New York",3561,251,936,199,2625,266
1400000US36061001502,36061001502,"Census Tract 15.02, New York County, New York",3090,233,1006,192,2084,258
1400000US36061001600,36061001600,"Census Tract 16, New York County, New York",3028,216,527,167,2501,247
1400000US36061001800,36061001800,"Census Tract 18, New York County, New York",3118,178,684,177,2434,228
1400000US36061002000,36061002000,"Census Tract 20, New York County, New York",1897,66,41,30,1856,77
